epoch,total_loss,ricci_loss,g2_loss,reg_loss,phase_name
0,0.30750590562820435,0.29716402292251587,0.0,0.10341893881559372,Ricci-flat approximation
1,0.2586730420589447,0.2489553838968277,0.0,0.09717650711536407,Ricci-flat approximation
2,0.16924507915973663,0.15972715616226196,0.0,0.09517917037010193,Ricci-flat approximation
3,0.10629135370254517,0.09706483781337738,0.0,0.09226518869400024,Ricci-flat approximation
4,0.06488043069839478,0.05577792227268219,0.0,0.09102510660886765,Ricci-flat approximation
5,0.05659513548016548,0.04755406454205513,0.0,0.09041070938110352,Ricci-flat approximation
6,0.05336041375994682,0.04448367655277252,0.0,0.08876736462116241,Ricci-flat approximation
7,0.04284815490245819,0.033939067274332047,0.0,0.08909088373184204,Ricci-flat approximation
8,0.03491105139255524,0.026464128866791725,0.0,0.08446921408176422,Ricci-flat approximation
9,0.028876978904008865,0.020752009004354477,0.0,0.08124968409538269,Ricci-flat approximation
10,0.027279242873191833,0.01923673041164875,0.0,0.08042511343955994,Ricci-flat approximation
11,0.02451123297214508,0.016609275713562965,0.0,0.07901958376169205,Ricci-flat approximation
12,0.025603024289011955,0.017834100872278214,0.0,0.07768923044204712,Ricci-flat approximation
13,0.01957630179822445,0.012159989215433598,0.0,0.07416313141584396,Ricci-flat approximation
14,0.01714315451681614,0.009922683238983154,0.0,0.07220471650362015,Ricci-flat approximation
15,0.017705809324979782,0.010885372757911682,0.0,0.068204365670681,Ricci-flat approximation
16,0.01640537567436695,0.009796874597668648,0.0,0.06608500331640244,Ricci-flat approximation
17,0.01314246840775013,0.006691985763609409,0.0,0.06450483202934265,Ricci-flat approximation
18,0.013739323243498802,0.007424160838127136,0.0,0.06315162777900696,Ricci-flat approximation
19,0.012624509632587433,0.006539653055369854,0.0,0.06084856390953064,Ricci-flat approximation
20,0.011672749184072018,0.005756767466664314,0.0,0.059159815311431885,Ricci-flat approximation
21,0.011498951353132725,0.005923666059970856,0.0,0.05575285106897354,Ricci-flat approximation
22,0.010387585498392582,0.00502272043377161,0.0,0.05364865064620972,Ricci-flat approximation
23,0.009894851595163345,0.004566008225083351,0.0,0.05328843742609024,Ricci-flat approximation
24,0.00809499528259039,0.0031410919036716223,0.0,0.049539029598236084,Ricci-flat approximation
25,0.0075286137871444225,0.0027306177653372288,0.0,0.04797995835542679,Ricci-flat approximation
26,0.00831492431461811,0.0037621459923684597,0.0,0.045527782291173935,Ricci-flat approximation
27,0.00821942463517189,0.003723044414073229,0.0,0.04496379941701889,Ricci-flat approximation
28,0.007365572266280651,0.003092275932431221,0.0,0.04273296147584915,Ricci-flat approximation
29,0.007173564750701189,0.002990920562297106,0.0,0.04182644188404083,Ricci-flat approximation
30,0.00624099001288414,0.002274313708767295,0.0,0.03966676443815231,Ricci-flat approximation
31,0.006929746363312006,0.0030268316622823477,0.0,0.03902914747595787,Ricci-flat approximation
32,0.006448900792747736,0.0026841212529689074,0.0,0.037647794932127,Ricci-flat approximation
33,0.005783899687230587,0.002207987941801548,0.0,0.03575911372900009,Ricci-flat approximation
34,0.005600067786872387,0.0021583428606390953,0.0,0.034417249262332916,Ricci-flat approximation
35,0.006323017179965973,0.0028588303830474615,0.0,0.034641869366168976,Ricci-flat approximation
36,0.005647839512676001,0.00228175800293684,0.0,0.03366081416606903,Ricci-flat approximation
37,0.005843179300427437,0.0026253447867929935,0.0,0.03217834606766701,Ricci-flat approximation
38,0.005283460021018982,0.002075907774269581,0.0,0.03207552433013916,Ricci-flat approximation
39,0.005672020837664604,0.002660654950886965,0.0,0.030113661661744118,Ricci-flat approximation
40,0.004997057840228081,0.0020239814184606075,0.0,0.029730763286352158,Ricci-flat approximation
41,0.00508403405547142,0.0021642991341650486,0.0,0.02919735014438629,Ricci-flat approximation
42,0.004441593308001757,0.001652697566896677,0.0,0.027888957411050797,Ricci-flat approximation
43,0.004825083538889885,0.002044465858489275,0.0,0.027806175872683525,Ricci-flat approximation
44,0.004899263381958008,0.0022152254823595285,0.0,0.02684038132429123,Ricci-flat approximation
45,0.003962982911616564,0.0013409664388746023,0.0,0.026220165193080902,Ricci-flat approximation
46,0.0042450702749192715,0.0016823488986119628,0.0,0.025627214461565018,Ricci-flat approximation
47,0.003684662515297532,0.0012347367592155933,0.0,0.024499256163835526,Ricci-flat approximation
48,0.005002118647098541,0.0025766007602214813,0.0,0.02425517700612545,Ricci-flat approximation
49,0.0038246186450123787,0.0014955363003537059,0.0,0.02329082414507866,Ricci-flat approximation
50,0.00470767030492425,0.0024253283627331257,0.0,0.02282341942191124,Ricci-flat approximation
51,0.004389772191643715,0.002092102076858282,0.0,0.022976700216531754,Ricci-flat approximation
52,0.003649685997515917,0.0014395047910511494,0.0,0.022101812064647675,Ricci-flat approximation
53,0.0037567620165646076,0.001609327271580696,0.0,0.02147434651851654,Ricci-flat approximation
54,0.0040655736811459064,0.0019156119087710977,0.0,0.021499618887901306,Ricci-flat approximation
55,0.003517087548971176,0.001476830686442554,0.0,0.020402569323778152,Ricci-flat approximation
56,0.0032218960113823414,0.0011969543993473053,0.0,0.020249415189027786,Ricci-flat approximation
57,0.0035279178991913795,0.0015372353373095393,0.0,0.019906826317310333,Ricci-flat approximation
58,0.003685209434479475,0.0017360581550747156,0.0,0.019491512328386307,Ricci-flat approximation
59,0.003207301488146186,0.0013193384511396289,0.0,0.01887962967157364,Ricci-flat approximation
60,0.0029416275210678577,0.001102637150324881,0.0,0.018389904871582985,Ricci-flat approximation
61,0.003623347729444504,0.0018077415879815817,0.0,0.018156062811613083,Ricci-flat approximation
62,0.0027530910447239876,0.0009762515546754003,0.0,0.017768394201993942,Ricci-flat approximation
63,0.003670408856123686,0.0019302077125757933,0.0,0.017402010038495064,Ricci-flat approximation
64,0.0027133882977068424,0.0010155417257919908,0.0,0.016978466883301735,Ricci-flat approximation
65,0.004191574174910784,0.0024978662841022015,0.0,0.016937078908085823,Ricci-flat approximation
66,0.0038572652265429497,0.0021668612025678158,0.0,0.016904041171073914,Ricci-flat approximation
67,0.003263681661337614,0.001648149685934186,0.0,0.016155321151018143,Ricci-flat approximation
68,0.003294478403404355,0.0017142758006229997,0.0,0.01580202579498291,Ricci-flat approximation
69,0.0031766253523528576,0.0016029886901378632,0.0,0.01573636755347252,Ricci-flat approximation
70,0.002667016815394163,0.0011549005284905434,0.0,0.015121161937713623,Ricci-flat approximation
71,0.003451588097959757,0.001958941575139761,0.0,0.014926464296877384,Ricci-flat approximation
72,0.0030728294514119625,0.0016399456653743982,0.0,0.014328837394714355,Ricci-flat approximation
73,0.002588812727481127,0.0011348264524713159,0.0,0.014539862051606178,Ricci-flat approximation
74,0.0035312213003635406,0.0020849150605499744,0.0,0.014463060535490513,Ricci-flat approximation
75,0.0021733634639531374,0.0007877303869463503,0.0,0.013856330886483192,Ricci-flat approximation
76,0.003986284136772156,0.0026218723505735397,0.0,0.013644115999341011,Ricci-flat approximation
77,0.0036222063936293125,0.002280002925544977,0.0,0.013422035612165928,Ricci-flat approximation
78,0.003197861835360527,0.0018563703633844852,0.0,0.013414914719760418,Ricci-flat approximation
79,0.0032864685636013746,0.0019694834481924772,0.0,0.013169851154088974,Ricci-flat approximation
80,0.00324006425216794,0.001934971660375595,0.0,0.013050924986600876,Ricci-flat approximation
81,0.0023629125207662582,0.0010825206991285086,0.0,0.012803919613361359,Ricci-flat approximation
82,0.002955241361632943,0.0017168661579489708,0.0,0.012383751571178436,Ricci-flat approximation
83,0.002692919224500656,0.0014507279265671968,0.0,0.012421911582350731,Ricci-flat approximation
84,0.0028362832963466644,0.0016241212142631412,0.0,0.012121619656682014,Ricci-flat approximation
85,0.0021907989867031574,0.0009892653906717896,0.0,0.012015336193144321,Ricci-flat approximation
86,0.003342240583151579,0.002159902360290289,0.0,0.0118233822286129,Ricci-flat approximation
87,0.002322559477761388,0.0011403143871575594,0.0,0.011822450906038284,Ricci-flat approximation
88,0.003385845571756363,0.0022414925042539835,0.0,0.011443530209362507,Ricci-flat approximation
89,0.002599758794531226,0.0014804466627538204,0.0,0.01119312085211277,Ricci-flat approximation
90,0.003171783871948719,0.002066500950604677,0.0,0.011052828282117844,Ricci-flat approximation
91,0.002900980645790696,0.0018021526047959924,0.0,0.010988280177116394,Ricci-flat approximation
92,0.002362024039030075,0.0012741840910166502,0.0,0.010878399014472961,Ricci-flat approximation
93,0.0031031654216349125,0.0020314191933721304,0.0,0.010717461816966534,Ricci-flat approximation
94,0.0022473048884421587,0.0011988714104518294,0.0,0.010484334081411362,Ricci-flat approximation
95,0.0028714491054415703,0.001855502836406231,0.0,0.010159460827708244,Ricci-flat approximation
96,0.0023700862657278776,0.0013335415860638022,0.0,0.010365447029471397,Ricci-flat approximation
97,0.002540254034101963,0.0015261315274983644,0.0,0.010141224600374699,Ricci-flat approximation
98,0.002275649691000581,0.00126857019495219,0.0,0.010070794261991978,Ricci-flat approximation
99,0.0022166690323501825,0.0012237941846251488,0.0,0.00992874801158905,Ricci-flat approximation
100,0.0029800422489643097,0.0019904528744518757,0.0,0.009895894676446915,Ricci-flat approximation
101,0.0019509398844093084,0.0009810894262045622,0.0,0.009698503650724888,Ricci-flat approximation
102,0.0028050749097019434,0.0018581370823085308,0.0,0.009469378739595413,Ricci-flat approximation
103,0.0025546932592988014,0.0016230510082095861,0.0,0.00931642111390829,Ricci-flat approximation
104,0.0018175964942201972,0.0009090247913263738,0.0,0.009085716679692268,Ricci-flat approximation
105,0.0027667528484016657,0.0018355085048824549,0.0,0.009312443435192108,Ricci-flat approximation
106,0.0019068652763962746,0.0010053716832771897,0.0,0.009014935232698917,Ricci-flat approximation
107,0.00257115694694221,0.0016696943202987313,0.0,0.00901462696492672,Ricci-flat approximation
108,0.0024248070549219847,0.001548300264403224,0.0,0.008765067905187607,Ricci-flat approximation
109,0.0022005566861480474,0.0013369213556870818,0.0,0.008636352606117725,Ricci-flat approximation
110,0.0020016103517264128,0.0011341655626893044,0.0,0.008674448356032372,Ricci-flat approximation
111,0.002044563414528966,0.0011834623292088509,0.0,0.008611011318862438,Ricci-flat approximation
112,0.0015551077667623758,0.0006929920054972172,0.0,0.008621158078312874,Ricci-flat approximation
113,0.0025014649145305157,0.0016649400349706411,0.0,0.008365247398614883,Ricci-flat approximation
114,0.0019273814978078008,0.0010824059136211872,0.0,0.008449755609035492,Ricci-flat approximation
115,0.002046372275799513,0.001209415146149695,0.0,0.008369570598006248,Ricci-flat approximation
116,0.0018852752400562167,0.0010779753793030977,0.0,0.008072998374700546,Ricci-flat approximation
117,0.00241268053650856,0.001613517408259213,0.0,0.00799163244664669,Ricci-flat approximation
118,0.0013402386102825403,0.0005559647688642144,0.0,0.007842738181352615,Ricci-flat approximation
119,0.003552625421434641,0.0027660473715513945,0.0,0.007865779101848602,Ricci-flat approximation
120,0.0026401507202535868,0.0018624775111675262,0.0,0.007776731625199318,Ricci-flat approximation
121,0.003098118118941784,0.0023371968418359756,0.0,0.007609211839735508,Ricci-flat approximation
122,0.0034909050446003675,0.0027285777032375336,0.0,0.007623273879289627,Ricci-flat approximation
123,0.0020967363379895687,0.0013368988875299692,0.0,0.007598374970257282,Ricci-flat approximation
124,0.0027817285154014826,0.002032418269664049,0.0,0.007493102923035622,Ricci-flat approximation
125,0.0023745899088680744,0.0016281353309750557,0.0,0.007464546710252762,Ricci-flat approximation
126,0.0021235663443803787,0.0013855312718078494,0.0,0.007380351424217224,Ricci-flat approximation
127,0.002872873330488801,0.0021375890355557203,0.0,0.007352842018008232,Ricci-flat approximation
128,0.0014425809495151043,0.0007261349819600582,0.0,0.007164458744227886,Ricci-flat approximation
129,0.004438208416104317,0.0037213871255517006,0.0,0.007168213836848736,Ricci-flat approximation
130,0.004395519383251667,0.003678156528621912,0.0,0.007173629477620125,Ricci-flat approximation
131,0.003114706836640835,0.0023994497023522854,0.0,0.007152571342885494,Ricci-flat approximation
