epoch,phase,lr,loss_total,loss_torsion,loss_d_phi,loss_d_phi_dual,loss_volume,loss_ortho,loss_det,det_g_mean,det_gram,torsion_test,det_gram_test
56,phase1,1.1200000000000001e-05,0.00010649645992089063,0.0002870432799682021,0.0002268925600219518,6.015071994625032e-05,1.0615640311240071e-13,7.77921304688789e-05,0.0,0.9999998807907104,0.9393575191497803,,
57,phase1,1.1400000000000001e-05,8.667369547765702e-05,0.0002674167917575687,0.00022297693067230284,4.443985744728707e-05,1.0621538371058392e-13,5.993201557430439e-05,0.0,0.9999998807907104,1.08591890335083,,
58,phase1,1.16e-05,0.00013451697304844856,0.00024787444272078574,0.0002251975965918973,2.267685704282485e-05,1.0901349267733451e-13,0.00010972952441079542,0.0,0.9999998807907104,0.7267731428146362,,
59,phase1,1.18e-05,8.020878885872662e-05,0.00026689100195653737,0.00022402152535505593,4.2869465687545016e-05,1.0866828270561513e-13,5.351968502509408e-05,0.0,0.9999998807907104,0.9921815395355225,,
60,phase1,1.2e-05,9.644366946304217e-05,0.0002695413422770798,0.0002255034341942519,4.403790080687031e-05,1.0873073275075029e-13,6.948953523533419e-05,0.0,0.9999998807907104,0.9888797402381897,,
61,phase1,1.22e-05,0.00012248395069036633,0.00024720956571400166,0.00022193547920323908,2.527409014874138e-05,1.1639127162066387e-13,9.776299702934921e-05,0.0,0.9999998807907104,0.8571859002113342,,
62,phase1,1.24e-05,7.699472917011008e-05,0.00024683051742613316,0.00022194479242898524,2.488572681613732e-05,1.0990860999093854e-13,5.231167597230524e-05,0.0,0.9999998807907104,1.1304266452789307,,
63,phase1,1.2600000000000001e-05,0.00010730462236097082,0.0002441622782498598,0.0002204184274887666,2.3743848942103796e-05,1.0537751227168712e-13,8.288839308079332e-05,0.0,0.9999998807907104,0.968018114566803,,
64,phase1,1.2800000000000001e-05,0.00010731592192314565,0.00024787982692942023,0.00021690427092835307,3.097554144915193e-05,1.072718303074538e-13,8.252793486462906e-05,0.0,0.9999998807907104,0.9917060136795044,,
65,phase1,1.3000000000000001e-05,8.555282693123445e-05,0.0002406680869171396,0.00022139979409985244,1.9268292817287147e-05,1.1420378531745712e-13,6.148601823952049e-05,0.0,0.9999998807907104,1.0142877101898193,,
66,phase1,1.32e-05,5.0437418394722044e-05,0.000238260836340487,0.0002207950019510463,1.7465838027419522e-05,1.1009422540286806e-13,2.661133294168394e-05,0.0,0.9999998807907104,0.9709684252738953,,
67,phase1,1.3400000000000002e-05,8.540848648408428e-05,0.00023823374067433178,0.00022071874991524965,1.7514992578071542e-05,1.1316989012577494e-13,6.158510950626805e-05,0.0,0.9999998807907104,0.9001333713531494,,
68,phase1,1.3600000000000002e-05,0.00010604250564938411,0.00023184626479633152,0.00021508574718609452,1.6760519429226406e-05,1.1457501614131615e-13,8.285787771455944e-05,0.0,0.9999998807907104,0.7653977870941162,,
69,phase1,1.3800000000000002e-05,0.00012005925236735493,0.000231877900660038,0.00021657926845364273,1.5298639482352883e-05,1.0534455252564356e-13,9.687145939096808e-05,0.0,0.9999998807907104,1.3614978790283203,,
70,phase1,1.4000000000000001e-05,7.840750186005607e-05,0.00023054303892422467,0.0002186388592235744,1.1904180610144977e-05,1.065762061935871e-13,5.5353197240037844e-05,0.0,0.9999998807907104,1.2024825811386108,,
71,phase1,1.42e-05,0.00010924897651420906,0.00022788603382650763,0.0002152691740775481,1.2616859748959541e-05,1.0969003483296547e-13,8.646037167636678e-05,0.0,0.9999998807907104,1.0332890748977661,,
72,phase1,1.44e-05,0.00010475297312950715,0.00022413425904233009,0.00021512593957595527,9.008317647385411e-06,1.1162945567910754e-13,8.233954577008262e-05,0.0,0.9999998807907104,0.9865928888320923,,
73,phase1,1.4599999999999999e-05,6.776516966056079e-05,0.0002250227116746828,0.00021179991017561406,1.3222800589574035e-05,1.1068403138470018e-13,4.526289558270946e-05,0.0,0.9999998807907104,0.9251226782798767,,
74,phase1,1.48e-05,6.909895455464721e-05,0.00022081847419030964,0.0002128385822288692,7.979886504472233e-06,1.1183588777274878e-13,4.701711077359505e-05,0.0,0.9999998807907104,0.8201252818107605,,
75,phase1,1.5e-05,0.00013443874195218086,0.00022341817384585738,0.00021552483667619526,7.893338988651522e-06,1.0848787146411354e-13,0.00011209692456759512,0.0,0.9999998807907104,1.03158700466156,,
76,phase1,1.52e-05,0.00011394903413020074,0.00021863554138690233,0.00021128635853528976,7.34917875888641e-06,1.1261130916651041e-13,9.208547999151051e-05,0.0,0.9999998807907104,0.8945454955101013,,
77,phase1,1.54e-05,0.0001075399195542559,0.0002215591521235183,0.00021212897263467312,9.430175850866362e-06,1.1072393002464764e-13,8.538400288671255e-05,0.0,0.9999998807907104,0.9185418486595154,,
78,phase1,1.56e-05,9.94876681943424e-05,0.00021458716946654022,0.00020946082076989114,5.126344149175566e-06,1.0977850573024028e-13,7.802894833730534e-05,0.0,0.9999998807907104,0.7511551380157471,,
79,phase1,1.58e-05,0.00015718871145509183,0.00021599687170237303,0.00021015081438235939,5.846055046276888e-06,1.1131894017690769e-13,0.00013558902719523758,0.0,0.9999998807907104,0.9473249316215515,,
80,phase1,1.6000000000000003e-05,8.891075412975624e-05,0.00021624205692205578,0.0002105787134496495,5.6633380154380575e-06,1.1201456429077439e-13,6.728654989274219e-05,0.0,0.9999998807907104,0.9988828301429749,,
81,phase1,1.62e-05,0.00011256665311520919,0.0002161254669772461,0.00020929255697410554,6.832904546172358e-06,1.1059902993437731e-13,9.095410496229306e-05,0.0,0.9999998807907104,0.891332745552063,,
82,phase1,1.6400000000000002e-05,7.49900791561231e-05,0.00020914472406730056,0.00020605763711500913,3.087083314312622e-06,1.07032438467769e-13,5.407560456660576e-05,0.0,0.9999998807907104,0.7373092174530029,,
83,phase1,1.66e-05,6.0269012465141714e-05,0.00020952198246959597,0.00020487546862568706,4.646510205930099e-06,1.1660117316125707e-13,3.931681203539483e-05,0.0,0.9999998807907104,0.8637827634811401,,
84,phase1,1.6800000000000002e-05,7.887661922723055e-05,0.00021354386990424246,0.00020925728313159198,4.286584953661077e-06,1.1459930226997983e-13,5.7522232964402065e-05,0.0,0.9999998807907104,0.924915611743927,,
85,phase1,1.7000000000000003e-05,8.520416304236278e-05,0.0002100144629366696,0.0002060557308141142,3.958739398512989e-06,1.1296692747908565e-13,6.42027152935043e-05,0.0,0.9999998807907104,0.7825913429260254,,
86,phase1,1.7199999999999998e-05,0.00010479095362825319,0.0002096212119795382,0.00020756825688295066,2.052957825071644e-06,1.0953737916707951e-13,8.382883243029937e-05,0.0,0.9999998807907104,1.0778536796569824,,
87,phase1,1.74e-05,6.141000631032512e-05,0.00020936000510118902,0.00020557497919071466,3.7850195440114476e-06,1.116624154251511e-13,4.0474005800206214e-05,0.0,0.9999998807907104,0.9289842844009399,,
88,phase1,1.76e-05,9.386632882524282e-05,0.00020711205434054136,0.0002045509172603488,2.5611384444346186e-06,1.0804378225426348e-13,7.315512630157173e-05,0.0,0.9999998807907104,1.063169240951538,,
89,phase1,1.78e-05,9.693139872979373e-05,0.00020369020057842135,0.00020125976880080998,2.4304299586219713e-06,1.1051229376057847e-13,7.656237721676007e-05,0.0,0.9999998807907104,1.1866141557693481,,
90,phase1,1.8e-05,9.42941042012535e-05,0.00020699815650004894,0.0002053721691481769,1.6259862150036497e-06,1.1592289628215013e-13,7.359428855124861e-05,0.0,0.9999998807907104,1.1753214597702026,,
91,phase1,1.8200000000000002e-05,0.00011393923341529444,0.0002037589147221297,0.00020099422545172274,2.764682903944049e-06,1.1119230536316138e-13,9.356334339827299e-05,0.0,0.9999998807907104,1.226686716079712,,
92,phase1,1.84e-05,7.719594577793032e-05,0.0002013093326240778,0.0001997971412492916,1.512195922259707e-06,1.1249855214057192e-13,5.706501178792678e-05,0.0,0.9999998807907104,0.9083602428436279,,
93,phase1,1.86e-05,6.183471850818023e-05,0.00019961936050094664,0.00019811317906714976,1.5061750673339702e-06,1.1203711569596209e-13,4.187277954770252e-05,0.0,0.9999998807907104,0.9507527947425842,,
94,phase1,1.88e-05,7.389721577055752e-05,0.0001988659641938284,0.00019711547065526247,1.7504984270999557e-06,1.0681906748022385e-13,5.401062298915349e-05,0.0,0.9999998807907104,1.0952290296554565,,
95,phase1,1.9e-05,7.221836858661845e-05,0.0001992400357266888,0.00019806793716270477,1.1721004966602777e-06,1.0910890246851324e-13,5.229436283116229e-05,0.0,0.9999998807907104,1.006397008895874,,
96,phase1,1.9200000000000003e-05,8.844157855492085e-05,0.00020027562277391553,0.00019887335656676441,1.4022598406882025e-06,1.0694917174092211e-13,6.841401773272082e-05,0.0,0.9999998807907104,0.9165000319480896,,
97,phase1,1.94e-05,0.00010020581248681992,0.00019768338825087994,0.00019669435278046876,9.890356977848569e-07,1.0568455832693502e-13,8.04374722065404e-05,0.0,0.9999998807907104,0.9245163202285767,,
98,phase1,1.9600000000000002e-05,8.753691508900374e-05,0.00019575850456021726,0.00019446431542746723,1.2941964087076485e-06,1.0161142760534148e-13,6.796106754336506e-05,0.0,0.9999998807907104,1.0557154417037964,,
99,phase1,1.9800000000000004e-05,6.903849134687334e-05,0.00019874153076671064,0.00019797476124949753,7.667690624657553e-07,1.1106567054941507e-13,4.9164336815010756e-05,0.0,0.9999998807907104,0.7264354228973389,,
100,phase1,2e-05,6.221946387086064e-05,0.00019412123947404325,0.0001931426813825965,9.78558659880946e-07,1.0702549957386509e-13,4.280734356143512e-05,0.0,0.9999998807907104,0.8965334296226501,,
101,phase1,2.0200000000000003e-05,8.48813506308943e-05,0.000193775151274167,0.00019292643992230296,8.487090781272855e-07,1.1302243863031691e-13,6.550383113790303e-05,0.0,0.9999998807907104,0.9633310437202454,,
102,phase1,2.04e-05,9.116385626839474e-05,0.00019358414283487946,0.0001929738064063713,6.103294936110615e-07,1.1105352748508324e-13,7.180544344009832e-05,0.0,0.9999998807907104,0.8818215131759644,,
103,phase1,2.06e-05,0.00010018756438512355,0.00019130745204165578,0.00019041862105950713,8.888277989171911e-07,1.148491024505205e-13,8.105681627057493e-05,0.0,0.9999998807907104,0.7208770513534546,,
104,phase1,2.08e-05,9.021359437610954e-05,0.0001899654744192958,0.00018946235650219023,5.031223508922267e-07,1.0899614544257474e-13,7.121704402379692e-05,0.0,0.9999998807907104,0.8688431978225708,,
105,phase1,2.1e-05,6.420411955332384e-05,0.00019091233843937516,0.000190207822015509,7.045192660370958e-07,1.1193476701087945e-13,4.511288716457784e-05,0.0,0.9999998807907104,0.8104874491691589,,
106,phase1,2.12e-05,9.506847709417343e-05,0.0001898048067232594,0.00018932094099000096,4.838603331336344e-07,1.1146812639584169e-13,7.608799933223054e-05,0.0,0.9999998807907104,0.9424098134040833,,
107,phase1,2.1400000000000002e-05,7.434225699398667e-05,0.0001878877228591591,0.0001875010202638805,3.8669992363793426e-07,1.0785816684233396e-13,5.555348252528347e-05,0.0,0.9999998807907104,1.0066856145858765,,
108,phase1,2.16e-05,6.908905925229192e-05,0.00018857720715459436,0.0001879025949165225,6.746096232745913e-07,1.1274835232111258e-13,5.023133417125791e-05,0.0,0.9999998807907104,1.2855116128921509,,
109,phase1,2.18e-05,5.64236324862577e-05,0.0001880362251540646,0.00018774691852740943,2.893138457693567e-07,1.0757540691574974e-13,3.762000778806396e-05,0.0,0.9999998807907104,0.8487971425056458,,
110,phase1,2.2000000000000003e-05,7.14244888513349e-05,0.00018395873485133052,0.00018359078967478126,3.6794020275010553e-07,1.1291488577480635e-13,5.30286124558188e-05,0.0,0.9999998807907104,0.8583828806877136,,
111,phase1,2.22e-05,6.859377754153684e-05,0.00018244753300677985,0.00018197829194832593,4.692407742368232e-07,1.1849375647354776e-13,5.034902278566733e-05,0.0,0.9999998807907104,1.0418561697006226,,
112,phase1,2.2400000000000002e-05,8.12335274531506e-05,0.00018598788301460445,0.0001857977476902306,1.9014100871572737e-07,1.0872726330379834e-13,6.263473915169016e-05,0.0,0.9999998807907104,0.9975277781486511,,
113,phase1,2.26e-05,7.829575042705983e-05,0.0001835734146879986,0.00018324435222893953,3.29057002090849e-07,1.074661193367632e-13,5.9938411141047254e-05,0.0,0.9999998807907104,1.064298391342163,,
114,phase1,2.2800000000000002e-05,8.671295654494315e-05,0.0001850538101280108,0.00018474238459020853,3.114261915015959e-07,1.1416562140098563e-13,6.82075769873336e-05,0.0,0.9999998807907104,0.9539558291435242,,
115,phase1,2.3000000000000003e-05,6.058655708329752e-05,0.00017997152463067323,0.00017985279555432498,1.187296021498696e-07,1.0196704591791672e-13,4.258940680301748e-05,0.0,0.9999998807907104,0.9301788210868835,,
116,phase1,2.32e-05,0.00010139369260286912,0.00018033687956631184,0.00018004853336606175,2.883509750972735e-07,1.1219671025575195e-13,8.336000610142946e-05,0.0,0.9999998807907104,1.2022221088409424,,
117,phase1,2.3400000000000003e-05,8.247676305472851e-05,0.00018223431834485382,0.0001820085890358314,2.2573233593448094e-07,1.0312931064682118e-13,6.425333413062617e-05,0.0,0.9999998807907104,0.9712533354759216,,
118,phase1,2.36e-05,8.281624468509108e-05,0.00017785053933039308,0.0001777094294084236,1.4110624135810212e-07,1.1338673056027204e-13,6.50311922072433e-05,0.0,0.9999998807907104,1.1517771482467651,,
119,phase1,2.38e-05,7.218609243864194e-05,0.00017966286395676434,0.00017942195700015873,2.4090658712339064e-07,1.1269110644640534e-13,5.421980677056126e-05,0.0,0.9999998807907104,1.2111155986785889,,
120,phase1,2.4e-05,8.147303742589429e-05,0.0001798347511794418,0.0001796903379727155,1.4441712892221403e-07,1.1327397353433355e-13,6.348956230795011e-05,0.0,0.9999998807907104,0.8221787214279175,,
121,phase1,2.4200000000000002e-05,0.00014329688565339893,0.0001763548207236454,0.0001762622850947082,9.253436417111516e-08,1.0451361998065067e-13,0.00012566140503622591,0.0,0.9999998807907104,1.1970914602279663,,
122,phase1,2.44e-05,9.64089049375616e-05,0.0001745568442856893,0.0001744115143083036,1.4533475223288406e-07,1.122903853234547e-13,7.895322050899267e-05,0.0,0.9999998807907104,1.0210087299346924,,
123,phase1,2.46e-05,8.09294797363691e-05,0.00017654123075772077,0.00017640978330746293,1.3145127297775616e-07,1.111090386363145e-13,6.327535811578855e-05,0.0,0.9999998807907104,0.8478236794471741,,
124,phase1,2.48e-05,0.0001039418057189323,0.0001731332013150677,0.00017305008077528328,8.312723309700232e-08,1.0950268469755997e-13,8.662848267704248e-05,0.0,0.9999998807907104,1.0802870988845825,,
125,phase1,2.5e-05,9.485178452450782e-05,0.00017386910622008145,0.00017377405310980976,9.505961173772448e-08,1.1627851459472538e-13,7.746487244730815e-05,0.0,0.9999998807907104,0.8496094942092896,,
126,phase1,2.5200000000000003e-05,0.00013948936248198152,0.00017272628610953689,0.00017259617743548006,1.301065140069113e-07,1.0856940346748445e-13,0.00012221673387102783,0.0,0.9999998807907104,0.7745833992958069,,
127,phase1,2.54e-05,8.55508042150177e-05,0.00017428361752536148,0.00017420703079551458,7.658645984065515e-08,1.0991554888484245e-13,6.812244100729004e-05,0.0,0.9999998807907104,0.8733000159263611,,
128,phase1,2.5600000000000002e-05,7.407702651107684e-05,0.0001697474654065445,0.0001696160907158628,1.313676563086119e-07,1.0889206203401613e-13,5.7102279242826626e-05,0.0,0.9999998807907104,0.8974451422691345,,
129,phase1,2.58e-05,6.385977758327499e-05,0.00016932343714870512,0.0001690051140030846,3.183248225013813e-07,1.0995197807783796e-13,4.692743095802143e-05,0.0,0.9999998807907104,0.7234622836112976,,
130,phase1,2.6000000000000002e-05,5.821890226798132e-05,0.00017102751007769257,0.0001703399611869827,6.875471854073112e-07,1.1238579511463342e-13,4.111614907742478e-05,0.0,0.9999998807907104,0.9560402035713196,,
131,phase1,2.6200000000000003e-05,7.04605263308622e-05,0.00016862819029483944,0.00016668729949742556,1.9408978459978243e-06,1.1078464534630683e-13,5.359770875656977e-05,0.0,0.9999998807907104,0.9069746136665344,,
132,phase1,2.64e-05,9.023380698636174e-05,0.00017390327411703765,0.00016796891577541828,5.934363798587583e-06,1.0886257173492453e-13,7.284348248504102e-05,0.0,0.9999998807907104,0.9193901419639587,,
133,phase1,2.6600000000000003e-05,0.0001382328337058425,0.00018582155462354422,0.00016714489902369678,1.8676661056815647e-05,1.1274488287416062e-13,0.00011965068551944569,0.0,0.9999998807907104,0.8773127198219299,,
