epoch,loss,torsion,phi_norm_sq,det_g
47,0.015507273375988007,0.02355102077126503,7.0,0.9637340307235718
48,0.015307365916669369,0.02155320718884468,7.0,0.9637342691421509
49,0.015077680349349976,0.019257519394159317,7.0,0.9637343883514404
50,0.014829054474830627,0.0167723186314106,7.0,0.9637345671653748
51,0.014662384986877441,0.01510760746896267,7.0,0.9637348651885986
52,0.01455457042902708,0.014031020924448967,6.999999523162842,0.963735044002533
53,0.014458984136581421,0.013076303526759148,7.0,0.9637352228164673
54,0.01427241787314415,0.011212760582566261,7.0,0.9637355208396912
55,0.01424233429133892,0.010912641882896423,7.0,0.9637355804443359
56,0.014084485359489918,0.009334659203886986,7.0,0.9637356996536255
57,0.013993913307785988,0.008430659770965576,7.0,0.9637359380722046
58,0.013933396898210049,0.007827218621969223,7.0,0.9637361764907837
59,0.013955476693809032,0.008049895986914635,7.0,0.9637364149093628
60,0.013824881985783577,0.006745398044586182,7.0,0.9637365937232971
61,0.01374295074492693,0.005928879603743553,7.0,0.9637370109558105
62,0.01375257596373558,0.006025009788572788,7.0,0.9637369513511658
63,0.01367090456187725,0.005210914649069309,7.0,0.9637373089790344
64,0.013663242571055889,0.005137039814144373,6.999999523162842,0.9637377262115479
65,0.013627066276967525,0.004777122288942337,6.999999046325684,0.963737964630127
66,0.013631864450871944,0.00482660997658968,7.0,0.963738203048706
67,0.013542250730097294,0.003931248094886541,7.0,0.9637383222579956
68,0.013548304326832294,0.0039945500902831554,7.0,0.9637386798858643
69,0.013494868762791157,0.0034621621016412973,7.0,0.9637389183044434
70,0.0135295195505023,0.0038105568382889032,7.0,0.9637391567230225
71,0.01344429049640894,0.0029601063579320908,7.0,0.9637394547462463
72,0.013505243696272373,0.003570866771042347,7.0,0.9637396335601807
73,0.013406862504780293,0.002588769420981407,7.0,0.963739812374115
74,0.013522345572710037,0.0037469901144504547,7.0,0.9637402892112732
75,0.013396117836236954,0.0024860119447112083,7.0,0.9637405276298523
76,0.013546347618103027,0.003989701624959707,7.0,0.9637406468391418
77,0.013375407084822655,0.002282008994370699,7.0,0.9637409448623657
78,0.013579499907791615,0.004325547255575657,7.0,0.9637413024902344
79,0.01344986166805029,0.003031628206372261,7.0,0.963741660118103
80,0.013556182384490967,0.0040971701964735985,7.0,0.9637419581413269
81,0.013531452976167202,0.0038515040650963783,7.0,0.9637421369552612
82,0.013460932299494743,0.0031490568071603775,7.0,0.9637425541877747
83,0.013516570441424847,0.0037070801481604576,7.0,0.963742733001709
84,0.013375290669500828,0.002294535282999277,7.0,0.9637428522109985
85,0.013476153835654259,0.003305375576019287,7.0,0.9637430906295776
86,0.013400626368820667,0.002553077880293131,7.0,0.9637435674667358
87,0.013430184684693813,0.0028512515127658844,7.0,0.9637438654899597
88,0.01338312216103077,0.0023820619098842144,7.0,0.963744044303894
89,0.013422357849776745,0.002775999018922448,7.0,0.9637442827224731
90,0.01338117104023695,0.0023666853085160255,7.0,0.9637446403503418
91,0.013402429409325123,0.0025814450345933437,7.0,0.9637449979782104
92,0.013375135138630867,0.002310243435204029,6.999999523162842,0.9637451171875
93,0.013346604071557522,0.00202937051653862,7.0,0.9637457728385925
94,0.013360376469790936,0.0021678777411580086,7.0,0.9637459516525269
95,0.013334354385733604,0.0019090762361884117,7.0,0.9637460708618164
96,0.013348480686545372,0.0020527932792901993,7.0,0.9637464284896851
97,0.013316980563104153,0.0017398116178810596,7.0,0.9637467265129089
98,0.013342163525521755,0.0019951651338487864,7.0,0.9637472033500671
99,0.013312569819390774,0.0017014412442222238,7.0,0.963747501373291
100,0.013315795920789242,0.00173568120226264,7.0,0.9637477993965149
101,0.013313744217157364,0.0017181362491101027,7.0,0.9637482166290283
102,0.013306863605976105,0.0016509743873029947,7.0,0.9637484550476074
103,0.013286871835589409,0.0014528611209243536,7.0,0.9637486934661865
104,0.013311175629496574,0.0016996131744235754,7.0,0.9637491703033447
105,0.013297723606228828,0.0015667376574128866,7.0,0.9637494087219238
106,0.013312030583620071,0.0017129085026681423,7.0,0.9637498259544373
107,0.013303677551448345,0.0016322098672389984,7.0,0.9637501835823059
108,0.013271789066493511,0.0013157110661268234,7.0,0.9637505412101746
109,0.013294858857989311,0.0015474297106266022,7.0,0.9637507200241089
110,0.013264274224638939,0.0012447850313037634,7.0,0.9637511968612671
111,0.013295873068273067,0.001562710152938962,7.0,0.9637513756752014
112,0.013255571946501732,0.0011622082674875855,7.0,0.9637517333030701
113,0.013293017633259296,0.0015389512991532683,7.0,0.9637520909309387
114,0.013248493894934654,0.001095117419026792,7.0,0.963752269744873
115,0.013290319591760635,0.0015157905872911215,7.0,0.9637526273727417
116,0.013251988217234612,0.0011351235443726182,7.0,0.9637529253959656
117,0.013295446522533894,0.00157195795327425,7.0,0.9637532830238342
118,0.01323253195732832,0.0009455110412091017,7.0,0.9637537002563477
119,0.013327795080840588,0.0019004486966878176,7.0,0.9637539386749268
120,0.013237264938652515,0.00099751609377563,7.0,0.9637542963027954
121,0.013353482820093632,0.002161711920052767,7.0,0.9637545347213745
122,0.013264882378280163,0.0012798851821571589,7.0,0.9637551307678223
123,0.013356262817978859,0.0021951550152152777,7.0,0.9637553691864014
124,0.013320541009306908,0.001841075485572219,7.0,0.96375572681427
125,0.013285786844789982,0.0014959832187741995,7.0,0.9637561440467834
126,0.013334456831216812,0.0019847024232149124,7.0,0.9637563824653625
127,0.013250497169792652,0.00114725180901587,7.0,0.9637566804885864
128,0.013318004086613655,0.0018254867754876614,7.0,0.9637571573257446
129,0.013264008797705173,0.001287491642870009,7.0,0.9637573957443237
130,0.013317042030394077,0.0018205931410193443,7.0,0.9637577533721924
131,0.01325126551091671,0.0011655478738248348,7.0,0.963758111000061
132,0.01333855465054512,0.002040422521531582,7.0,0.9637584090232849
133,0.013274546712636948,0.0014025315176695585,7.0,0.9637587070465088
134,0.013332792557775974,0.0019879015162587166,7.0,0.9637591242790222
135,0.01330614648759365,0.0017235454870387912,7.0,0.9637594223022461
136,0.013298857025802135,0.0016531015280634165,7.0,0.9637597799301147
137,0.013291075825691223,0.001576415728777647,7.0,0.9637598991394043
138,0.0132740568369627,0.0014088270254433155,7.0,0.963760256767273
139,0.013282801024615765,0.0014989201445132494,7.0,0.9637606739997864
140,0.013265884481370449,0.0013327492633834481,7.0,0.9637610912322998
141,0.013269222341477871,0.0013680107658728957,7.0,0.9637613296508789
142,0.01325630396604538,0.0012403312139213085,6.999999523162842,0.963761568069458
143,0.013266482390463352,0.0013452875427901745,7.0,0.9637619256973267
144,0.013253219425678253,0.0012153035495430231,7.0,0.9637623429298401
145,0.01323010865598917,0.0009869735222309828,7.0,0.9637627601623535
146,0.013265780173242092,0.0013463898794725537,7.0,0.9637631177902222
147,0.013210269622504711,0.0007938571507111192,7.0,0.963763415813446
148,0.013286921195685863,0.0015627904795110226,7.0,0.9637637734413147
149,0.013207863084971905,0.0007742377347312868,7.0,0.9637640714645386
150,0.013316807337105274,0.0018651422578841448,7.0,0.9637642502784729
151,0.01324895303696394,0.0011891531758010387,7.0,0.9637646079063416
152,0.013292561285197735,0.001627851277589798,7.0,0.963765025138855
153,0.013295790180563927,0.001661389833316207,7.0,0.9637651443481445
154,0.013254228048026562,0.0012499396689236164,7.0,0.9637657403945923
155,0.013284586369991302,0.0015548226656392217,7.0,0.9637659192085266
156,0.013237910345196724,0.0010912275174632668,7.0,0.96376633644104
157,0.013248368166387081,0.0011982556898146868,7.0,0.9637666940689087
158,0.013252627104520798,0.0012414588127285242,7.0,0.9637667536735535
159,0.01322138961404562,0.0009313604095950723,7.0,0.9637670516967773
160,0.013257266022264957,0.0012932604877278209,7.0,0.9637674689292908
161,0.013230491429567337,0.0010283328592777252,7.0,0.9637678861618042
162,0.013237212784588337,0.0010977903148159385,7.0,0.9637681841850281
163,0.013247281312942505,0.0012003090232610703,7.0,0.9637684226036072
164,0.013209744356572628,0.0008273497223854065,7.0,0.9637688398361206
165,0.01324890460819006,0.001221717451699078,7.0,0.9637691974639893
166,0.013210305944085121,0.0008373253513127565,7.0,0.9637694358825684
167,0.013240466825664043,0.0011420994997024536,7.0,0.963769793510437
168,0.013210434466600418,0.0008439985103905201,7.0,0.9637701511383057
169,0.01322243269532919,0.0009667819831520319,7.0,0.9637705087661743
170,0.013235114514827728,0.0010961290681734681,7.0,0.963770866394043
171,0.01319526880979538,0.0006996244192123413,7.0,0.9637711048126221
172,0.013234957121312618,0.0011003119871020317,7.0,0.963771641254425
173,0.01319633424282074,0.0007132417522370815,7.0,0.9637715816497803
174,0.013251817785203457,0.0012707794085144997,7.0,0.9637718796730042
175,0.013189684599637985,0.0006531135295517743,7.0,0.9637724161148071
176,0.013256607577204704,0.0013242503628134727,7.0,0.963772714138031
177,0.013212483376264572,0.0008844439871609211,7.0,0.9637728333473206
178,0.01324592437595129,0.001221346203237772,7.0,0.963773250579834
179,0.01319921761751175,0.000758111011236906,7.0,0.9637737274169922
180,0.013276521116495132,0.0015332496259361506,7.0,0.9637740850448608
181,0.01321113109588623,0.0008802143856883049,7.0,0.9637742042541504
182,0.013284856453537941,0.0016203168779611588,7.0,0.963774561882019
183,0.013256886042654514,0.0013426821678876877,7.0,0.9637748599052429
184,0.013237304985523224,0.0011494392529129982,7.0,0.9637752175331116
185,0.013260246254503727,0.0013811555691063404,7.0,0.9637755155563354
186,0.013210024684667587,0.0008826861158013344,7.0,0.9637760519981384
187,0.013229602947831154,0.001080129062756896,7.0,0.9637762904167175
188,0.013200170360505581,0.0007885640952736139,7.0,0.963776707649231
189,0.013228679075837135,0.0010760577861219645,7.0,0.9637769460678101
190,0.013208785094320774,0.0008799191564321518,7.0,0.9637773633003235
191,0.013198376633226871,0.0007780921296216547,7.0,0.9637776613235474
192,0.013210133649408817,0.0008977225515991449,7.0,0.9637779593467712
193,0.013202200643718243,0.0008205495541915298,7.0,0.9637782573699951
194,0.01319060381501913,0.000706693041138351,7.0,0.963778555393219
195,0.01320756133645773,0.0008785100071690977,7.0,0.9637788534164429
196,0.013196181505918503,0.0007672029314562678,7.0,0.9637792110443115
197,0.013185722753405571,0.0006656819023191929,7.0,0.963779628276825
198,0.013208186253905296,0.0008916625520214438,7.0,0.9637798070907593
199,0.013165884651243687,0.0004705202591139823,7.0,0.9637800455093384
200,0.013174627907574177,0.0005601592711172998,7.0,0.9637803435325623
201,0.013199357315897942,0.0008086360176093876,7.0,0.9637805223464966
202,0.013171502389013767,0.0005338273476809263,7.0,0.9637811183929443
203,0.01316965650767088,0.0005171875236555934,7.0,0.9637812376022339
204,0.013175880536437035,0.0005826234119012952,6.999999046325684,0.9637817740440369
205,0.013177670538425446,0.0006012356607243419,7.0,0.9637818336486816
206,0.013169500976800919,0.000522286631166935,7.0,0.9637821912765503
207,0.013161538168787956,0.00044401997001841664,7.0,0.9637823700904846
208,0.013159987516701221,0.0004324931651353836,7.0,0.9637829661369324
209,0.01316114142537117,0.0004443632788024843,7.0,0.9637830257415771
210,0.01315090898424387,0.00034508603857830167,7.0,0.9637833833694458
211,0.013143626973032951,0.00027291651349514723,7.0,0.9637835025787354
212,0.013151079416275024,0.00034963409416377544,7.0,0.9637838006019592
213,0.01314764004200697,0.0003159982443321496,7.0,0.963783860206604
214,0.013141199015080929,0.0002539773704484105,7.0,0.9637842774391174
215,0.013136642053723335,0.00021150556858628988,7.0,0.9637846946716309
216,0.013140550814568996,0.0002532322541810572,7.0,0.9637850522994995
217,0.013135712593793869,0.00020641415903810412,6.999999523162842,0.9637852907180786
218,0.01313336193561554,0.0001868047984316945,7.0,0.9637857675552368
219,0.013131293468177319,0.000167923528351821,7.0,0.9637860655784607
220,0.013131629675626755,0.00017125494196079671,7.0,0.9637860059738159
221,0.01312720775604248,0.0001302218297496438,7.0,0.9637864828109741
222,0.013127613812685013,0.00013554896577261388,7.0,0.9637866616249084
223,0.01312792394310236,0.0001422065543010831,7.0,0.9637871980667114
224,0.013127291575074196,0.00013718835543841124,7.0,0.963787317276001
225,0.013124358840286732,0.00010990883311023936,7.0,0.9637876152992249
226,0.013122675009071827,9.527240763418376e-05,7.0,0.9637879133224487
227,0.013123038224875927,9.923501056618989e-05,7.0,0.9637879133224487
228,0.013121961615979671,9.162562491837889e-05,7.0,0.9637883901596069
229,0.013120689429342747,7.96578242443502e-05,7.0,0.9637885093688965
230,0.01312004029750824,7.686772005399689e-05,7.0,0.9637889862060547
231,0.013119107112288475,6.881689478177577e-05,7.0,0.9637892246246338
232,0.013117753900587559,5.690108810085803e-05,7.0,0.9637894630432129
233,0.013117427006363869,5.7961911807069555e-05,6.999999046325684,0.9637899994850159
234,0.013117375783622265,5.751055141445249e-05,6.999999523162842,0.9637900590896606
235,0.013115731067955494,4.600019019562751e-05,7.0,0.963790774345398
236,0.013115757144987583,4.5718719775322825e-05,7.0,0.9637906551361084
237,0.013116050511598587,4.872864519711584e-05,7.0,0.9637906551361084
238,0.013115201145410538,4.4742842874256894e-05,7.0,0.9637912511825562
239,0.013114690780639648,3.9224229112733155e-05,7.0,0.9637912511825562
240,0.013113563880324364,3.3094576792791486e-05,7.0,0.9637919664382935
241,0.013113749213516712,3.39074686053209e-05,7.0,0.9637917280197144
242,0.013113935478031635,3.677802305901423e-05,7.0,0.9637919664382935
243,0.01311233639717102,2.7140718884766102e-05,7.0,0.9637928009033203
244,0.013112255372107029,2.42390924540814e-05,7.0,0.9637925028800964
245,0.01311227772384882,2.6363077267888002e-05,7.0,0.9637928009033203
246,0.013111650012433529,2.1538420696742833e-05,7.0,0.9637929797172546
247,0.013110877946019173,1.7786031094146892e-05,7.0,0.9637935161590576
248,0.013111090287566185,1.9719729607459158e-05,7.0,0.9637935161590576
249,0.013110478408634663,1.6362937458325177e-05,7.0,0.9637938737869263
250,0.013110418803989887,1.5228464690153487e-05,7.0,0.9637937545776367
251,0.013110061176121235,1.425880691385828e-05,7.0,0.9637941122055054
252,0.013109473511576653,1.1595451724133454e-05,7.0,0.9637945890426636
253,0.013109439052641392,1.2320326277404092e-05,7.0,0.9637947678565979
254,0.013109016232192516,1.0068559276987799e-05,7.0,0.9637950658798218
255,0.013109007850289345,8.91912895895075e-06,7.0,0.9637948274612427
256,0.01310866791754961,9.845029126154259e-06,7.0,0.9637954831123352
257,0.013108309358358383,7.6325750342221e-06,7.0,0.9637956619262695
258,0.013108096085488796,6.785660843888763e-06,7.0,0.9637957811355591
259,0.013107848353683949,6.904992915224284e-06,7.0,0.9637961983680725
260,0.013107719831168652,6.023385139997117e-06,7.0,0.9637962579727173
261,0.013107492588460445,5.1325332606211305e-06,7.0,0.9637963771820068
262,0.013107353821396828,5.065849109087139e-06,7.0,0.9637966156005859
263,0.013106987811625004,4.6158593249856494e-06,7.0,0.9637970328330994
264,0.013106907717883587,3.8453599700005725e-06,7.0,0.9637970924377441
265,0.013106809929013252,3.824791747319978e-06,6.999999523162842,0.9637972116470337
266,0.013106775470077991,3.658401510620024e-06,7.0,0.9637972116470337
267,0.013106470927596092,2.959781340905465e-06,7.0,0.9637975692749023
268,0.013106524012982845,3.2047282729763538e-06,7.0,0.9637975096702576
269,0.013106066733598709,2.6466307190275984e-06,7.0,0.9637980461120605
270,0.013105669058859348,2.4218754788307706e-06,7.0,0.9637985825538635
271,0.013105737045407295,2.3532020350103267e-06,7.0,0.963798463344574
272,0.013105729594826698,1.9590702322602738e-06,7.0,0.9637984037399292
273,0.013105470687150955,2.10070993489353e-06,7.0,0.9637988209724426
274,0.013105218298733234,1.646189502935158e-06,7.0,0.9637991189956665
275,0.013105160556733608,1.7184916032420006e-06,7.0,0.9637991786003113
276,0.013105116784572601,1.4498579048449756e-06,7.0,0.9637991786003113
277,0.013105045072734356,1.3282341342346626e-06,7.0,0.9637992978096008
278,0.013104570098221302,1.3123767530487385e-06,7.0,0.9637999534606934
279,0.013104413636028767,1.0451965408719843e-06,7.0,0.9638000726699829
280,0.01310464832931757,1.1833890312118456e-06,7.0,0.9637998342514038
281,0.013104368932545185,9.4181206122812e-07,7.0,0.9638001918792725
282,0.0131041519343853,8.406303777519497e-07,7.0,0.9638004899024963
283,0.013104211539030075,8.544406000510207e-07,6.999999523162842,0.9638003706932068
284,0.013104050420224667,7.102347581167123e-07,7.0,0.9638005495071411
285,0.013103971257805824,7.129510777303949e-07,7.0,0.9638007283210754
286,0.013103877194225788,6.390927183019812e-07,7.0,0.9638007879257202
287,0.013103798031806946,6.159145868878113e-07,7.0,0.9638009071350098
288,0.013103208504617214,5.407772505350295e-07,7.0,0.9638017416000366
289,0.013103260658681393,5.351298568712082e-07,7.0,0.9638016819953918
290,0.013103011064231396,4.3598882371043146e-07,7.0,0.9638019800186157
291,0.013103111647069454,4.4994146719545824e-07,7.0,0.9638018608093262
292,0.013103118166327477,3.900426008840441e-07,7.0,0.9638018608093262
293,0.013102623634040356,3.378667656761536e-07,7.0,0.9638025164604187
294,0.013102483935654163,3.462116637820145e-07,7.0,0.963802695274353
295,0.013102508150041103,3.057890864965884e-07,7.0,0.963802695274353
296,0.013102566823363304,2.963684266887867e-07,7.0,0.9638025760650635
297,0.013102429918944836,2.6650053541743546e-07,7.0,0.9638027548789978
298,0.01310232374817133,2.557354719101568e-07,7.0,0.9638029336929321
299,0.013102150522172451,2.5560353833498084e-07,7.0,0.9638031125068665
300,0.013101909309625626,2.2299835222838738e-07,7.0,0.9638034701347351
301,0.013101957738399506,2.2854874259792268e-07,7.0,0.9638034105300903
302,0.013101879507303238,1.9264538764218742e-07,7.0,0.9638035297393799
303,0.013101843185722828,1.9653633387406444e-07,7.0,0.9638035297393799
304,0.013101981021463871,1.7521466588732437e-07,7.0,0.9638033509254456
305,0.013101736083626747,1.8385040334578662e-07,7.0,0.9638037085533142
306,0.01310114748775959,1.6504927202731778e-07,7.0,0.9638044834136963
307,0.013101357966661453,1.5626368110588373e-07,7.0,0.9638042449951172
308,0.013101204298436642,1.5256736674018612e-07,7.0,0.9638044834136963
309,0.013101082295179367,1.381497156671685e-07,6.999999523162842,0.9638046026229858
310,0.013100783340632915,1.3076035543235776e-07,7.0,0.9638050198554993
311,0.013100981712341309,1.2480003874770773e-07,7.0,0.9638047218322754
312,0.013100982643663883,1.2754418321492267e-07,7.0,0.9638047218322754
313,0.013100557029247284,1.134851714823526e-07,7.0,0.9638053178787231
314,0.013100432232022285,1.1558358892216347e-07,7.0,0.9638055562973022
315,0.013100293464958668,1.1316750203604897e-07,7.0,0.9638056755065918
316,0.013100583106279373,1.1280917533440515e-07,7.0,0.9638053178787231
317,0.013100408017635345,1.0301880593033275e-07,7.0,0.9638055562973022
318,0.01310035865753889,1.0007363471231656e-07,7.0,0.9638055562973022
319,0.01310038473457098,1.0358510849073355e-07,7.0,0.9638055562973022
320,0.013100204057991505,9.878634443793999e-08,7.0,0.9638057947158813
321,0.013099467381834984,9.973204839752725e-08,7.0,0.9638068675994873
322,0.013099768199026585,8.955947095046213e-08,7.0,0.9638063907623291
323,0.01309969648718834,9.258676669787747e-08,7.0,0.9638065099716187
324,0.013099873438477516,8.939073836700118e-08,7.0,0.9638062715530396
325,0.013099710457026958,8.828057218579488e-08,7.0,0.9638065099716187
326,0.013099287636578083,8.847108290410688e-08,7.0,0.9638071060180664
327,0.013099524192512035,8.595422684720688e-08,7.0,0.9638067483901978
328,0.013099372386932373,8.17426837329549e-08,7.0,0.9638069868087769
329,0.013099303469061852,8.090208325484127e-08,7.0,0.9638069868087769
330,0.013099274598062038,8.225905645531384e-08,7.0,0.9638071060180664
331,0.01309881266206503,7.932209200589568e-08,7.0,0.9638077020645142
332,0.013098664581775665,8.076075630469859e-08,7.0,0.9638079404830933
333,0.013099114410579205,8.177234178674553e-08,7.0,0.9638073444366455
334,0.013098947703838348,7.808094437677937e-08,7.0,0.9638075232505798
335,0.013098711147904396,7.818493941158522e-08,7.0,0.9638078808784485
336,0.013098989613354206,7.53378941453775e-08,7.0,0.9638075232505798
337,0.013098728843033314,7.871563667549708e-08,7.0,0.9638078808784485
338,0.013099011033773422,7.551386715931585e-08,7.0,0.9638074636459351
339,0.013098768889904022,7.328686990604183e-08,7.0,0.9638078212738037
340,0.013098548166453838,7.518399058881187e-08,7.0,0.9638080596923828
341,0.01309838704764843,7.598630702432274e-08,7.0,0.9638082981109619
342,0.013098226860165596,7.221460407436098e-08,7.0,0.963808536529541
343,0.013098194263875484,7.29920586195476e-08,7.0,0.963808536529541
344,0.013098353520035744,7.364548082477995e-08,7.0,0.9638083577156067
345,0.013098066672682762,7.206310215224221e-08,6.999999523162842,0.9638087749481201
346,0.013098257593810558,7.534422508115313e-08,7.0,0.9638084769248962
347,0.01309770718216896,7.176350891313632e-08,7.0,0.9638092517852783
348,0.013097958639264107,7.308249649895515e-08,7.0,0.9638088941574097
349,0.013097846880555153,7.202892504665215e-08,7.0,0.963809072971344
350,0.013097839429974556,7.56064153506486e-08,7.0,0.963809072971344
351,0.013097713701426983,7.334915608225856e-08,7.0,0.9638092517852783
352,0.013097644783556461,7.29871487692435e-08,7.0,0.9638093709945679
353,0.013097556307911873,7.206014629446145e-08,7.0,0.9638094305992126
354,0.013097290880978107,6.874000746392994e-08,7.0,0.9638098478317261
355,0.013097554445266724,6.903367477661959e-08,7.0,0.9638094902038574
356,0.013097558170557022,7.018752512522042e-08,7.0,0.9638094305992126
357,0.013097317889332771,6.965915844148185e-08,7.0,0.9638098478317261
358,0.013097401708364487,6.866402912919511e-08,7.0,0.9638096690177917
359,0.013097505085170269,6.933930052355208e-08,7.0,0.9638095498085022
360,0.013097265735268593,6.906954297392076e-08,7.0,0.9638098478317261
361,0.013097042217850685,6.674228814063099e-08,7.0,0.9638102054595947
362,0.013097223825752735,6.917125006111746e-08,7.0,0.9638099670410156
363,0.013097119517624378,6.906338967382908e-08,7.0,0.9638100862503052
364,0.013096974231302738,6.577755584658007e-08,7.0,0.9638102650642395
365,0.01309705525636673,6.733985458140523e-08,7.0,0.9638102054595947
366,0.013097072951495647,6.61949712821297e-08,7.0,0.9638100862503052
367,0.0130970673635602,6.559175602660616e-08,7.0,0.9638100862503052
368,0.013096898794174194,6.467532642773222e-08,7.0,0.9638103246688843
369,0.013096784241497517,6.569575816683937e-08,7.0,0.9638105630874634
370,0.013096789829432964,6.492478377140287e-08,7.0,0.9638105630874634
371,0.013096700422465801,6.489008086418835e-08,7.0,0.9638106822967529
372,0.01309675071388483,6.559915277648543e-08,7.0,0.9638106226921082
373,0.013096562586724758,6.67891271177723e-08,7.0,0.9638108015060425
374,0.013096570037305355,6.676195596355683e-08,7.0,0.9638108015060425
375,0.013096480630338192,6.469370816830633e-08,7.0,0.963810920715332
376,0.013096394948661327,6.9230452481861e-08,7.0,0.9638110399246216
377,0.013096372596919537,7.137543889257358e-08,6.999999523162842,0.9638110995292664
378,0.013096666894853115,6.380807349160023e-08,7.0,0.9638106822967529
379,0.013096357695758343,6.390704498926425e-08,7.0,0.9638111591339111
380,0.013096286915242672,6.638830996053002e-08,7.0,0.9638112187385559
381,0.013096245937049389,6.484989967248111e-08,7.0,0.9638112783432007
382,0.013096014969050884,6.305435817921534e-08,7.0,0.9638116359710693
383,0.013096101582050323,6.71660913553751e-08,7.0,0.963811457157135
384,0.013096194714307785,6.760161852525925e-08,7.0,0.9638113379478455
385,0.01309606060385704,6.753443670959314e-08,7.0,0.9638115167617798
386,0.013095968402922153,6.588474832369684e-08,7.0,0.9638116359710693
387,0.013096064329147339,6.666598295623771e-08,7.0,0.9638115167617798
388,0.013096031732857227,6.340516733871482e-08,7.0,0.9638115763664246
389,0.013096154667437077,6.659044515799906e-08,7.0,0.9638113975524902
390,0.013095840811729431,6.449580780554243e-08,7.0,0.9638118743896484
391,0.013095748610794544,6.853320400068696e-08,7.0,0.963811993598938
392,0.013095810078084469,6.563472965126493e-08,7.0,0.9638118743896484
393,0.013096055015921593,6.320189527286857e-08,7.0,0.9638115167617798
394,0.013095865957438946,6.699779220298296e-08,7.0,0.9638117551803589
395,0.01309566292911768,6.311481826060117e-08,7.0,0.9638121128082275
396,0.013095623813569546,6.676108199599184e-08,7.0,0.9638121128082275
397,0.013095618225634098,6.321472056924904e-08,7.0,0.9638121128082275
398,0.013095633126795292,6.236685123894858e-08,7.0,0.9638121128082275
399,0.013095648027956486,6.292205512181681e-08,7.0,0.9638120532035828
400,0.01309574767947197,5.9173636657305906e-08,7.0,0.963811993598938
401,0.013095524162054062,6.01512937237203e-08,7.0,0.9638122320175171
402,0.013095448724925518,5.948177062009563e-08,7.0,0.9638123512268066
403,0.01309544313699007,6.156353293818029e-08,7.0,0.9638123512268066
