epoch,phase,loss,torsion_closure,torsion_coclosure,volume,topological,boundary,det_gram_h2,lr
340,phase1_neck_stability,2.399996042251587,0.018504442647099495,0.016454476863145828,7.819439540313056e-14,1.789189100265503,1.2210007905960083,1.0021008253097534,9.977885134856072e-05
350,phase1_neck_stability,2.399737596511841,0.018423184752464294,0.016360614448785782,7.621160647008907e-14,1.789189100265503,1.2204898595809937,1.0021008253097534,9.977885134856072e-05
360,phase1_neck_stability,2.399620532989502,0.01834620162844658,0.01637960597872734,7.772602006461682e-14,1.7891885042190552,1.220259189605713,1.0021014213562012,9.977885134856072e-05
370,phase1_neck_stability,2.399597644805908,0.018419908359646797,0.016466625034809113,8.238201787413857e-14,1.7891892194747925,1.2202064990997314,1.0021007061004639,9.977885134856072e-05
380,phase1_neck_stability,2.3995261192321777,0.018326539546251297,0.016366519033908844,8.389296202171437e-14,1.7891895771026611,1.220069408416748,1.0021003484725952,9.977885134856072e-05
390,phase1_neck_stability,2.398925542831421,0.01838580332696438,0.016482584178447723,8.214609548140572e-14,1.7891889810562134,1.2188633680343628,1.002100944519043,9.977885134856072e-05
400,phase1_neck_stability,2.399385452270508,0.01836414821445942,0.01630408689379692,7.962554227081142e-14,1.7891900539398193,1.2197880744934082,1.002099871635437,9.960772624910247e-05
410,phase1_neck_stability,2.399362564086914,0.01882149651646614,0.01664086803793907,7.899063347860391e-14,1.789189338684082,1.2197151184082031,1.0021005868911743,9.960772624910247e-05
420,phase1_neck_stability,2.3996787071228027,0.018333129584789276,0.01644599437713623,8.152332975353005e-14,1.789189338684082,1.220371961593628,1.0021005868911743,9.960772624910247e-05
430,phase1_neck_stability,2.3987417221069336,0.018334392458200455,0.016402050852775574,8.076525559452818e-14,1.7891886234283447,1.2185008525848389,1.0021013021469116,9.960772624910247e-05
440,phase1_neck_stability,2.3976213932037354,0.018357601016759872,0.01633739098906517,8.003320228766597e-14,1.789189100265503,1.2162606716156006,1.0021008253097534,9.960772624910247e-05
450,phase1_neck_stability,2.398810625076294,0.018319351598620415,0.016349947080016136,8.004014118156988e-14,1.7891889810562134,1.2186402082443237,1.002100944519043,9.960772624910247e-05
460,phase1_neck_stability,2.3995895385742188,0.018205905333161354,0.016119850799441338,8.246701932446143e-14,1.7891886234283447,1.2202104330062866,1.0021013021469116,9.960772624910247e-05
470,phase1_neck_stability,2.399134635925293,0.018632378429174423,0.01655370369553566,7.461913031914236e-14,1.789189100265503,1.219269871711731,1.002100944519043,9.960772624910247e-05
480,phase1_neck_stability,2.399000644683838,0.018651217222213745,0.016599439084529877,7.920226974267308e-14,1.7891886234283447,1.2190005779266357,1.0021013021469116,9.960772624910247e-05
490,phase1_neck_stability,2.3985543251037598,0.018888602033257484,0.01675219088792801,8.291284325778747e-14,1.789189100265503,1.2180931568145752,1.002100944519043,9.960772624910247e-05
500,phase1_neck_stability,2.3967530727386475,0.01851341687142849,0.01643979549407959,7.978513683060129e-14,1.7891888618469238,1.2145154476165771,1.0021010637283325,9.938813775268399e-05
510,phase1_neck_stability,2.3991827964782715,0.018401678651571274,0.01633388176560402,8.54837034491851e-14,1.7891887426376343,1.219382882118225,1.002101182937622,9.938813775268399e-05
520,phase1_neck_stability,2.398212432861328,0.01827356033027172,0.016193006187677383,7.55506768257419e-14,1.789189100265503,1.217450737953186,1.0021008253097534,9.938813775268399e-05
530,phase1_neck_stability,2.4000463485717773,0.018232669681310654,0.016280967742204666,7.995513973124702e-14,1.7891895771026611,1.2211158275604248,1.0021003484725952,9.938813775268399e-05
540,phase1_neck_stability,2.400637149810791,0.018017888069152832,0.01597723737359047,7.675977908849774e-14,1.7891889810562134,1.2223163843154907,1.002100944519043,9.938813775268399e-05
550,phase1_neck_stability,2.397998332977295,0.018008193001151085,0.016030944883823395,8.137934770502397e-14,1.7891896963119507,1.217036247253418,1.0021002292633057,9.938813775268399e-05
560,phase1_neck_stability,2.3992578983306885,0.018188247457146645,0.016247715801000595,8.412194552054331e-14,1.789189100265503,1.2195427417755127,1.0021008253097534,9.938813775268399e-05
570,phase1_neck_stability,2.398984909057617,0.017913972958922386,0.016094055026769638,7.85500137157058e-14,1.7891887426376343,1.2190123796463013,1.002101182937622,9.938813775268399e-05
580,phase1_neck_stability,2.400021553039551,0.018026016652584076,0.016114160418510437,7.848582894709466e-14,1.789189100265503,1.2210801839828491,1.0021008253097534,9.938813775268399e-05
590,phase1_neck_stability,2.3991923332214355,0.01802091673016548,0.016011450439691544,7.692110837176358e-14,1.7891888618469238,1.219426155090332,1.0021010637283325,9.938813775268399e-05
600,phase1_neck_stability,2.399411201477051,0.017904192209243774,0.016028983518481255,7.820133429703446e-14,1.7891888618469238,1.219867467880249,1.0021010637283325,9.912030256663993e-05
610,phase1_neck_stability,2.3990883827209473,0.017975017428398132,0.01604791171848774,8.386520644609874e-14,1.789189100265503,1.219218134880066,1.0021008253097534,9.912030256663993e-05
620,phase1_neck_stability,2.3997292518615723,0.017799068242311478,0.015890121459960938,7.991697581477553e-14,1.7891889810562134,1.2205111980438232,1.002100944519043,9.912030256663993e-05
630,phase1_neck_stability,2.3979856967926025,0.01794639229774475,0.01603107899427414,8.011473429103688e-14,1.7891892194747925,1.2170137166976929,1.0021007061004639,9.912030256663993e-05
640,phase1_neck_stability,2.3996715545654297,0.018720319494605064,0.016747139394283295,8.336560608501742e-14,1.7891883850097656,1.2203354835510254,1.0021015405654907,9.912030256663993e-05
650,phase1_neck_stability,2.399388313293457,0.017902225255966187,0.016043733805418015,7.683957636839267e-14,1.7891892194747925,1.219820261001587,1.0021008253097534,9.912030256663993e-05
660,phase1_neck_stability,2.3994674682617188,0.018001068383455276,0.016063107177615166,7.81163328467116e-14,1.7891888618469238,1.2199749946594238,1.0021010637283325,9.912030256663993e-05
670,phase1_neck_stability,2.400076389312744,0.017881397157907486,0.015899524092674255,8.136720464069214e-14,1.7891889810562134,1.2212022542953491,1.002100944519043,9.912030256663993e-05
680,phase1_neck_stability,2.399608612060547,0.01767454296350479,0.01580032706260681,7.571374083248372e-14,1.789189100265503,1.2202773094177246,1.0021008253097534,9.912030256663993e-05
690,phase1_neck_stability,2.3991875648498535,0.0178673155605793,0.015941157937049866,7.882930419533807e-14,1.789189100265503,1.219423532485962,1.0021008253097534,9.912030256663993e-05
700,phase1_neck_stability,2.4002394676208496,0.017791256308555603,0.015911024063825607,8.29631502385908e-14,1.7891885042190552,1.2215323448181152,1.0021014213562012,9.880448501196288e-05
710,phase1_neck_stability,2.399397611618042,0.01781902275979519,0.01580790802836418,8.38530633817669e-14,1.789189100265503,1.2198495864868164,1.002100944519043,9.880448501196288e-05
720,phase1_neck_stability,2.3992984294891357,0.018110591918230057,0.016130870208144188,7.83557246863964e-14,1.7891886234283447,1.2196314334869385,1.0021013021469116,9.880448501196288e-05
730,phase1_neck_stability,2.3994369506835938,0.017860107123851776,0.01577644981443882,8.078607227623991e-14,1.7891887426376343,1.2199283838272095,1.002101182937622,9.880448501196288e-05
740,phase1_neck_stability,2.3992533683776855,0.01779327169060707,0.015858476981520653,8.204201207284711e-14,1.789189338684082,1.2195600271224976,1.0021005868911743,9.880448501196288e-05
750,phase1_neck_stability,2.398819923400879,0.0177776962518692,0.01585099846124649,7.726805306695894e-14,1.789189338684082,1.218693733215332,1.0021005868911743,9.880448501196288e-05
760,phase1_neck_stability,2.3992974758148193,0.01776384562253952,0.015836047008633614,8.191537725910081e-14,1.7891888618469238,1.2196511030197144,1.0021010637283325,9.880448501196288e-05
770,phase1_neck_stability,2.3987066745758057,0.017730489373207092,0.015801064670085907,7.757683384568281e-14,1.7891889810562134,1.2184712886810303,1.002100944519043,9.880448501196288e-05
780,phase1_neck_stability,2.3998537063598633,0.017780885100364685,0.015857700258493423,8.096301407078954e-14,1.7891889810562134,1.2207618951797485,1.002100944519043,9.880448501196288e-05
790,phase1_neck_stability,2.4006004333496094,0.017514966428279877,0.015559542924165726,8.030555387339433e-14,1.789189338684082,1.2222731113433838,1.0021005868911743,9.880448501196288e-05
800,phase1_neck_stability,2.398638963699341,0.01785186491906643,0.01588941365480423,7.819959957355849e-14,1.789189338684082,1.2183279991149902,1.0021005868911743,9.844099676245027e-05
810,phase1_neck_stability,2.399726390838623,0.01772399991750717,0.015692293643951416,7.963248116471533e-14,1.789189338684082,1.2205138206481934,1.0021005868911743,9.844099676245027e-05
820,phase1_neck_stability,2.3996925354003906,0.017764810472726822,0.01572348363697529,7.65602858887604e-14,1.789189100265503,1.220443844795227,1.002100944519043,9.844099676245027e-05
830,phase1_neck_stability,2.399991035461426,0.017654117196798325,0.015693344175815582,8.18563966609176e-14,1.7891886234283447,1.2210471630096436,1.0021013021469116,9.844099676245027e-05
840,phase1_neck_stability,2.3996665477752686,0.01773807778954506,0.01589762419462204,7.700090565165851e-14,1.789189100265503,1.2203874588012695,1.0021008253097534,9.844099676245027e-05
850,phase1_neck_stability,2.3999600410461426,0.017688047140836716,0.015769444406032562,7.774683674632854e-14,1.7891888618469238,1.2209807634353638,1.0021010637283325,9.844099676245027e-05
860,phase1_neck_stability,2.399611234664917,0.017704693600535393,0.015803735703229904,7.72784614078148e-14,1.789189100265503,1.2202811241149902,1.0021008253097534,9.844099676245027e-05
870,phase1_neck_stability,2.3991477489471436,0.017661552876234055,0.015731655061244965,7.627058706827228e-14,1.7891895771026611,1.2193570137023926,1.0021003484725952,9.844099676245027e-05
880,phase1_neck_stability,2.399188280105591,0.01761162281036377,0.015701228752732277,8.036626919505352e-14,1.789189100265503,1.2194417715072632,1.0021008253097534,9.844099676245027e-05
890,phase1_neck_stability,2.398616075515747,0.018094917759299278,0.015992190688848495,8.206629820151079e-14,1.7891888618469238,1.2182713747024536,1.0021010637283325,9.844099676245027e-05
900,phase1_neck_stability,2.3979005813598633,0.01773884892463684,0.015803759917616844,7.933237400337134e-14,1.7891892194747925,1.2168585062026978,1.0021007061004639,9.80301965371197e-05
910,phase1_neck_stability,2.399721145629883,0.017702050507068634,0.015696264803409576,8.081035840490358e-14,1.7891889810562134,1.220504641532898,1.002100944519043,9.80301965371197e-05
920,phase1_neck_stability,2.399237871170044,0.01767457090318203,0.015751317143440247,7.86627707416443e-14,1.7891894578933716,1.2195364236831665,1.0021005868911743,9.80301965371197e-05
930,phase1_neck_stability,2.3991403579711914,0.01769373193383217,0.015675272792577744,7.64110996698264e-14,1.7891885042190552,1.2193447351455688,1.0021014213562012,9.80301965371197e-05
940,phase1_neck_stability,2.400020122528076,0.017537308856844902,0.01548013649880886,8.349744506919166e-14,1.789189100265503,1.221114993095398,1.0021008253097534,9.80301965371197e-05
950,phase1_neck_stability,2.3988335132598877,0.01770271360874176,0.015684977173805237,7.86471582303605e-14,1.7891887426376343,1.2187303304672241,1.002101182937622,9.80301965371197e-05
960,phase1_neck_stability,2.3983309268951416,0.01770578883588314,0.015756942331790924,7.803133139638874e-14,1.7891887426376343,1.2177225351333618,1.002101182937622,9.80301965371197e-05
970,phase1_neck_stability,2.398670196533203,0.01758318766951561,0.015668369829654694,7.716223493492436e-14,1.789189100265503,1.2184078693389893,1.0021008253097534,9.80301965371197e-05
980,phase1_neck_stability,2.39914608001709,0.01746637001633644,0.01564372330904007,7.883971253619393e-14,1.7891888618469238,1.2193646430969238,1.0021010637283325,9.80301965371197e-05
990,phase1_neck_stability,2.3989417552948,0.017531847581267357,0.015592725947499275,7.69349861595714e-14,1.7891894578933716,1.2189542055130005,1.0021004676818848,9.80301965371197e-05
1000,phase1_neck_stability,2.3994040489196777,0.017433125525712967,0.015420621261000633,8.091964598389012e-14,1.7891886234283447,1.2198890447616577,1.0021013021469116,9.757248974619714e-05
1010,phase1_neck_stability,2.399517297744751,0.01757674477994442,0.015560703352093697,7.957350056653212e-14,1.7891888618469238,1.2201058864593506,1.0021010637283325,9.757248974619714e-05
1020,phase1_neck_stability,2.399900197982788,0.0174290519207716,0.0155793447047472,7.758897691001465e-14,1.7891887426376343,1.2208765745162964,1.002101182937622,9.757248974619714e-05
1030,phase1_neck_stability,2.398763656616211,0.01762712374329567,0.015556776896119118,7.78769410070268e-14,1.7891885042190552,1.218597650527954,1.0021014213562012,9.757248974619714e-05
1040,phase1_neck_stability,2.3997228145599365,0.017406955361366272,0.015544346533715725,7.529567247477331e-14,1.789189100265503,1.2205227613449097,1.0021008253097534,9.757248974619714e-05
1050,phase1_neck_stability,2.4001026153564453,0.017397208139300346,0.015527136623859406,8.115209892967101e-14,1.7891885042190552,1.2212845087051392,1.0021014213562012,9.757248974619714e-05
1060,phase1_neck_stability,2.398103713989258,0.017794376239180565,0.015735015273094177,7.965503256990303e-14,1.7891902923583984,1.2172623872756958,1.0020995140075684,9.757248974619714e-05
1070,phase1_neck_stability,2.398571252822876,0.017715629190206528,0.0157398022711277,7.54465934171833e-14,1.7891888618469238,1.2182034254074097,1.0021010637283325,9.757248974619714e-05
1080,phase1_neck_stability,2.398521661758423,0.017556428909301758,0.015543765388429165,7.775551036370842e-14,1.789189100265503,1.2181153297424316,1.0021008253097534,9.757248974619714e-05
1090,phase1_neck_stability,2.3994393348693848,0.017403535544872284,0.015507047064602375,7.980942295926496e-14,1.7891896963119507,1.2199558019638062,1.0021002292633057,9.757248974619714e-05
1100,phase1_neck_stability,2.3968968391418457,0.017607307061553,0.015654416754841805,7.497648335519358e-14,1.7891894578933716,1.2148597240447998,1.0021005868911743,9.706832809102559e-05
1110,phase1_neck_stability,2.400156259536743,0.017309006303548813,0.0153821911662817,7.771734644723693e-14,1.7891883850097656,1.2213995456695557,1.0021016597747803,9.706832809102559e-05
1120,phase1_neck_stability,2.3990063667297363,0.01732545718550682,0.015433423221111298,8.29180474282154e-14,1.789189100265503,1.2190961837768555,1.0021008253097534,9.706832809102559e-05
1130,phase1_neck_stability,2.398369550704956,0.01735561713576317,0.01535593718290329,8.083464453356726e-14,1.789189338684082,1.2178233861923218,1.0021005868911743,9.706832809102559e-05
1140,phase1_neck_stability,2.400195598602295,0.01739208959043026,0.015408221632242203,8.299784470811034e-14,1.7891892194747925,1.221472978591919,1.0021008253097534,9.706832809102559e-05
1150,phase1_neck_stability,2.4002175331115723,0.01722128316760063,0.015326838940382004,7.923349476524066e-14,1.789189100265503,1.2215251922607422,1.002100944519043,9.706832809102559e-05
1160,phase1_neck_stability,2.3988845348358154,0.017594587057828903,0.015523089095950127,8.13845518754519e-14,1.789189100265503,1.218840479850769,1.0021008253097534,9.706832809102559e-05
1170,phase1_neck_stability,2.4000587463378906,0.017211977392435074,0.015334409661591053,7.957350056653212e-14,1.7891889810562134,1.221207857131958,1.002100944519043,9.706832809102559e-05
1180,phase1_neck_stability,2.398822784423828,0.017395779490470886,0.015419034287333488,7.919533084876917e-14,1.789189100265503,1.2187273502349854,1.002100944519043,9.706832809102559e-05
1190,phase1_neck_stability,2.3983426094055176,0.01751159317791462,0.015463881194591522,7.949370328663719e-14,1.7891889810562134,1.2177612781524658,1.002100944519043,9.706832809102559e-05
1200,phase1_neck_stability,2.398117780685425,0.017414560541510582,0.015490985475480556,7.904267518288322e-14,1.789189100265503,1.2173140048980713,1.0021008253097534,9.651820911829065e-05
1210,phase1_neck_stability,2.3995296955108643,0.01752786710858345,0.015457980334758759,8.148343111358258e-14,1.7891889810562134,1.2201353311538696,1.002100944519043,9.651820911829065e-05
1220,phase1_neck_stability,2.398332357406616,0.01747135818004608,0.015419350937008858,7.87373638511113e-14,1.7891886234283447,1.21774423122406,1.0021013021469116,9.651820911829065e-05
1230,phase1_neck_stability,2.400202751159668,0.017337635159492493,0.015437479130923748,8.212354407621802e-14,1.789189338684082,1.2214877605438232,1.0021005868911743,9.651820911829065e-05
1240,phase1_neck_stability,2.3991127014160156,0.017414219677448273,0.015432801097631454,7.738254481637341e-14,1.7891887426376343,1.2193067073822021,1.002101182937622,9.651820911829065e-05
1250,phase1_neck_stability,2.3989176750183105,0.01735496148467064,0.015399200841784477,7.911032939844631e-14,1.789189100265503,1.2189185619354248,1.0021008253097534,9.651820911829065e-05
1260,phase1_neck_stability,2.399256944656372,0.017437461763620377,0.01544591598212719,8.277926955013726e-14,1.789189100265503,1.2195931673049927,1.0021008253097534,9.651820911829065e-05
1270,phase1_neck_stability,2.399428606033325,0.017253022640943527,0.015329916030168533,7.994820083734311e-14,1.7891886234283447,1.219947338104248,1.0021013021469116,9.651820911829065e-05
1280,phase1_neck_stability,2.399150848388672,0.017256058752536774,0.015277615748345852,8.03003497029664e-14,1.7891888618469238,1.219393014907837,1.0021010637283325,9.651820911829065e-05
1290,phase1_neck_stability,2.398505926132202,0.017290323972702026,0.015352915972471237,8.150077834834235e-14,1.7891900539398193,1.2180968523025513,1.0020999908447266,9.651820911829065e-05
1300,phase1_neck_stability,2.3988397121429443,0.01719752699136734,0.015281964093446732,7.853266648094603e-14,1.7891888618469238,1.2187724113464355,1.0021010637283325,9.592267572900162e-05
1310,phase1_neck_stability,2.399044990539551,0.017254967242479324,0.015373146161437035,7.779714372713187e-14,1.7891892194747925,1.219177484512329,1.0021007061004639,9.592267572900162e-05
1320,phase1_neck_stability,2.398958206176758,0.01722562685608864,0.015347203239798546,8.032810527858203e-14,1.789189100265503,1.2190062999725342,1.0021008253097534,9.592267572900162e-05
1330,phase1_neck_stability,2.399604082107544,0.017316002398729324,0.015318861231207848,7.946594771102156e-14,1.7891886234283447,1.2202963829040527,1.0021013021469116,9.592267572900162e-05
1340,phase1_neck_stability,2.3991177082061768,0.017289623618125916,0.01524316892027855,7.854480954527787e-14,1.7891894578933716,1.219325304031372,1.0021005868911743,9.592267572900162e-05
1350,phase1_neck_stability,2.397829055786133,0.017378129065036774,0.01536193210631609,7.77797964923721e-14,1.7891889810562134,1.2167422771453857,1.002100944519043,9.592267572900162e-05
1360,phase1_neck_stability,2.399646282196045,0.017513098195195198,0.015576433390378952,7.970360482723038e-14,1.789189338684082,1.2203646898269653,1.0021005868911743,9.592267572900162e-05
1370,phase1_neck_stability,2.3992443084716797,0.0173335000872612,0.01537366397678852,7.747795460755214e-14,1.7891887426376343,1.2195744514465332,1.002101182937622,9.592267572900162e-05
1380,phase1_neck_stability,2.399711847305298,0.01726071536540985,0.015281748957931995,8.164129094989647e-14,1.789189100265503,1.2205140590667725,1.0021008253097534,9.592267572900162e-05
1390,phase1_neck_stability,2.399582624435425,0.017158102244138718,0.015127135440707207,7.757162967525488e-14,1.7891900539398193,1.220261812210083,1.002099871635437,9.592267572900162e-05
1400,phase1_neck_stability,2.3999993801116943,0.017217043787240982,0.015312278643250465,7.504066812380472e-14,1.7891888618469238,1.2210900783538818,1.0021010637283325,9.52823156427142e-05
1410,phase1_neck_stability,2.399549961090088,0.017251919955015182,0.015229633077979088,7.97018701037544e-14,1.789189100265503,1.220192313194275,1.0021008253097534,9.52823156427142e-05
1420,phase1_neck_stability,2.3987038135528564,0.017216496169567108,0.015334497205913067,7.971401316808624e-14,1.7891895771026611,1.2184969186782837,1.0021004676818848,9.52823156427142e-05
1430,phase1_neck_stability,2.3985438346862793,0.01718391850590706,0.0152028389275074,7.848235950014271e-14,1.7891894578933716,1.21818208694458,1.0021004676818848,9.52823156427142e-05
1440,phase1_neck_stability,2.398956060409546,0.017277762293815613,0.015291436575353146,7.9656767293379e-14,1.7891895771026611,1.2190006971359253,1.0021003484725952,9.52823156427142e-05
1450,phase1_neck_stability,2.399195909500122,0.01724071428179741,0.0152440732344985,8.074964308324439e-14,1.7891889810562134,1.2194844484329224,1.002100944519043,9.52823156427142e-05
1460,phase1_neck_stability,2.400373935699463,0.017093319445848465,0.015070132911205292,8.145567553796695e-14,1.7891887426376343,1.221850872039795,1.002101182937622,9.52823156427142e-05
1470,phase1_neck_stability,2.399202346801758,0.017415907233953476,0.015463847666978836,7.946941715797351e-14,1.789189100265503,1.2194843292236328,1.0021008253097534,9.52823156427142e-05
1480,phase1_neck_stability,2.399531841278076,0.017238201573491096,0.01525598019361496,8.009044816237321e-14,1.7891888618469238,1.220155954360962,1.0021010637283325,9.52823156427142e-05
1490,phase1_neck_stability,2.4010186195373535,0.01716558448970318,0.015252399258315563,8.052759847831936e-14,1.7891889810562134,1.223131775856018,1.002100944519043,9.52823156427142e-05
1500,phase1_neck_stability,2.3993918895721436,0.017190363258123398,0.015315393917262554,7.561312687087707e-14,1.7891896963119507,1.219874382019043,1.0021002292633057,9.459776081752183e-05
1510,phase1_neck_stability,2.399872064590454,0.017133954912424088,0.015121130272746086,8.270814588762221e-14,1.7891887426376343,1.2208445072174072,1.002101182937622,9.459776081752183e-05
1520,phase1_neck_stability,2.398998260498047,0.017225507646799088,0.015272138640284538,7.883277364229002e-14,1.7891929149627686,1.2190806865692139,1.0020970106124878,9.459776081752183e-05
1530,phase1_neck_stability,2.3990697860717773,0.01736367866396904,0.015389605425298214,7.78318381966514e-14,1.7891889810562134,1.2192230224609375,1.002100944519043,9.459776081752183e-05
1540,phase1_neck_stability,2.3998281955718994,0.017235100269317627,0.015268642455339432,8.142445051539937e-14,1.7891889810562134,1.2207481861114502,1.002100944519043,9.459776081752183e-05
1550,phase1_neck_stability,2.399898052215576,0.01713091880083084,0.01519111916422844,8.12804684668933e-14,1.7891889810562134,1.2208938598632812,1.002100944519043,9.459776081752183e-05
1560,phase1_neck_stability,2.3987386226654053,0.01718607172369957,0.015172834508121014,8.146608387882281e-14,1.7891888618469238,1.2185739278793335,1.0021010637283325,9.459776081752183e-05
1570,phase1_neck_stability,2.3998584747314453,0.017381947487592697,0.015516056679189205,7.954401026744051e-14,1.7891892194747925,1.2207956314086914,1.0021007061004639,9.459776081752183e-05
1580,phase1_neck_stability,2.399371385574341,0.01708921417593956,0.015190834179520607,7.819613012660653e-14,1.7891896963119507,1.219840407371521,1.0021002292633057,9.459776081752183e-05
