x0,x1,x2,x3,x4,x5,x6,det_g,torsion_total,norm_dphi,norm_dpsi
1.689525488521129,3.43770871173514,4.636426669364013,2.1370115440493307,1.3934245971910717,4.542702931564064,0.0,2.0312502,9.504333e-05,7.569296e-05,5.7470093e-05
4.772751578932659,4.758109135236707,0.7931936771696747,4.688391148095404,2.409974134020299,0.6195157320919692,0.0,2.0312502,6.8850524e-05,6.581653e-05,2.0188583e-05
3.9562137254977734,2.4202040447053346,0.8760964766989568,2.72590257798377,2.389115963745919,3.1835000489565846,0.0,2.031249,2.0083358e-05,1.6628206e-05,1.121802e-05
3.002548031808018,6.0564652927583795,4.997916136194994,3.1565721894945047,1.4590168240099664,0.23266114626281031,0.0,2.0312502,0.00022445418,0.00012360276,0.0001873527
5.535182205662361,0.19497399317223954,4.879007545254027,0.9750453948286167,1.7636661366272826,1.6764651237752182,0.0,2.03125,3.4462264e-05,2.8586759e-05,1.922095e-05
4.28289891570571,1.4403424905010125,0.8006339794484404,3.3585046739966096,0.940238877745938,4.860458894163895,0.0,2.0312505,0.0001888895,0.00012302923,0.000143325
3.6070518041405815,1.6696957959881502,5.435330856853728,1.9156701268040306,2.115917428184729,3.6742857502037314,0.0,2.03125,2.9487857e-05,2.4829851e-05,1.5874895e-05
6.179036120299031,3.638562163273083,3.215352684735589,5.858056312262491,1.8777465915797684,0.4540650668880236,0.0,2.0312502,4.1141182e-05,3.3472188e-05,2.3899986e-05
5.495069303634031,6.279019559534029,2.2095790547965497,6.0171130148849095,0.5717086557937269,4.198487878295028,0.0,2.0312498,3.826671e-05,3.0104946e-05,2.3601551e-05
5.6241194450918535,2.293440775275691,3.9700784850337856,2.6603959384816003,1.7534141023712468,4.163757559689004,0.0,2.0312498,2.009792e-05,1.7107384e-05,1.0500655e-05
2.2452276000647067,0.36860806708699473,1.2457028744705414,1.9321003201603917,1.2093775981126074,4.7773741313949,0.0,2.03125,0.00013784258,7.1224735e-05,0.00011801107
4.653466739387551,2.691958132788951,3.4274938364178666,1.511502279190764,0.15404123407493264,2.2845501543262965,0.0,2.03125,3.3676926e-05,2.9718065e-05,1.5810503e-05
6.132520485296382,4.91423858039552,5.370788812970571,6.062076437357205,3.0710481730131263,0.42663321920481,0.0,2.03125,0.00024895067,0.00015756735,0.00019273808
1.9675018603951866,2.721975664099938,1.2921789582898864,3.9051870816359804,2.27039688349005,3.707253386949332,0.0,2.0312493,0.00010446815,6.298618e-05,8.333867e-05
2.9611418015808786,2.3305478483579223,5.9265147082523155,5.917530066194886,2.3102919707655567,0.12214530770890242,0.0,2.0312498,2.4477058e-05,1.8708315e-05,1.5751995e-05
3.593109797034837,4.245395174971281,4.649772577810816,1.7856246910878684,2.8629031376934813,1.3958116100497087,0.0,2.0312498,2.8751045e-05,2.4175995e-05,1.5528809e-05
4.149648122359275,2.1251568423012857,1.532315880308853,1.815718374039227,2.4110123052080104,1.0829154721980194,0.0,2.031251,0.000102919024,1.3374961e-05,0.00010204134
3.109676053099003,5.999715546460295,0.22781529275231532,1.2478544125303679,2.6164437287962423,2.850665071987293,0.0,2.0312507,0.00014814743,8.485186e-05,0.000121436504
5.492079573464934,1.4979243553569976,0.8171187394681245,5.337480645754902,0.15721690606543734,1.5901735557412255,0.0,2.0312498,0.00016643047,0.000101160156,0.00013215416
1.2122308466023388,3.1177616905955823,5.76730851658631,1.0359065590536056,2.2305495165014353,0.03022610253597069,0.0,2.03125,3.6425405e-05,3.339993e-05,1.4500158e-05
1.1015491319596065,1.4201161630565293,1.189914363454717,1.6772081220403796,3.1265101014736065,4.040479350528711,0.0,2.0312505,7.5788514e-05,3.7468555e-05,6.5871136e-05
4.736112579420306,4.680883072954329,5.516571526045343,0.8149808451152034,2.7345227801590974,4.622708388444593,0.0,2.0312502,0.00017760159,0.0001181745,0.00013257492
6.250522163270672,1.1188943654628483,4.852135386978444,0.6265833307513944,2.030767103683189,0.5093503308432318,0.0,2.03125,4.19594e-05,3.5513134e-05,2.2325064e-05
4.321715198595259,5.571982745543344,2.782010025446086,4.564882188922957,2.6507813683366575,3.4079796113007372,0.0,2.0312505,0.00016417672,9.8719895e-05,0.00013117689
4.447285348154942,5.558809297627479,1.1359804540330452,4.886928501720192,2.9699980839094513,0.4063380167413838,0.0,2.0312495,3.992043e-05,3.1621923e-05,2.4345323e-05
1.081571817032518,1.2154197242478901,4.308138944619754,5.263614158302502,1.9272981717166509,0.6396844161527449,0.0,2.0312505,0.0001365221,0.00010533722,8.684096e-05
6.0153747607800705,2.7323863241745308,1.4357031766028974,4.8864910398040555,0.5710013444704884,0.43661479252680935,0.0,2.0312498,9.6150536e-05,6.893602e-05,6.702052e-05
3.829470462013308,3.1099051131575925,2.943170942349678,3.5638378478991313,1.921668398423846,0.32856498026742176,0.0,2.03125,1.7079092e-05,1.440421e-05,9.122178e-06
3.5851087542994295,5.8734572143819666,5.74182086603681,1.292980384929711,2.104655249024262,4.653811427730456,0.0,2.0312498,4.672123e-05,4.0338873e-05,2.355098e-05
4.1736176687439235,4.168331520059066,0.035597371424844766,0.2282157148324139,1.104466220523872,2.3424455617160405,0.0,2.03125,0.00015393618,5.567531e-05,0.0001435117
5.254159622532251,1.2536659801790568,1.178902799833606,4.36341746051397,0.8088179526678867,2.5665461017415203,0.0,2.0312505,9.2850794e-05,6.8302244e-05,6.2889376e-05
1.091385960758258,3.051683650919272,6.207782016267041,2.2621376903762487,0.7543953921365312,2.726308870183391,0.0,2.0312502,0.00014612789,0.00010015517,0.0001064016
1.6057584176582045,1.8748642215772007,6.0803630435353595,0.16398719348360727,1.9960771953112781,0.13688524845415107,0.0,2.03125,0.00015230394,0.00012742954,8.340986e-05
3.6588284808944485,5.205228057808572,3.9162244818831335,1.7189290654031042,2.2705180129482696,0.9383823104499073,0.0,2.03125,2.8932698e-05,2.4648354e-05,1.5118189e-05
5.1493102394494015,4.498396478781261,5.861564518044544,3.360683935216557,1.084065444056928,3.200863519934462,0.0,2.0312502,9.382212e-05,6.119112e-05,7.111426e-05
5.74425447236667,5.393774147196318,4.768430052290267,5.208821392264757,1.346613060346497,2.436134753416846,0.0,2.0312498,0.0002376873,0.00011968551,0.00020535248
0.965313464702378,3.5330294183504534,4.376274993831039,2.513539354241059,0.40947265215417333,0.0026370907678446853,0.0,2.03125,0.00014621962,0.00013434148,5.7719557e-05
5.2473520465009384,6.096391778341991,2.3668407108826996,2.046848937640186,0.9543838858502148,2.073517777042083,0.0,2.0312493,2.5152593e-05,2.0137752e-05,1.5037414e-05
3.3193690541713408,3.481322153312026,3.7025101732184242,6.198362251187237,2.5921265429621227,4.911518505712495,0.0,2.03125,8.337375e-05,6.865643e-05,4.729141e-05
2.974506411548613,3.928727417373341,4.806781934613074,3.5582823483070216,0.2578967960574449,2.6059267210662846,0.0,2.0312505,0.00020290827,8.245718e-05,0.00018539574
3.405628856446946,1.940020714557517,2.8759094467692674,2.9355768263046507,3.0712943606259295,0.8519829294057424,0.0,2.0312502,0.00021608407,0.00014379459,0.00016128992
3.7747772877478,3.250775189769051,4.0914963643379165,1.3633386141000856,0.1317608762313689,1.17918332648062,0.0,2.0312502,2.9303843e-05,2.5398409e-05,1.4582045e-05
2.7330875501093916,0.9154588537462531,5.4683353525305325,1.0741502024390688,0.5210499682140016,2.9760889619462834,0.0,2.031249,0.00010653671,6.361557e-05,8.5452506e-05
4.089338246727791,6.2799500934593775,5.272814184755743,0.3719285649374575,2.0821144874753763,3.9672211526719057,0.0,2.0312505,0.00026924204,0.00013622036,0.00023223754
