epoch,phase,lr,loss_total,loss_torsion,loss_d_phi,loss_d_phi_dual,loss_volume,loss_ortho,loss_det,det_g_mean,det_gram
17,phase1,3.4000000000000005e-06,35.8396110534668,357.919921875,21.25153350830078,336.66839599609375,1.8123055139929178e-12,0.04761875048279762,0.0,0.999998927116394,0.0
18,phase1,3.6e-06,32.45182418823242,324.04205322265625,21.393421173095703,302.64862060546875,1.7944448010842606e-12,0.04761875420808792,0.0,0.999998927116394,0.0
19,phase1,3.8e-06,28.906564712524414,288.5894470214844,21.396936416625977,267.1925048828125,1.8340363949764793e-12,0.047618746757507324,0.0,0.999998927116394,0.0
20,phase1,4.000000000000001e-06,25.712907791137695,256.65289306640625,20.796443939208984,235.8564453125,1.7582602040988604e-12,0.04761875048279762,0.0,0.999998927116394,0.0
21,phase1,4.2000000000000004e-06,23.918405532836914,238.70787048339844,21.090999603271484,217.6168670654297,1.99271502077103e-12,0.04761875048279762,0.0,0.999998927116394,0.0
22,phase1,4.4e-06,21.596763610839844,215.49143981933594,21.188013076782227,194.3034210205078,1.7266812979421786e-12,0.04761875420808792,0.0,0.9999989867210388,0.0
23,phase1,4.6e-06,19.30375862121582,192.5614013671875,20.718387603759766,171.843017578125,1.671907404188211e-12,0.04761875048279762,0.0,0.999998927116394,0.0
24,phase1,4.800000000000001e-06,16.69632911682129,166.4871063232422,20.776626586914062,145.71047973632812,1.6199472319122776e-12,0.04761875420808792,0.0,0.9999989867210388,0.0
25,phase1,5e-06,14.968524932861328,149.2090606689453,20.793872833251953,128.41519165039062,1.7567822196973282e-12,0.04761875420808792,0.0,0.999998927116394,0.0
26,phase1,5.2e-06,13.524458885192871,134.76840209960938,20.751544952392578,114.01686096191406,1.6800363183966383e-12,0.04761875048279762,0.0,0.999998927116394,0.0
27,phase1,5.4e-06,12.177616119384766,121.29997253417969,20.616065979003906,100.68390655517578,1.6350913678575552e-12,0.04761875420808792,0.0,0.999998927116394,0.0
28,phase1,5.600000000000001e-06,10.432013511657715,103.84394073486328,20.10637855529785,83.73756408691406,1.7385363981770041e-12,0.047618746757507324,0.0,0.999998927116394,0.0
29,phase1,5.8e-06,9.347860336303711,93.00241088867188,20.559452056884766,72.44295501708984,1.6744817338265605e-12,0.04761875048279762,0.0,0.999998927116394,0.0
30,phase1,6e-06,8.049759864807129,80.02140808105469,20.065040588378906,59.95636749267578,1.6461641078047151e-12,0.047618746757507324,0.0,0.999998927116394,0.0
31,phase1,6.2e-06,7.1000800132751465,70.52461242675781,19.919342041015625,50.60527420043945,1.7505562971420474e-12,0.04761875048279762,0.0,0.999998927116394,0.0
32,phase1,6.4000000000000006e-06,6.210343360900879,61.62724304199219,20.090694427490234,41.53654861450195,1.6423286341993304e-12,0.04761875420808792,0.0,0.9999990463256836,0.0
33,phase1,6.6e-06,5.6231207847595215,55.75502014160156,19.750539779663086,36.004478454589844,1.6781992462355788e-12,0.047618746757507324,0.0,0.9999989867210388,0.0
34,phase1,6.800000000000001e-06,4.9040679931640625,48.564491271972656,19.519386291503906,29.045103073120117,1.6158376719976886e-12,0.04761875048279762,0.0,0.9999989867210388,0.0
35,phase1,7.000000000000001e-06,4.366672515869141,43.19053649902344,19.394569396972656,23.79596710205078,1.6700443111750118e-12,0.04761875420808792,0.0,0.999998927116394,0.0
36,phase1,7.2e-06,3.920508861541748,38.72890090942383,19.123695373535156,19.605205535888672,1.6739630515072434e-12,0.047618746757507324,0.0,0.999998927116394,0.0
37,phase1,7.4e-06,3.4744129180908203,34.267940521240234,18.922805786132812,15.345134735107422,1.6433573252205846e-12,0.047618746757507324,0.0,0.999998927116394,0.0
38,phase1,7.6e-06,3.212250232696533,31.646312713623047,18.709054946899414,12.937257766723633,1.9244276311392028e-12,0.04761875048279762,0.0,0.999998927116394,0.0
39,phase1,7.8e-06,2.940516948699951,28.92898178100586,18.542943954467773,10.386037826538086,1.4975694295760178e-12,0.047618746757507324,0.0,0.9999990463256836,0.0
40,phase1,8.000000000000001e-06,2.688918113708496,26.412992477416992,18.051498413085938,8.361494064331055,1.6363282256959266e-12,0.047618746757507324,0.0,0.9999989867210388,0.0
41,phase1,8.200000000000001e-06,2.538999557495117,24.913808822631836,18.300907135009766,6.6129021644592285,1.6729256868686093e-12,0.047618746757507324,0.0,0.999998927116394,0.0
42,phase1,8.400000000000001e-06,2.3650665283203125,23.174476623535156,18.14990997314453,5.024567604064941,1.6837694433169403e-12,0.047618746757507324,0.0,0.999998927116394,0.0
43,phase1,8.599999999999999e-06,2.1700620651245117,21.22443199157715,17.573806762695312,3.650625228881836,1.5486951998600063e-12,0.047618746757507324,0.0,0.999998927116394,0.0
44,phase1,8.8e-06,2.0714573860168457,20.238388061523438,17.519439697265625,2.7189478874206543,1.7137957719626229e-12,0.047618746757507324,0.0,0.999998927116394,0.0
45,phase1,9e-06,1.9781006574630737,19.304819107055664,17.21886444091797,2.0859549045562744,1.6599759761204425e-12,0.047618746757507324,0.0,0.9999990463256836,0.0
46,phase1,9.2e-06,1.9169127941131592,18.69293975830078,16.978801727294922,1.7141389846801758,1.7212117148224237e-12,0.047618746757507324,0.0,0.999998927116394,0.0
47,phase1,9.4e-06,1.8869807720184326,18.393619537353516,16.864471435546875,1.529148817062378,1.6950225945056019e-12,0.047618746757507324,0.0,0.999998927116394,0.0
48,phase1,9.600000000000001e-06,1.8583159446716309,18.106971740722656,16.554340362548828,1.5526304244995117,1.5001350855969875e-12,0.047618746757507324,0.0,0.9999990463256836,0.0
49,phase1,9.800000000000001e-06,1.7809207439422607,17.333019256591797,15.818045616149902,1.5149738788604736,1.848715625030195e-12,0.047618743032217026,0.0,0.999998927116394,0.0
50,phase1,1e-05,1.7731051445007324,17.254863739013672,15.691715240478516,1.5631482601165771,1.6277118541907498e-12,0.047618746757507324,0.0,0.999998927116394,0.0
51,phase1,1.02e-05,1.7718716859817505,17.242528915405273,15.67607593536377,1.5664527416229248,1.6250681356133612e-12,0.047618746757507324,0.0,0.999998927116394,0.0
52,phase1,1.04e-05,1.7307307720184326,16.831119537353516,15.253146171569824,1.5779730081558228,1.6502597899314964e-12,0.047618743032217026,0.0,0.999998927116394,0.0
53,phase1,1.06e-05,1.6724121570587158,16.247934341430664,14.831535339355469,1.4163987636566162,1.8261104434147413e-12,0.04761873558163643,0.0,0.999998927116394,0.0
54,phase1,1.08e-05,1.5964996814727783,15.488808631896973,14.205373764038086,1.2834348678588867,1.7265685409162401e-12,0.04761873558163643,0.0,0.999998927116394,0.0
55,phase1,1.1000000000000001e-05,1.5472766160964966,14.996578216552734,13.858262062072754,1.138316035270691,1.6181066903042662e-12,0.04761873558163643,0.0,0.9999989867210388,0.0
56,phase1,1.1200000000000001e-05,1.48887038230896,14.412516593933105,13.390546798706055,1.0219700336456299,1.5227350630420133e-12,0.04761873558163643,0.0,0.9999990463256836,0.0
57,phase1,1.1400000000000001e-05,1.4509857892990112,14.033670425415039,13.188759803771973,0.8449102640151978,1.6367289468188773e-12,0.04761873185634613,0.0,0.9999990463256836,0.0
58,phase1,1.16e-05,1.3945636749267578,13.469449043273926,12.837661743164062,0.6317874789237976,1.5032471795128899e-12,0.04761872813105583,0.0,0.9999990463256836,0.0
59,phase1,1.18e-05,1.3158999681472778,12.682811737060547,12.185322761535645,0.497489333152771,1.5718069207304453e-12,0.04761872813105583,0.0,0.999998927116394,0.0
60,phase1,1.2e-05,1.2780300378799438,12.304112434387207,11.9141845703125,0.3899277448654175,1.5262929808912418e-12,0.04761872813105583,0.0,0.9999990463256836,0.0
61,phase1,1.22e-05,1.2176893949508667,11.700706481933594,11.380538940429688,0.3201674222946167,1.5444850259838105e-12,0.04761872440576553,0.0,0.9999990463256836,0.0
62,phase1,1.24e-05,1.1868163347244263,11.391975402832031,11.105348587036133,0.28662729263305664,1.5508393180763136e-12,0.047618720680475235,0.0,0.9999990463256836,0.0
63,phase1,1.2600000000000001e-05,1.1211235523223877,10.735048294067383,10.493635177612305,0.24141281843185425,1.5047772056187014e-12,0.047618720680475235,0.0,0.9999990463256836,0.0
64,phase1,1.2800000000000001e-05,1.1037315130233765,10.561127662658691,10.355783462524414,0.2053438425064087,1.4216874205663643e-12,0.04761870950460434,0.0,0.9999990463256836,0.0
65,phase1,1.3000000000000001e-05,1.0632684230804443,10.15649700164795,9.970054626464844,0.18644237518310547,1.5817139265017488e-12,0.04761870950460434,0.0,0.9999989867210388,0.0
66,phase1,1.32e-05,1.0085684061050415,9.6094970703125,9.385696411132812,0.22380077838897705,1.3830204342868413e-12,0.04761870205402374,0.0,0.9999990463256836,0.0
67,phase1,1.3400000000000002e-05,0.969307541847229,9.216888427734375,8.986018180847168,0.23087003827095032,1.5320713447897205e-12,0.04761870205402374,0.0,0.9999990463256836,0.0
68,phase1,1.3600000000000002e-05,0.9162630438804626,8.686443328857422,8.462326049804688,0.22411738336086273,1.491791065677539e-12,0.047618694603443146,0.0,0.9999990463256836,0.0
69,phase1,1.3800000000000002e-05,0.8783678412437439,8.307491302490234,8.084085464477539,0.22340604662895203,1.3697654122069025e-12,0.04761869087815285,0.0,0.9999990463256836,0.0
70,phase1,1.4000000000000001e-05,0.8505884408950806,8.02969741821289,7.831948280334473,0.1977490782737732,1.4488393124123533e-12,0.04761868342757225,0.0,0.9999990463256836,0.0
71,phase1,1.42e-05,0.7946687936782837,7.470500946044922,7.313982963562012,0.15651822090148926,1.5248444867888011e-12,0.04761867597699165,0.0,0.9999990463256836,0.0
72,phase1,1.44e-05,0.7598316073417664,7.122128963470459,6.991748332977295,0.13038045167922974,1.3841271878645145e-12,0.047618668526411057,0.0,0.9999990463256836,0.0
73,phase1,1.4599999999999999e-05,0.7256205081939697,6.7800188064575195,6.67254638671875,0.10747240483760834,1.4634179285044624e-12,0.04761865735054016,0.0,0.9999990463256836,0.0
74,phase1,1.48e-05,0.6951503157615662,6.475317001342773,6.388007164001465,0.08731004595756531,1.3475436044796396e-12,0.047618649899959564,0.0,0.9999990463256836,0.0
75,phase1,1.5e-05,0.6564990878105164,6.088804721832275,6.003762722015381,0.08504177629947662,1.4470438736147173e-12,0.04761864244937897,0.0,0.9999990463256836,0.0
76,phase1,1.52e-05,0.631745457649231,5.841268062591553,5.758235454559326,0.08303247392177582,1.5939454617308613e-12,0.04761863127350807,0.0,0.9999990463256836,0.0
77,phase1,1.54e-05,0.6007129549980164,5.530942916870117,5.455659866333008,0.07528281211853027,1.3788276076454054e-12,0.047618623822927475,0.0,0.9999990463256836,0.0
78,phase1,1.56e-05,0.5708717703819275,5.2325310707092285,5.169869899749756,0.06266095489263535,1.3665544390528694e-12,0.04761861264705658,0.0,0.9999990463256836,0.0
79,phase1,1.58e-05,0.5470454692840576,4.994268894195557,4.905796527862549,0.0884724110364914,1.3397616349664077e-12,0.047618597745895386,0.0,0.9999990463256836,0.0
80,phase1,1.6000000000000003e-05,0.5155125260353088,4.678939342498779,4.616381645202637,0.06255754828453064,1.4778213375254978e-12,0.04761858657002449,0.0,0.9999990463256836,0.0
81,phase1,1.62e-05,0.49532851576805115,4.477099418640137,4.412712097167969,0.0643872320652008,1.2945373939476923e-12,0.047618567943573,0.0,0.9999990463256836,0.0
82,phase1,1.6400000000000002e-05,0.4646580219268799,4.1703948974609375,4.098570823669434,0.07182416319847107,1.452459680306717e-12,0.047618549317121506,0.0,0.9999990463256836,0.0
83,phase1,1.66e-05,0.45595109462738037,4.083325386047363,4.02374267578125,0.05958276242017746,1.3403445020543359e-12,0.04761853069067001,0.0,0.9999990463256836,0.0
84,phase1,1.6800000000000002e-05,0.4341735541820526,3.8655505180358887,3.800565242767334,0.06498533487319946,1.3339624543862172e-12,0.04761851206421852,0.0,0.9999991059303284,0.0
85,phase1,1.7000000000000003e-05,0.41495639085769653,3.6733789443969727,3.620800495147705,0.052578404545784,1.368911928256722e-12,0.04761848598718643,0.0,0.9999991059303284,0.0
86,phase1,1.7199999999999998e-05,0.39221322536468506,3.4459474086761475,3.405337333679199,0.04061006009578705,1.338243751924928e-12,0.04761846736073494,0.0,0.9999990463256836,0.0
87,phase1,1.74e-05,0.3769324719905853,3.293140172958374,3.2472236156463623,0.04591667279601097,1.332035176604407e-12,0.04761844128370285,0.0,0.9999990463256836,0.0
88,phase1,1.76e-05,0.362946093082428,3.1532766819000244,3.1149606704711914,0.03831604868173599,1.2437620378058512e-12,0.047618407756090164,0.0,0.9999991655349731,0.0
89,phase1,1.78e-05,0.34667086601257324,2.9905247688293457,2.9380784034729004,0.052446428686380386,1.3345834853906169e-12,0.047618381679058075,0.0,0.9999990463256836,0.0
90,phase1,1.8e-05,0.32627084851264954,2.786524772644043,2.7580344676971436,0.028490224853157997,1.1963884744004005e-12,0.04761834815144539,0.0,0.9999991655349731,0.0
91,phase1,1.8200000000000002e-05,0.3167632818222046,2.6914496421813965,2.637432098388672,0.05401753634214401,1.2199304066928818e-12,0.0476183146238327,0.0,0.9999991655349731,0.0
92,phase1,1.84e-05,0.3013305068016052,2.5371222496032715,2.5109219551086426,0.026200320571660995,1.1750496409224098e-12,0.04761827364563942,0.0,0.9999991059303284,0.0
93,phase1,1.86e-05,0.2933950126171112,2.4577677249908447,2.4061670303344727,0.051600709557533264,1.2046995345738054e-12,0.047618232667446136,0.0,0.9999991059303284,0.0
94,phase1,1.88e-05,0.2772362530231476,2.2961807250976562,2.2621123790740967,0.034068357199430466,1.172874297683535e-12,0.047618184238672256,0.0,0.9999991655349731,0.0
95,phase1,1.9e-05,0.26821738481521606,2.2059924602508545,2.1692373752593994,0.03675509989261627,1.1837683611126693e-12,0.04761813208460808,0.0,0.9999991655349731,0.0
96,phase1,1.9200000000000003e-05,0.26143893599510193,2.1382086277008057,2.090662956237793,0.047545574605464935,1.0597391020272795e-12,0.0476180799305439,0.0,0.9999991655349731,0.0
97,phase1,1.94e-05,0.24264970421791077,1.9503169059753418,1.9282639026641846,0.022052962332963943,1.1547880707230007e-12,0.047618020325899124,0.0,0.9999991655349731,0.0
98,phase1,1.9600000000000002e-05,0.23852917551994324,1.9091122150421143,1.8596913814544678,0.04942084848880768,1.08767508888441e-12,0.04761795699596405,0.0,0.9999991655349731,0.0
99,phase1,1.9800000000000004e-05,0.22445328533649445,1.768354058265686,1.7437620162963867,0.024591991677880287,1.0354841983861718e-12,0.04761788621544838,0.0,0.9999991655349731,0.0
100,phase1,2e-05,0.21831673383712769,1.7069891691207886,1.6690462827682495,0.03794291615486145,1.1199340066436747e-12,0.04761780425906181,0.0,0.9999991655349731,0.0
101,phase1,2.0200000000000003e-05,0.21617254614830017,1.6855483055114746,1.6509852409362793,0.034563008695840836,1.1424923507252771e-12,0.04761772230267525,0.0,0.9999991655349731,0.0
102,phase1,2.04e-05,0.20469558238983154,1.5707794427871704,1.5314655303955078,0.03931394964456558,1.123948156767085e-12,0.047617629170417786,0.0,0.9999991655349731,0.0
103,phase1,2.06e-05,0.1950404942035675,1.4742296934127808,1.4488390684127808,0.025390658527612686,1.0800006722266886e-12,0.04761752858757973,0.0,0.9999991655349731,0.0
104,phase1,2.08e-05,0.187022864818573,1.3940542936325073,1.3614221811294556,0.032632142305374146,1.122896914340643e-12,0.04761743173003197,0.0,0.9999991655349731,0.0
105,phase1,2.1e-05,0.1850341558456421,1.3741683959960938,1.3467206954956055,0.027447674423456192,1.0389467064442215e-12,0.04761730879545212,0.0,0.9999991655349731,0.0
106,phase1,2.12e-05,0.17625460028648376,1.2863742113113403,1.2516837120056152,0.03469046577811241,1.0305541142674457e-12,0.04761718958616257,0.0,0.9999991655349731,0.0
107,phase1,2.1400000000000002e-05,0.17095282673835754,1.2333576679229736,1.2095317840576172,0.02382584474980831,1.0961682950227924e-12,0.047617051750421524,0.0,0.9999991655349731,0.0
108,phase1,2.16e-05,0.16636022925376892,1.1874332427978516,1.1525990962982178,0.034834086894989014,1.0234642994211285e-12,0.047616902738809586,0.0,0.9999991655349731,0.0
109,phase1,2.18e-05,0.15855686366558075,1.1094012260437012,1.08646559715271,0.02293558418750763,1.0291212326762889e-12,0.04761673882603645,0.0,0.9999991655349731,0.0
110,phase1,2.2000000000000003e-05,0.15382297337055206,1.0620640516281128,1.0290385484695435,0.03302549570798874,1.0010724887932199e-12,0.047616567462682724,0.0,0.9999991655349731,0.0
111,phase1,2.22e-05,0.15125522017478943,1.0363883972167969,1.0127673149108887,0.023621035739779472,9.750065338431924e-13,0.047616373747587204,0.0,0.9999991655349731,0.0
112,phase1,2.2400000000000002e-05,0.14697234332561493,0.9935615658760071,0.962831974029541,0.030729610472917557,9.267586698058494e-13,0.047616180032491684,0.0,0.9999992847442627,0.0
113,phase1,2.26e-05,0.1397230178117752,0.9210705757141113,0.903738260269165,0.0173322893679142,1.0077407658348747e-12,0.047615956515073776,0.0,0.9999991655349731,0.0
114,phase1,2.2800000000000002e-05,0.13900721073150635,0.9139150381088257,0.8674837946891785,0.04643123596906662,9.022331493024893e-13,0.047615714371204376,0.0,0.9999992847442627,0.0
115,phase1,2.3000000000000003e-05,0.13221456110477448,0.8459910154342651,0.8353452086448669,0.010645829141139984,9.033277598158307e-13,0.04761545732617378,0.0,0.9999992251396179,0.0
116,phase1,2.32e-05,0.13546432554721832,0.8784915208816528,0.81924968957901,0.05924183130264282,9.471694262241925e-13,0.0476151742041111,0.0,0.9999992251396179,0.0
117,phase1,2.3400000000000003e-05,0.12789522111415863,0.8028034567832947,0.7705259323120117,0.032277535647153854,9.429765995827566e-13,0.047614868730306625,0.0,0.9999992847442627,0.0
118,phase1,2.36e-05,0.12547501921653748,0.7786047458648682,0.7231446504592896,0.055460091680288315,8.358209957481932e-13,0.04761454463005066,0.0,0.9999992847442627,0.0
119,phase1,2.38e-05,0.12105216830968857,0.734379768371582,0.6895687580108643,0.04481103643774986,8.798465428450086e-13,0.04761418700218201,0.0,0.9999992847442627,0.0
120,phase1,2.4e-05,0.11734628677368164,0.6973246932029724,0.6616319417953491,0.035692743957042694,8.392089106967759e-13,0.04761381819844246,0.0,0.9999992847442627,0.0
121,phase1,2.4200000000000002e-05,0.11594107747077942,0.6832766532897949,0.6506133079528809,0.03266331925988197,8.582162758230538e-13,0.04761341214179993,0.0,0.9999992847442627,0.0
122,phase1,2.44e-05,0.11214475333690643,0.6453178524971008,0.6070820093154907,0.03823584318161011,8.059004852345453e-13,0.04761296883225441,0.0,0.9999992847442627,0.0
123,phase1,2.46e-05,0.1108977347612381,0.6328524947166443,0.5877824425697327,0.04507003724575043,7.686056652245199e-13,0.04761248454451561,0.0,0.9999992847442627,0.0
124,phase1,2.48e-05,0.1056385487318039,0.5802655816078186,0.5635583400726318,0.016707221046090126,7.844662419653758e-13,0.047611989080905914,0.0,0.9999992847442627,0.0
125,phase1,2.5e-05,0.10717454552650452,0.5956312417984009,0.5437161922454834,0.051915064454078674,7.425084852519248e-13,0.04761141911149025,0.0,0.9999994039535522,0.0
126,phase1,2.5200000000000003e-05,0.10063474625349045,0.5302393436431885,0.5066369771957397,0.023602349683642387,7.195841145168913e-13,0.0476108118891716,0.0,0.9999992847442627,0.0
127,phase1,2.54e-05,0.10280916839838028,0.5519900321960449,0.4946339726448059,0.05735604837536812,7.123746037507317e-13,0.04761016368865967,0.0,0.9999993443489075,0.0
128,phase1,2.5600000000000002e-05,0.09763932973146439,0.5002984404563904,0.470464289188385,0.02983415685594082,6.729165835661632e-13,0.04760948568582535,0.0,0.9999994039535522,0.0
129,phase1,2.58e-05,0.10010731220245361,0.5249857306480408,0.4491327404975891,0.07585297524929047,6.836944205224071e-13,0.04760873690247536,0.0,0.9999994039535522,0.0
130,phase1,2.6000000000000002e-05,0.09716146439313889,0.49553507566452026,0.4236125946044922,0.07192246615886688,6.751526421266973e-13,0.04760795459151268,0.0,0.9999994039535522,0.0
131,phase1,2.6200000000000003e-05,0.09295062720775604,0.45343470573425293,0.41646137833595276,0.036973342299461365,6.141614994348288e-13,0.04760715737938881,0.0,0.9999994039535522,0.0
132,phase1,2.64e-05,0.09298208355903625,0.45375823974609375,0.39730045199394226,0.05645778030157089,6.278970399176131e-13,0.04760625585913658,0.0,0.9999994039535522,0.0
133,phase1,2.6600000000000003e-05,0.0891277939081192,0.415224552154541,0.3857642710208893,0.02946026809513569,6.028198773488924e-13,0.04760533943772316,0.0,0.9999994039535522,0.0
134,phase1,2.6800000000000004e-05,0.08829905837774277,0.40694746375083923,0.36875367164611816,0.03819379583001137,6.317793510568492e-13,0.047604311257600784,0.0,0.9999994039535522,0.0
135,phase1,2.7000000000000002e-05,0.08641038835048676,0.3880712687969208,0.3545677959918976,0.033503465354442596,5.971612093702561e-13,0.04760326072573662,0.0,0.9999994039535522,0.0
136,phase1,2.7200000000000004e-05,0.08506461977958679,0.37462517619132996,0.34450381994247437,0.030121369287371635,5.584456508334057e-13,0.0476020984351635,0.0,0.9999994039535522,0.0
137,phase1,2.7400000000000002e-05,0.08526508510112762,0.3766424059867859,0.340090811252594,0.03655160218477249,5.856010121263466e-13,0.047600846737623215,0.0,0.9999994039535522,0.0
138,phase1,2.7600000000000003e-05,0.08105479180812836,0.33455297350883484,0.31916311383247375,0.015389854088425636,5.635023697658781e-13,0.04759949818253517,0.0,0.9999994039535522,0.0
139,phase1,2.7800000000000005e-05,0.08462212979793549,0.3702412247657776,0.3032539486885071,0.06698726117610931,5.303448652460574e-13,0.047598011791706085,0.0,0.9999994039535522,0.0
140,phase1,2.8000000000000003e-05,0.0812886655330658,0.33692190051078796,0.29033124446868896,0.0465906485915184,5.201620384420735e-13,0.04759647697210312,0.0,0.9999994039535522,0.0
141,phase1,2.8199999999999998e-05,0.08042414486408234,0.3282928168773651,0.28515398502349854,0.04313882067799568,4.909961326404755e-13,0.047594863921403885,0.0,0.999999463558197,0.0
142,phase1,2.84e-05,0.0805329978466034,0.329398512840271,0.27417993545532227,0.05521857738494873,5.074603931509714e-13,0.047593146562576294,0.0,0.999999463558197,0.0
143,phase1,2.86e-05,0.0766998901963234,0.29108521342277527,0.26139092445373535,0.029694294556975365,5.076303960516171e-13,0.04759136959910393,0.0,0.9999994039535522,0.0
144,phase1,2.88e-05,0.07784304022789001,0.3025355339050293,0.2578618824481964,0.04467364773154259,4.840433609487604e-13,0.047589488327503204,0.0,0.9999995231628418,0.0
145,phase1,2.9e-05,0.0775797888636589,0.2999230921268463,0.246953085064888,0.05297001078724861,4.79815839837805e-13,0.047587476670742035,0.0,0.999999463558197,0.0
146,phase1,2.9199999999999998e-05,0.07390525937080383,0.2631993889808655,0.24242529273033142,0.020774107426404953,4.5435530338089336e-13,0.047585319727659225,0.0,0.9999995231628418,0.0
147,phase1,2.94e-05,0.07596602290868759,0.2838302254676819,0.23045283555984497,0.05337737873196602,4.497305305939392e-13,0.04758300259709358,0.0,0.9999995231628418,0.0
148,phase1,2.96e-05,0.0744549036026001,0.2687428891658783,0.22742480039596558,0.04131809249520302,4.653256946429707e-13,0.04758061468601227,0.0,0.9999995231628418,0.0
149,phase1,2.98e-05,0.0717620998620987,0.2418406754732132,0.21567019820213318,0.02617047354578972,4.520567947752241e-13,0.047578033059835434,0.0,0.999999463558197,0.0
150,phase1,3e-05,0.07404328137636185,0.2646802067756653,0.21218684315681458,0.05249335616827011,4.2466204164259835e-13,0.04757526144385338,0.0,0.9999995231628418,0.0
151,phase1,3.02e-05,0.0717095136642456,0.24137108027935028,0.2067616879940033,0.03460939601063728,4.356671273741952e-13,0.04757240414619446,0.0,0.9999995231628418,0.0
152,phase1,3.04e-05,0.07175850123167038,0.2418917566537857,0.1974634826183319,0.044428274035453796,4.336999509524375e-13,0.04756932705640793,0.0,0.9999995231628418,0.0
153,phase1,3.06e-05,0.07089127600193024,0.23325183987617493,0.19254803657531738,0.040703799575567245,4.4003342636322884e-13,0.047566089779138565,0.0,0.9999995231628418,0.0
154,phase1,3.08e-05,0.06952609121799469,0.21963433921337128,0.18406304717063904,0.03557129204273224,4.1864775535138676e-13,0.04756265506148338,0.0,0.9999995231628418,0.0
155,phase1,3.1e-05,0.06832902133464813,0.20770049095153809,0.18210837244987488,0.025592125952243805,3.885329558084294e-13,0.0475589744746685,0.0,0.9999995231628418,0.0
156,phase1,3.12e-05,0.06732141971588135,0.19766353070735931,0.17017480731010437,0.027488719671964645,3.8879142960634994e-13,0.047555070370435715,0.0,0.9999995231628418,0.0
157,phase1,3.1400000000000004e-05,0.0670768991112709,0.19526049494743347,0.1694483608007431,0.02581213042140007,4.1251550786380875e-13,0.04755084961652756,0.0,0.9999995231628418,0.0
158,phase1,3.16e-05,0.06604864448308945,0.18502144515514374,0.16838908195495605,0.016632363200187683,3.9622645442438653e-13,0.047546498477458954,0.0,0.9999995231628418,0.0
159,phase1,3.18e-05,0.0652129128575325,0.17671266198158264,0.15788570046424866,0.018826961517333984,3.936243692104213e-13,0.04754164442420006,0.0,0.9999995231628418,0.0
