epoch,loss,torsion,hitchin,closure,ortho
0,116.29716873168945,36.00686264038086,1.9222046732902527,82.54623413085938,3.6270835399627686
1,116.64087295532227,36.17283821105957,1.9268922805786133,82.5605354309082,3.626778244972229
2,117.72069931030273,36.71594429016113,1.9296197891235352,82.54253768920898,3.6264209747314453
3,114.6817512512207,35.191389083862305,1.9365723133087158,82.5494384765625,3.6255985498428345
4,117.87103652954102,36.80548286437988,1.9292552471160889,82.48554611206055,3.626802682876587
5,117.69095993041992,36.660789489746094,1.9313796758651733,82.70035934448242,3.6260693073272705
6,117.07477951049805,36.31344413757324,1.9390182495117188,82.84191131591797,3.6263906955718994
7,116.32583236694336,35.93544387817383,1.9369890689849854,82.85988998413086,3.6267138719558716
8,117.3017463684082,36.48248100280762,1.9366571307182312,82.62398529052734,3.627111792564392
9,117.64239883422852,36.605247497558594,1.9342913031578064,82.81935119628906,3.6264495849609375
10,104.66446304321289,30.197949409484863,1.9331502318382263,82.49519348144531,3.626057744026184
11,94.69419479370117,25.218894958496094,1.9362933039665222,82.4652214050293,3.624999165534973
12,85.57979583740234,20.778038024902344,1.9289327263832092,82.01486587524414,3.6245211362838745
13,79.61492156982422,17.88008689880371,1.9230952858924866,81.69020080566406,3.6218273639678955
14,74.47071075439453,15.388626098632812,1.9147309064865112,81.38418960571289,3.6221208572387695
15,69.49410629272461,12.812737464904785,1.9096945524215698,81.74499130249023,3.621474504470825
16,66.10705947875977,11.24942922592163,1.903403878211975,81.23694610595703,3.621089458465576
17,62.40651893615723,9.498862743377686,1.888099193572998,80.86979675292969,3.619322419166565
18,59.82624435424805,8.171285629272461,1.884928286075592,81.02616119384766,3.618882417678833
19,57.835702896118164,7.244747877120972,1.8806811571121216,80.7603759765625,3.6177905797958374
20,55.300804138183594,6.06721568107605,1.8552935719490051,80.45207214355469,3.6168092489242554
21,53.940460205078125,5.481356859207153,1.85379558801651,80.07881164550781,3.6151479482650757
22,52.34156608581543,4.774215221405029,1.851585566997528,79.71407318115234,3.6150519847869873
23,51.147756576538086,4.222588539123535,1.822065532207489,79.59317398071289,3.613087773323059
24,50.01592826843262,3.7750542163848877,1.795109510421753,79.17427444458008,3.6119076013565063
25,49.31836128234863,3.4203779697418213,1.754734218120575,79.27925491333008,3.6108131408691406
26,48.44376564025879,3.077636480331421,1.6910831928253174,79.02912139892578,3.6095014810562134
27,47.50626754760742,2.7378296852111816,1.6166641116142273,78.66224670410156,3.6094073057174683
28,46.67220878601074,2.450251579284668,1.5606685876846313,78.25685501098633,3.608704447746277
29,46.06014442443848,2.2337863445281982,1.5080938339233398,78.00420379638672,3.6079245805740356
30,45.6911506652832,2.102720260620117,1.487987756729126,77.83112335205078,3.607202172279358
31,45.25912284851074,1.8979249596595764,1.4700204730033875,77.8232192993164,3.605470061302185
32,44.63166618347168,1.6911991238594055,1.4486972093582153,77.43848037719727,3.6044403314590454
33,44.2178840637207,1.5670209527015686,1.4205124974250793,77.16461563110352,3.603402018547058
34,43.65597152709961,1.4191312789916992,1.4185548424720764,76.63692855834961,3.6023011207580566
35,43.314462661743164,1.3174840211868286,1.3829898238182068,76.43225479125977,3.6012552976608276
36,43.01280403137207,1.2326520681381226,1.3589799404144287,76.21652603149414,3.6008613109588623
37,42.529279708862305,1.1226885318756104,1.3010220527648926,75.80563735961914,3.6002097129821777
38,42.36176681518555,1.078301191329956,1.2883421182632446,75.67417526245117,3.5991188287734985
39,42.08456802368164,0.970739483833313,1.2956052422523499,75.5361328125,3.5980626344680786
40,41.66994857788086,0.8892209231853485,1.2759243249893188,75.07196044921875,3.5986815690994263
41,41.31350326538086,0.8435366749763489,1.2713321447372437,74.5520248413086,3.5969440937042236
42,41.27638816833496,0.817144513130188,1.280686616897583,74.56492614746094,3.5964956283569336
43,41.05656814575195,0.7649163901805878,1.28585946559906,74.32455825805664,3.5953251123428345
44,40.82209587097168,0.7236150205135345,1.27992182970047,74.03295516967773,3.59488844871521
45,40.46591377258301,0.6740542948246002,1.2753355503082275,73.52829360961914,3.5944151878356934
46,40.277387619018555,0.6343775391578674,1.2764641046524048,73.30767440795898,3.5944348573684692
47,39.98698616027832,0.5897957980632782,1.2694947123527527,72.9199447631836,3.5930875539779663
48,39.76531982421875,0.5481105446815491,1.2681389451026917,72.64608001708984,3.5930676460266113
49,39.60962104797363,0.5248920321464539,1.2632722854614258,72.4375228881836,3.59267520904541
50,39.39105415344238,0.5129992365837097,1.273062288761139,72.02865219116211,3.5922226905822754
51,39.222211837768555,0.48714832961559296,1.2666767835617065,71.80748748779297,3.5916483402252197
52,39.032052993774414,0.4558368921279907,1.2666334509849548,71.55292510986328,3.59094500541687
53,38.86776924133301,0.4498017132282257,1.267802119255066,71.24614715576172,3.5909643173217773
54,38.56282424926758,0.4113394618034363,1.2655122876167297,70.79512023925781,3.5902481079101562
55,38.52942657470703,0.39783990383148193,1.2547420859336853,70.8036994934082,3.5905232429504395
56,38.23269081115723,0.4048863351345062,1.2582483887672424,70.1752815246582,3.590103030204773
57,37.963884353637695,0.3663620501756668,1.2556306719779968,69.7973518371582,3.5895131826400757
58,37.821319580078125,0.3463103920221329,1.2555954456329346,69.59251403808594,3.5894899368286133
59,37.664039611816406,0.33696354925632477,1.2524330615997314,69.32168197631836,3.589455723762512
60,37.42236137390137,0.3309532701969147,1.2560169100761414,68.85562133789062,3.5887622833251953
61,37.4748592376709,0.3219398856163025,1.2439709901809692,69.0207405090332,3.5887945890426636
62,37.045854568481445,0.29215264320373535,1.2359170317649841,68.29802703857422,3.5887300968170166
63,36.94591522216797,0.2926867604255676,1.2347619533538818,68.09833526611328,3.5887078046798706
64,36.83419227600098,0.28915081918239594,1.2308531403541565,67.89700698852539,3.588451623916626
65,36.63543128967285,0.26841430366039276,1.1938002109527588,67.65675735473633,3.5880740880966187
66,36.4119987487793,0.27338801324367523,1.1466916799545288,67.2840461730957,3.5883541107177734
67,36.29473114013672,0.2649799585342407,1.1193817257881165,67.13802337646484,3.5879299640655518
68,36.06761169433594,0.2580288350582123,1.1013562083244324,66.74760818481445,3.587974786758423
69,35.8218994140625,0.25098831951618195,1.0010791718959808,66.48491287231445,3.5879571437835693
70,35.66451644897461,0.24738481640815735,0.9864542484283447,66.21379089355469,3.5879909992218018
71,35.510379791259766,0.22783342003822327,0.989206850528717,65.97820663452148,3.5880125761032104
72,35.316457748413086,0.2253437042236328,0.9909529685974121,65.59685516357422,3.587971806526184
73,35.19858169555664,0.22069020569324493,0.9921548068523407,65.3773307800293,3.587937116622925
74,35.0154914855957,0.21717453002929688,0.9938345551490784,65.02220916748047,3.587338447570801
75,34.82831001281738,0.21747251600027084,0.9947738945484161,64.6444206237793,3.587942123413086
76,34.68058204650879,0.2031082957983017,0.9954439103603363,64.40506362915039,3.587963342666626
77,34.50072479248047,0.19632268697023392,0.9964142441749573,64.07056999206543,3.5879276990890503
78,34.478782653808594,0.1916065290570259,0.9956268668174744,64.04748344421387,3.5873358249664307
79,34.23517036437988,0.1888626664876938,0.995004802942276,63.57243728637695,3.587403655052185
80,34.065046310424805,0.19200070947408676,0.9946279227733612,63.22007369995117,3.5879364013671875
81,33.938663482666016,0.17398033291101456,0.993522971868515,63.04158592224121,3.5879597663879395
82,33.73286056518555,0.17724910378456116,0.992774099111557,62.6187858581543,3.587318539619446
83,33.630821228027344,0.17367533594369888,0.9917630553245544,62.4306697845459,3.587905764579773
84,33.55097961425781,0.16943681240081787,0.990831732749939,62.290143966674805,3.587339997291565
85,33.36333084106445,0.16802840679883957,0.9895418584346771,61.92306709289551,3.5873260498046875
86,33.16054153442383,0.16686487197875977,0.9886150360107422,61.523651123046875,3.5878986120224
87,32.979814529418945,0.15921513736248016,0.9871505200862885,61.19570732116699,3.587937355041504
88,32.75168228149414,0.15464963018894196,0.985621839761734,60.76074028015137,3.5879753828048706
89,32.67976760864258,0.15089237689971924,0.9839343726634979,60.63534736633301,3.587910771369934
90,32.51357841491699,0.14516903460025787,0.9827296435832977,60.32828330993652,3.58789324760437
91,32.38703918457031,0.1446620672941208,0.9819075167179108,60.07883834838867,3.5879660844802856
92,32.26823806762695,0.14513107389211655,0.980376124382019,59.84244155883789,3.5879327058792114
93,32.04571342468262,0.14221136271953583,0.979710191488266,59.410369873046875,3.5879859924316406
94,32.01311683654785,0.1365751177072525,0.9787603616714478,59.36961555480957,3.58799946308136
95,31.83209228515625,0.1369977369904518,0.977584719657898,59.008230209350586,3.587988257408142
96,31.615960121154785,0.1303463950753212,0.9765641093254089,58.60459327697754,3.5880231857299805
97,31.502155303955078,0.13208918273448944,0.975430428981781,58.372304916381836,3.5879786014556885
98,31.38663959503174,0.12776120007038116,0.9740233421325684,58.1613712310791,3.588028311729431
99,31.214536666870117,0.12683749198913574,0.9734503030776978,57.82180595397949,3.588358521461487
100,31.121395111083984,0.12357420101761818,0.9721235930919647,57.65141296386719,3.5880556106567383
101,30.926047325134277,0.1276424080133438,0.9709426462650299,57.246782302856445,3.58809757232666
102,30.782139778137207,0.11794178187847137,0.9697267413139343,57.000038146972656,3.5883686542510986
103,30.670913696289062,0.11408209800720215,0.9687173366546631,56.79504585266113,3.5883644819259644
104,30.486473083496094,0.11355454474687576,0.9678130149841309,56.43007469177246,3.588378667831421
105,30.33952236175537,0.11427273601293564,0.9664085209369659,56.136098861694336,3.5883928537368774
106,30.213038444519043,0.11032593995332718,0.9653958678245544,55.901123046875,3.5880954265594482
107,30.143653869628906,0.10743789747357368,0.9640556573867798,55.77616500854492,3.588799238204956
108,30.107257843017578,0.10552351176738739,0.9631000757217407,55.71298599243164,3.588726043701172
109,29.891910552978516,0.10734141990542412,0.9621127843856812,55.277143478393555,3.5884785652160645
110,29.717259407043457,0.10292233899235725,0.9608369767665863,54.948097229003906,3.5884318351745605
111,29.533846855163574,0.09890975430607796,0.9599125981330872,54.598981857299805,3.588743805885315
112,29.452431678771973,0.09865745157003403,0.9588667750358582,54.43922996520996,3.5887832641601562
113,29.316479682922363,0.10008878260850906,0.9580250978469849,54.16330909729004,3.5887430906295776
114,29.12223720550537,0.09746939316391945,0.9567395746707916,53.7878475189209,3.5887826681137085
115,28.985127449035645,0.09474097192287445,0.9558645486831665,53.52632713317871,3.588724732398987
116,28.921628952026367,0.09675043821334839,0.9547767341136932,53.393423080444336,3.5887997150421143
117,28.70305061340332,0.09175985679030418,0.9538055062294006,52.978153228759766,3.5888311862945557
118,28.607178688049316,0.08893963694572449,0.9528562128543854,52.79958152770996,3.5888408422470093
119,28.495878219604492,0.0927727222442627,0.9518835544586182,52.56357383728027,3.588873267173767
120,28.340420722961426,0.09391165897250175,0.9510281085968018,52.24947738647461,3.5894356966018677
121,28.159175872802734,0.08859845623373985,0.950019508600235,51.91062545776367,3.5888192653656006
122,28.089783668518066,0.08781316131353378,0.9491492211818695,51.7767276763916,3.588815212249756
123,27.995847702026367,0.08531751856207848,0.9479879140853882,51.60113525390625,3.5888588428497314
124,27.807409286499023,0.08222547918558121,0.9472870528697968,51.23765563964844,3.589475631713867
125,27.7047700881958,0.08390066400170326,0.9464192092418671,51.02704048156738,3.590098023414612
126,27.605990409851074,0.08320936933159828,0.9452589452266693,50.83458709716797,3.5900639295578003
127,27.459839820861816,0.07996572554111481,0.9441796839237213,50.55735778808594,3.5901668071746826
128,27.30253028869629,0.08003317192196846,0.9430425465106964,50.24478721618652,3.590095281600952
129,27.261930465698242,0.07983250543475151,0.9422476887702942,50.16594123840332,3.590156316757202
130,27.080257415771484,0.07971707731485367,0.9413314759731293,49.80487823486328,3.5901776552200317
131,26.944732666015625,0.07778353616595268,0.9403271377086639,49.54359817504883,3.5901275873184204
132,26.830344200134277,0.07440314069390297,0.9393018186092377,49.33034324645996,3.590214729309082
133,26.726970672607422,0.07541374489665031,0.938127338886261,49.121925354003906,3.590178370475769
134,26.5649995803833,0.07490857318043709,0.9372219145298004,48.80180549621582,3.5901917219161987
135,26.46107292175293,0.07212406396865845,0.9361994862556458,48.60693550109863,3.590522527694702
136,26.293659210205078,0.07293384149670601,0.9350222051143646,48.27124786376953,3.5904855728149414
137,26.195544242858887,0.0717940665781498,0.934147298336029,48.081308364868164,3.5905168056488037
138,26.111918449401855,0.07216406986117363,0.9330726563930511,47.9149227142334,3.5901886224746704
139,25.928677558898926,0.07056428864598274,0.9321187138557434,47.556724548339844,3.5902254581451416
140,25.899136543273926,0.06937935203313828,0.9311630725860596,47.504079818725586,3.5905840396881104
141,25.72598934173584,0.06975256651639938,0.9300051629543304,47.158613204956055,3.590578317642212
142,25.633638381958008,0.06862521544098854,0.929029792547226,46.98016548156738,3.5909162759780884
143,25.553915977478027,0.06564086303114891,0.9280433654785156,46.834651947021484,3.590886116027832
144,25.369826316833496,0.06596843525767326,0.9269694089889526,46.46730995178223,3.590882420539856
145,25.255653381347656,0.06869499012827873,0.9259185194969177,46.2301139831543,3.590957283973694
146,25.13712787628174,0.06567959114909172,0.9250600934028625,46.00687026977539,3.590914249420166
147,25.00800132751465,0.06633437424898148,0.924116462469101,45.74786186218262,3.5909544229507446
148,24.864352226257324,0.06393814459443092,0.923143059015274,45.47207832336426,3.5909751653671265
149,24.80527687072754,0.06495559588074684,0.9221335649490356,45.351858139038086,3.591007351875305
150,24.674128532409668,0.06329251267015934,0.9213047623634338,45.0975456237793,3.591555118560791
151,24.585312843322754,0.06320574879646301,0.9202157855033875,44.92239952087402,3.59161913394928
152,24.438018798828125,0.06295393779873848,0.9195370078086853,44.630218505859375,3.5915461778640747
153,24.366823196411133,0.06047039106488228,0.9185680747032166,44.50003242492676,3.590991497039795
154,24.188708305358887,0.06146880052983761,0.9177351891994476,44.14108467102051,3.591642379760742
155,24.099989891052246,0.06104156747460365,0.9169033467769623,43.967397689819336,3.5910112857818604
156,24.102075576782227,0.0625753402709961,0.9162940382957458,43.96629524230957,3.5916099548339844
157,23.891179084777832,0.059175608679652214,0.915499359369278,43.559675216674805,3.5916330814361572
158,23.81525993347168,0.059392986819148064,0.9148319661617279,43.4083137512207,3.5916188955307007
159,23.70131206512451,0.05844789557158947,0.9140949845314026,43.185298919677734,3.592238426208496
160,23.59806537628174,0.05936507135629654,0.9135185480117798,42.97625732421875,3.592293381690979
161,23.45682716369629,0.05698883906006813,0.9129220545291901,42.70450019836426,3.592256188392639
162,23.346123695373535,0.05482267774641514,0.9123940765857697,42.49281883239746,3.592250347137451
163,23.248587608337402,0.05675719678401947,0.9117849171161652,42.29119110107422,3.592308521270752
164,23.14994716644287,0.05616034008562565,0.9113471210002899,42.09714126586914,3.5923616886138916
165,23.064897537231445,0.05633910372853279,0.9109374582767487,41.92696571350098,3.5926624536514282
166,22.963740348815918,0.054653581231832504,0.9104837477207184,41.732505798339844,3.5923229455947876
167,22.76961612701416,0.05399051308631897,0.9100748598575592,41.347740173339844,3.5922998189926147
168,22.726118087768555,0.05570551007986069,0.9095261991024017,41.25496292114258,3.5923311710357666
169,22.57869529724121,0.05483897030353546,0.9092939794063568,40.96404457092285,3.5923376083374023
170,22.522231101989746,0.05284673906862736,0.9088558554649353,40.859981536865234,3.592297673225403
171,22.400010108947754,0.05507691577076912,0.9084311723709106,40.60724067687988,3.592686891555786
172,22.313183784484863,0.054185373708605766,0.9080552756786346,40.43790054321289,3.5926918983459473
173,22.219919204711914,0.052188968285918236,0.9078572392463684,40.25975227355957,3.5926932096481323
174,22.117311477661133,0.05174201726913452,0.9073490798473358,40.057355880737305,3.5926684141159058
175,22.019829750061035,0.0511368066072464,0.9070123136043549,39.86548042297363,3.5926766395568848
176,21.88909339904785,0.0510260034352541,0.9067153930664062,39.60482406616211,3.5930474996566772
177,21.823102951049805,0.05001379922032356,0.9063753485679626,39.47760581970215,3.592992901802063
178,21.72880744934082,0.05004772171378136,0.9060783982276917,39.28941535949707,3.593085289001465
179,21.64815902709961,0.04898745380342007,0.9058431684970856,39.132856369018555,3.593039870262146
180,21.54573154449463,0.05046149902045727,0.9055162668228149,38.922760009765625,3.5930418968200684
181,21.37675189971924,0.05060684122145176,0.9052019715309143,38.58485794067383,3.5930272340774536
182,21.382113456726074,0.050164733082056046,0.9048808217048645,38.59792518615723,3.593135714530945
183,21.251102447509766,0.04862676002085209,0.9046258628368378,38.34256935119629,3.5931308269500732
184,21.13160228729248,0.049479568377137184,0.9043723344802856,38.10068130493164,3.593100905418396
185,21.013911247253418,0.04777335375547409,0.9041994214057922,37.8717098236084,3.594370722770691
186,20.953067779541016,0.04970919154584408,0.9039505422115326,37.74354553222656,3.5930845737457275
187,20.821330070495605,0.04871726408600807,0.9037119448184967,37.48411750793457,3.5937494039535522
188,20.71214199066162,0.0496854092925787,0.9035177826881409,37.262277603149414,3.5937118530273438
189,20.63957691192627,0.046860236674547195,0.9033284187316895,37.128456115722656,3.594330906867981
190,20.562010765075684,0.04754604957997799,0.903091698884964,36.971431732177734,3.5937036275863647
191,20.496963500976562,0.04818292334675789,0.9029003381729126,36.83951377868652,3.593136787414551
192,20.34129524230957,0.04598519951105118,0.9027436375617981,36.536888122558594,3.593790888786316
193,20.287240028381348,0.04553746245801449,0.9025720953941345,36.4305477142334,3.5943957567214966
