phase,epoch,total,dphi,dpsi,det,positivity,neck_match,acyl,harmonicity,eig_floor,global_epoch
1,93,2.7950479984283447,1.457685137837282e-17,2.55941104888916,3.0306849479675293,0.0,7.860359474420875e-09,1.8193260431289673,0.0,0.0,93
1,94,1.9681410789489746,1.4573191931342887e-17,1.024647831916809,2.9116344451904297,0.0,3.313545215988256e-09,1.8064093589782715,0.0,0.0,94
1,95,3.167724847793579,1.4575226795649767e-17,3.5657429695129395,2.7697067260742188,0.0,1.204061472748208e-08,1.8101214170455933,0.0,0.0,95
1,96,2.8583736419677734,1.4574412849927015e-17,3.08951473236084,2.627232551574707,0.0,1.0639857883631976e-08,1.8180568218231201,0.0,0.0,96
1,97,2.7057199478149414,1.4575633768511143e-17,2.933213949203491,2.4782261848449707,0.0,1.0013044615675426e-08,1.8165847063064575,0.0,0.0,97
1,98,1.9267404079437256,1.457481982278839e-17,1.6239728927612305,2.2295079231262207,0.0,5.666974001172775e-09,1.81821608543396,0.0,0.0,98
1,99,3.108937978744507,1.457400587706564e-17,4.191927909851074,2.0259480476379395,0.0,1.4544993653942129e-08,1.8124113082885742,0.0,0.0,99
1,100,2.723078727722168,1.4576039087011294e-17,3.6197495460510254,1.8264080286026,0.0,1.4697274508534974e-08,1.8119257688522339,0.0,0.0,100
1,101,2.3310203552246094,1.457441450428824e-17,3.082084894180298,1.5799556970596313,0.0,1.1857000714599053e-08,1.8160899877548218,0.0,0.0,101
1,102,1.540419101715088,1.4574004222704414e-17,1.775254726409912,1.3055835962295532,0.0,5.9602895952082235e-09,1.8149269819259644,0.0,0.0,102
1,103,1.8547405004501343,1.4575226795649767e-17,2.6667532920837402,1.0427277088165283,0.0,1.0509132231106832e-08,1.8241618871688843,0.0,0.0,103
1,104,1.5335336923599243,1.457481982278839e-17,2.2501606941223145,0.8169066905975342,0.0,9.007836254681933e-09,1.810198426246643,0.0,0.0,104
1,105,1.4762632846832275,1.457481982278839e-17,2.3733739852905273,0.5791525840759277,0.0,8.563073805589738e-09,1.81560218334198,0.0,0.0,105
1,106,1.0495851039886475,1.4573191931342887e-17,1.7014633417129517,0.39770692586898804,0.0,6.5615473054947415e-09,1.8166638612747192,0.0,0.0,106
1,107,0.6534996032714844,1.457237963998136e-17,1.0595932006835938,0.24740596115589142,0.0,5.4197197840721856e-09,1.8158527612686157,0.0,0.0,107
1,108,0.7363107204437256,1.457400587706564e-17,1.3181322813034058,0.15448912978172302,0.0,5.758528320853884e-09,1.8118343353271484,0.0,0.0,108
1,109,0.5804955959320068,1.4569937802813103e-17,1.0559253692626953,0.10506577789783478,0.0,4.337445513868943e-09,1.8121397495269775,0.0,0.0,109
1,110,0.370491623878479,1.4573598904204263e-17,0.697491466999054,0.04349181056022644,0.0,3.1791456134300233e-09,1.808785080909729,0.0,0.0,110
1,111,0.8331820368766785,1.4573191931342887e-17,1.6539164781570435,0.012447627261281013,0.0,6.970349630819328e-09,1.8118630647659302,0.0,0.0,111
1,112,0.7407442927360535,1.4573598904204263e-17,1.4814703464508057,1.8252576410304755e-05,0.0,5.6739786202797404e-09,1.8184159994125366,0.0,0.0,112
1,113,0.4552784264087677,1.457034477567448e-17,0.9105568528175354,3.145983473729075e-12,0.0,4.139407927539196e-09,1.816785454750061,0.0,0.0,113
1,114,0.3966866731643677,1.4575633768511143e-17,0.7933733463287354,3.10042269635602e-12,0.0,3.1940665667917756e-09,1.8150238990783691,0.0,0.0,114
1,115,0.3964410424232483,1.457034477567448e-17,0.7928820848464966,3.1384617127372394e-12,0.0,4.365512840109886e-09,1.8206045627593994,0.0,0.0,115
1,116,0.20637917518615723,1.4568311565728824e-17,0.41275835037231445,3.2695651741576626e-12,0.0,1.920691383716644e-09,1.8178343772888184,0.0,0.0,116
1,117,0.4137400984764099,1.4573191931342887e-17,0.8274801969528198,3.1448038617654106e-12,0.0,4.489289828768506e-09,1.8123254776000977,0.0,0.0,117
1,118,0.31476205587387085,1.4573598904204263e-17,0.6295241117477417,3.223837863330914e-12,0.0,3.2720424147925087e-09,1.8173620700836182,0.0,0.0,118
1,119,0.3181423246860504,1.4567904592867448e-17,0.6362846493721008,3.1394470356715942e-12,0.0,3.228603384641815e-09,1.8162909746170044,0.0,0.0,119
1,120,0.3519980013370514,1.4571972667119984e-17,0.7039960026741028,3.210140486764601e-12,0.0,3.702336659472394e-09,1.8137973546981812,0.0,0.0,120
1,121,0.2156440168619156,1.4571565694258607e-17,0.4312880337238312,2.9888591601689996e-12,0.0,1.873755373082986e-09,1.8123340606689453,0.0,0.0,121
1,122,0.1874896138906479,1.4569530829951727e-17,0.3749792277812958,3.1297603397817397e-12,0.0,2.113849761897768e-09,1.806839942932129,0.0,0.0,122
1,123,0.20286044478416443,1.457034477567448e-17,0.40572088956832886,3.035044437993406e-12,0.0,2.4646809038131323e-09,1.825066089630127,0.0,0.0,123
1,124,0.11759169399738312,1.4567090647144696e-17,0.23518338799476624,3.0479646584424813e-12,0.0,1.2863859977230163e-09,1.8142480850219727,0.0,0.0,124
1,125,0.18138806521892548,1.4568311565728824e-17,0.36277613043785095,3.080369292973728e-12,0.0,1.8339739726869198e-09,1.8104064464569092,0.0,0.0,125
1,126,0.13478882610797882,1.4567906247228673e-17,0.26957765221595764,3.060107722774319e-12,0.0,1.3081725702690505e-09,1.8176884651184082,0.0,0.0,126
1,127,0.24929440021514893,1.4569125511451576e-17,0.49858880043029785,3.000266701747023e-12,0.0,2.265130971679241e-09,1.8238239288330078,0.0,0.0,127
1,128,0.17635875940322876,1.4567906247228673e-17,0.3527175188064575,3.166689133138334e-12,0.0,1.7555519260525898e-09,1.8180161714553833,0.0,0.0,128
1,129,0.13442379236221313,1.457034477567448e-17,0.26884758472442627,3.0253438643157438e-12,0.0,1.2449064001884835e-09,1.813873291015625,0.0,0.0,129
1,130,0.07651151716709137,1.4561803308669257e-17,0.15302303433418274,3.088154731933912e-12,0.0,8.019070407705442e-10,1.8083744049072266,0.0,0.0,130
1,131,0.22486048936843872,1.457034477567448e-17,0.44972097873687744,3.0081492852218616e-12,0.0,2.8177418176511537e-09,1.8191274404525757,0.0,0.0,131
1,132,0.15355874598026276,1.4563429545753536e-17,0.3071174919605255,3.1063623895377646e-12,0.0,1.7452512768301176e-09,1.8145182132720947,0.0,0.0,132
1,133,0.11773402243852615,1.4568311565728824e-17,0.2354680448770523,3.017031069418863e-12,0.0,1.2611347521840344e-09,1.8155988454818726,0.0,0.0,133
1,134,0.11350657045841217,1.4565871382921792e-17,0.22701314091682434,2.938413401487594e-12,0.0,1.1884855322108479e-09,1.8198885917663574,0.0,0.0,134
1,135,0.12008199095726013,1.4567497620006072e-17,0.24016398191452026,3.070738108235105e-12,0.0,1.170644581272029e-09,1.8116588592529297,0.0,0.0,135
1,136,0.20591099560260773,1.4571160375758456e-17,0.41182199120521545,3.0976748943700727e-12,0.0,1.0209590950438496e-09,1.8111505508422852,0.0,0.0,136
1,137,0.2421395480632782,1.4569530829951727e-17,0.4842790961265564,3.0769553571730057e-12,0.0,1.4130699943493141e-09,1.812041163444519,0.0,0.0,137
1,138,0.13761372864246368,1.456465211869889e-17,0.27522745728492737,3.0267732764599486e-12,0.0,1.0343463863193847e-09,1.8097342252731323,0.0,0.0,138
1,139,0.1145988255739212,1.4566276701421943e-17,0.2291976511478424,3.0422886432290852e-12,0.0,1.5302967781849475e-09,1.807583212852478,0.0,0.0,139
1,140,0.44776466488838196,1.457400587706564e-17,0.8955293297767639,3.0588725996594235e-12,0.0,1.7526137208179193e-09,1.8209961652755737,0.0,0.0,140
1,141,0.06962618231773376,1.4566685328644545e-17,0.13925236463546753,3.096162215499021e-12,0.0,4.0751860219678804e-10,1.8169513940811157,0.0,0.0,141
1,142,0.13533128798007965,1.4571160375758456e-17,0.2706625759601593,2.952263433719793e-12,0.0,7.259623457933628e-10,1.80888032913208,0.0,0.0,142
1,143,0.6944699883460999,1.4573191931342887e-17,1.3889399766921997,3.1649127762989337e-12,0.0,1.778279190567389e-09,1.814802885055542,0.0,0.0,143
1,144,0.1789821833372116,1.4569939457174328e-17,0.3579643666744232,3.1800395650094515e-12,0.0,9.977468851118942e-10,1.8181864023208618,0.0,0.0,144
1,145,0.1338810920715332,1.4571565694258607e-17,0.2677621841430664,3.0587893329325766e-12,0.0,9.672501688484658e-10,1.8104848861694336,0.0,0.0,145
1,146,0.1417136788368225,1.4569125511451576e-17,0.283427357673645,3.0423302765925087e-12,0.0,1.1892818951864115e-09,1.8178333044052124,0.0,0.0,146
1,147,0.10782752186059952,1.4564243491476288e-17,0.21565504372119904,3.0776631243512043e-12,0.0,5.116961854234603e-10,1.8122738599777222,0.0,0.0,147
1,148,0.18521574139595032,1.4571565694258607e-17,0.37043148279190063,3.13947479124721e-12,0.0,1.0876998191022835e-09,1.8088933229446411,0.0,0.0,148
1,149,0.1847083568572998,1.4571972667119984e-17,0.3694167137145996,3.083672206471988e-12,0.0,9.729074212927458e-10,1.8076404333114624,0.0,0.0,149
1,150,0.09236834198236465,1.4567497620006072e-17,0.1847366839647293,3.0576652321201436e-12,0.0,3.395245473658548e-10,1.8031606674194336,0.0,0.0,150
1,151,0.2783900797367096,1.4571972667119984e-17,0.5567801594734192,3.0990349175752385e-12,0.0,1.3647512009384855e-09,1.809407353401184,0.0,0.0,151
1,152,0.28704962134361267,1.4569125511451576e-17,0.5740992426872253,2.9066055118320833e-12,0.0,1.7319580214447683e-09,1.8141740560531616,0.0,0.0,152
1,153,0.1189023107290268,1.4569125511451576e-17,0.2378046214580536,3.1154384627640752e-12,0.0,4.542966003384663e-10,1.8151487112045288,0.0,0.0,153
1,154,0.255429208278656,1.457237963998136e-17,0.510858416557312,3.1515484666400084e-12,0.0,8.580679500269639e-10,1.8072128295898438,0.0,0.0,154
1,155,0.1508251130580902,1.457034477567448e-17,0.3016502261161804,3.1774999298406215e-12,0.0,4.846924528401075e-10,1.8140537738800049,0.0,0.0,155
1,156,0.11506689339876175,1.4567906247228673e-17,0.2301337867975235,3.0898894554098888e-12,0.0,6.652396411510608e-10,1.8113987445831299,0.0,0.0,156
1,157,0.0863189697265625,1.45687185385902e-17,0.172637939453125,2.923841724289389e-12,0.0,4.5251102864796167e-10,1.8056424856185913,0.0,0.0,157
1,158,0.1114267036318779,1.456505743719904e-17,0.2228534072637558,3.154351779777187e-12,0.0,5.343082087883033e-10,1.8133906126022339,0.0,0.0,158
1,159,0.060967471450567245,1.4563836518614912e-17,0.12193494290113449,2.995118042470324e-12,0.0,2.681545263616414e-10,1.8112303018569946,0.0,0.0,159
1,160,0.08461105078458786,1.456261725439201e-17,0.16922210156917572,3.0973695830383008e-12,0.0,5.06167996405793e-10,1.8203080892562866,0.0,0.0,160
1,161,0.036667272448539734,1.456099101730773e-17,0.07333454489707947,3.099159817665509e-12,0.0,2.4548124644141467e-10,1.8098530769348145,0.0,0.0,161
1,162,0.10511362552642822,1.4567906247228673e-17,0.21022725105285645,3.1316477189236025e-12,0.0,5.645238165818967e-10,1.816052794456482,0.0,0.0,162
1,163,0.13420866429805756,1.4567090647144696e-17,0.2684173285961151,3.230499201478665e-12,0.0,5.090525223572229e-10,1.814895749092102,0.0,0.0,163
1,164,0.03740426152944565,1.4561397990169106e-17,0.0748085230588913,3.146580218604811e-12,0.0,2.012262856343483e-10,1.8133388757705688,0.0,0.0,164
1,165,0.10114344209432602,1.456465211869889e-17,0.20228688418865204,3.3320429748684433e-12,0.0,3.5744729398601294e-10,1.814442753791809,0.0,0.0,165
1,166,0.06794194877147675,1.4566685328644545e-17,0.1358838975429535,3.086794708728746e-12,0.0,3.5207586845942274e-10,1.8248636722564697,0.0,0.0,166
1,167,0.03393949195742607,1.45597700987236e-17,0.06787898391485214,3.1789154641970185e-12,0.0,1.8146881219927025e-10,1.8134431838989258,0.0,0.0,167
1,168,0.2999888062477112,1.457237963998136e-17,0.5999776124954224,3.0056374056286472e-12,0.0,8.922698691016251e-10,1.8174794912338257,0.0,0.0,168
1,169,0.12709906697273254,1.4567090647144696e-17,0.2541981339454651,3.1247643361709265e-12,0.0,7.051275674463398e-10,1.8199354410171509,0.0,0.0,169
1,170,0.10080605000257492,1.4565871382921792e-17,0.20161210000514984,3.229222445000346e-12,0.0,4.495405436788502e-10,1.8065013885498047,0.0,0.0,170
1,171,0.1262241005897522,1.456668367428332e-17,0.2524482011795044,3.2281538553391442e-12,0.0,4.2017056500753824e-10,1.8149707317352295,0.0,0.0,171
1,172,0.15778353810310364,1.4571972667119984e-17,0.3155670762062073,3.0534325068387602e-12,0.0,7.742491092699311e-10,1.814909815788269,0.0,0.0,172
1,173,0.08411365002393723,1.4560584044446353e-17,0.16822730004787445,3.1086938578894774e-12,0.0,2.4407009746596486e-10,1.8189349174499512,0.0,0.0,173
1,174,0.2376706302165985,1.4567906247228673e-17,0.475341260433197,3.230041234481007e-12,0.0,5.81644288288885e-10,1.8183777332305908,0.0,0.0,174
1,175,0.1860022395849228,1.4568311565728824e-17,0.3720044791698456,2.9935082190846174e-12,0.0,5.847221595800534e-10,1.821004033088684,0.0,0.0,175
1,176,0.31222811341285706,1.4571565694258607e-17,0.6244562268257141,3.0009050799861825e-12,0.0,1.0862881705264726e-09,1.819782018661499,0.0,0.0,176
1,177,0.19998672604560852,1.4569937802813103e-17,0.39997345209121704,3.034461570905478e-12,0.0,6.438188315804894e-10,1.8127555847167969,0.0,0.0,177
1,178,0.22853079438209534,1.4568311565728824e-17,0.4570615887641907,3.0192237598924976e-12,0.0,5.124381474708173e-10,1.810049295425415,0.0,0.0,178
1,179,0.060580138117074966,1.456627835578317e-17,0.12116027623414993,3.2629038360099116e-12,0.0,1.648266800824416e-10,1.8207169771194458,0.0,0.0,179
1,180,0.4172426462173462,1.4573598904204263e-17,0.8344852924346924,3.1596253391441564e-12,0.0,1.7127373963532477e-09,1.8232264518737793,0.0,0.0,180
