sigma,s,alpha,det_mean,det_std,kappa_T,g_posdef,phi_norm_mean,phi_norm_std,y_rank,m2_over_m3,m1_over_m3,stable,notes
0.6,1.4,0.15,2.0312499999133466,5.900562426446879,4.963988292734067,True,41.395069690577444,51.92733691239347,,,,True,stable
0.6,1.4,0.3,2.031249999913347,5.989914274263855,11.90305524099042,True,90.13999324183074,101.0634957325831,,,,False,kappa=11.9031; norm=90.1400
0.8,0.6,-0.3,2.0312499999133458,6.611978587716922,0.8460341745048289,True,9.61774073546333,9.875019687945647,,,,False,kappa=0.8460; norm=9.6177
0.8,0.6,-0.15,2.0312499999133453,4.830727407693395,0.5477872332666426,True,5.446766513474746,5.315193743238474,,,,False,kappa=0.5478; norm=5.4468
0.8,0.6,0.0,2.0312499999133466,4.026749987851543,0.5312605180556251,True,5.131649734397591,4.67317291959355,,,,False,kappa=0.5313; norm=5.1316
0.8,0.6,0.15,2.0312499999133458,5.413139277137355,0.5651440210275338,True,8.276886676350355,7.189528341635755,,,,False,kappa=0.5651; norm=8.2769
0.8,0.6,0.3,2.0312499999133466,5.71058499624107,1.4966284022471223,True,15.692879974079915,13.663287473567248,,,,False,kappa=1.4966; norm=15.6929
0.8,0.8,-0.3,2.031249999913346,8.52188328181233,2.1534571046675364,True,21.19475643601131,26.79627866431334,,,,False,kappa=2.1535; norm=21.1948
0.8,0.8,-0.15,2.0312499999133453,6.413823711635631,0.8216583794902965,True,10.713658635160359,13.313529641794632,,,,False,kappa=0.8217; norm=10.7137
0.8,0.8,0.0,2.0312499999133466,4.688171937482858,0.7388620688761044,True,10.056053823137812,11.70719620395215,,,,False,kappa=0.7389; norm=10.0561
0.8,0.8,0.15,2.0312499999133484,5.772240540001139,1.700554631098908,True,17.84890167408516,18.856587025686036,,,,False,kappa=1.7006; norm=17.8489
0.8,0.8,0.3,2.0312499999133466,5.8990799464087,4.331421186227559,True,36.661033477706304,36.39456464524161,,,,True,stable
0.8,1.0,-0.3,2.0312499999133458,10.937668386027104,5.273679987610218,True,43.70358023027886,66.40939677149612,,,,True,stable
0.8,1.0,-0.15,2.0312499999133475,8.18972941315063,1.9862890495650467,True,20.371768345941778,30.547174488071928,,,,False,kappa=1.9863; norm=20.3718
0.8,1.0,0.0,2.031249999913348,4.953261957647374,1.7830261246146988,True,18.741267393686947,25.830329000938043,,,,False,kappa=1.7830; norm=18.7413
0.8,1.0,0.15,2.0312499999133458,5.882755377354192,4.105306999291961,True,35.30070830005251,42.88413984218441,,,,True,stable
0.8,1.0,0.3,2.0312499999133484,5.969201313744614,9.911308595456964,True,76.13490298301032,83.42404208590416,,,,False,kappa=9.9113; norm=76.1349
0.8,1.2,-0.3,2.031249999913347,13.530365112208344,10.800505770278974,True,82.56491400095632,146.08840744903668,,,,False,kappa=10.8005; norm=82.5649
0.8,1.2,-0.15,2.031249999913346,10.401528450334588,4.196698179780504,True,36.2393430422144,62.03891173398677,,,,True,stable
0.8,1.2,0.0,2.031249999913348,5.10637382860053,3.6877456320167328,True,32.51177783025442,50.50822127444368,,,,True,stable
0.8,1.2,0.15,2.0312499999133475,5.958698924033953,8.29438023376764,True,64.89375411350896,88.96551391489152,,,,False,kappa=8.2944; norm=64.8938
0.8,1.2,0.3,2.031249999913347,6.071828974946137,19.830768169500214,True,145.74222760381798,174.9206903713913,,,,False,kappa=19.8308; norm=145.7422
0.8,1.4,-0.3,2.031249999913349,15.76886777665688,19.597087258118954,True,144.1682375458195,286.88027659787605,,,,False,kappa=19.5971; norm=144.1682
0.8,1.4,-0.15,2.0312499999133458,12.606236287500897,7.661223351576692,True,60.60682784002204,115.35285475744534,,,,False,kappa=7.6612; norm=60.6068
0.8,1.4,0.0,2.0312499999133484,5.274424160703364,6.601086972615521,True,53.086776582343695,90.24087021666855,,,,False,kappa=6.6011; norm=53.0868
0.8,1.4,0.15,2.031249999913347,6.066011363568517,14.847346180150595,True,110.87250048060486,165.46032363090586,,,,False,kappa=14.8473; norm=110.8725
0.8,1.4,0.3,2.031249999913349,6.220357893537963,36.229772949875766,True,260.59023624790586,343.4603758805589,,,,False,kappa=36.2298; norm=260.5902
1.0,0.6,-0.3,2.0312499999133458,8.020687185317074,1.6778141133427578,True,17.46191781639844,21.00054403911484,,,,False,kappa=1.6778; norm=17.4619
1.0,0.6,-0.15,2.031249999913346,6.03593047380347,0.6895031352785261,True,9.049905463830443,10.630830618593269,,,,False,kappa=0.6895; norm=9.0499
1.0,0.6,0.0,2.0312499999133466,4.574420645416018,0.6137415217468176,True,8.528944549869742,9.416417523268649,,,,False,kappa=0.6137; norm=8.5289
1.0,0.6,0.15,2.0312499999133458,5.718604477084531,1.3130851786173898,True,14.866092133536716,15.053724244716376,,,,False,kappa=1.3131; norm=14.8661
1.0,0.6,0.3,2.0312499999133475,5.873781080591832,3.4110923400553217,True,30.022102625517086,29.041888453060903,,,,True,stable
1.0,0.8,-0.3,2.0312499999133458,10.937668386027104,5.273679987610218,True,43.70358023027886,66.40939677149612,,,,True,stable
1.0,0.8,-0.15,2.0312499999133475,8.18972941315063,1.9862890495650467,True,20.371768345941778,30.547174488071928,,,,False,kappa=1.9863; norm=20.3718
1.0,0.8,0.0,2.031249999913348,4.953261957647374,1.7830261246146988,True,18.741267393686947,25.830329000938043,,,,False,kappa=1.7830; norm=18.7413
1.0,0.8,0.15,2.0312499999133458,5.882755377354192,4.105306999291961,True,35.30070830005251,42.88413984218441,,,,True,stable
1.0,0.8,0.3,2.0312499999133484,5.969201313744614,9.911308595456964,True,76.13490298301032,83.42404208590416,,,,False,kappa=9.9113; norm=76.1349
1.0,1.0,-0.3,2.0312499999133475,14.132999031538754,12.657530676722997,True,95.58004461152686,174.6243337919495,,,,False,kappa=12.6575; norm=95.5800
1.0,1.0,-0.15,2.031249999913348,10.969802632012113,4.931594938758275,True,41.4285588477893,72.95450356625882,,,,True,stable
1.0,1.0,0.0,2.0312499999133458,5.144890210857373,4.311095516634204,True,36.935597683087,58.80381195090539,,,,True,stable
1.0,1.0,0.15,2.031249999913346,5.9820021297821,9.686335698490291,True,74.67793647877492,104.98489930719,,,,False,kappa=9.6863; norm=74.6779
1.0,1.0,0.3,2.031249999913347,6.105463418377945,23.239883381883008,True,169.62387887654927,208.4679925015392,,,,False,kappa=23.2399; norm=169.6239
1.0,1.2,-0.3,2.031249999913347,16.710798315528937,25.51997609654762,True,185.63080689067348,388.2727198058214,,,,False,kappa=25.5200; norm=185.6308
1.0,1.2,-0.15,2.0312499999133466,13.605435216119735,9.986106270138054,True,76.89040858006928,153.39382433587647,,,,False,kappa=9.9861; norm=76.8904
1.0,1.2,0.0,2.031249999913349,5.373286282437378,8.531553111459184,True,66.64778387920947,117.78119773935241,,,,False,kappa=8.5316; norm=66.6478
1.0,1.2,0.15,2.031249999913347,6.1321893082587815,19.224545086263994,True,141.5401094665745,217.53246743562133,,,,False,kappa=19.2245; norm=141.5401
1.0,1.2,0.3,2.031249999913348,6.304312337556641,47.514722020736585,True,339.59607028776793,465.5459454823961,,,,False,kappa=47.5147; norm=339.5961
1.0,1.4,-0.3,2.0312499999133475,18.600476736121852,45.94767921918839,True,328.6313651950914,765.545967266022,,,,False,kappa=45.9477; norm=328.6314
1.0,1.4,-0.15,2.0312499999133493,15.718403445623792,18.01961197670495,True,133.13019744657524,294.11032566741073,,,,False,kappa=18.0196; norm=133.1302
1.0,1.4,0.0,2.0312499999133475,5.649751956710973,15.151395360471975,True,113.04317451731745,217.4963206324844,,,,False,kappa=15.1514; norm=113.0432
1.0,1.4,0.15,2.0312499999133484,6.317715393512455,34.304489815008715,True,247.12784914270122,402.00496231221825,,,,False,kappa=34.3045; norm=247.1278
1.0,1.4,0.3,2.031249999913347,6.51948944397778,86.97043648756411,True,615.7930554129488,897.3196009576747,,,,False,kappa=86.9704; norm=615.7931
1.2,0.6,-0.3,2.0312499999133466,9.659549777482274,3.454415022613463,True,30.77545799286443,42.78167140260527,,,,True,stable
1.2,0.6,-0.15,2.0312499999133475,7.233248264072603,1.2781498429923455,True,14.886040159115385,20.498839424218346,,,,False,kappa=1.2781; norm=14.8860
1.2,0.6,0.0,2.031249999913346,4.8486391732429865,1.1522515049035162,True,13.84565637334138,17.662656808938124,,,,False,kappa=1.1523; norm=13.8457
1.2,0.6,0.15,2.0312499999133466,5.840694315636917,2.713809421920957,True,25.330508527925424,28.807409324734934,,,,False,norm=25.3305
1.2,0.6,0.3,2.0312499999133458,5.934766272133241,6.700012881314668,True,53.490521695644226,55.834601631606446,,,,False,kappa=6.7000; norm=53.4905
1.2,0.8,-0.3,2.031249999913347,13.530365112208344,10.800505770278974,True,82.56491400095632,146.08840744903668,,,,False,kappa=10.8005; norm=82.5649
1.2,0.8,-0.15,2.031249999913346,10.401528450334588,4.196698179780504,True,36.2393430422144,62.03891173398677,,,,True,stable
1.2,0.8,0.0,2.031249999913348,5.10637382860053,3.6877456320167328,True,32.51177783025442,50.50822127444368,,,,True,stable
1.2,0.8,0.15,2.0312499999133475,5.958698924033953,8.29438023376764,True,64.89375411350896,88.96551391489152,,,,False,kappa=8.2944; norm=64.8938
1.2,0.8,0.3,2.031249999913347,6.071828974946137,19.830768169500214,True,145.74222760381798,174.9206903713913,,,,False,kappa=19.8308; norm=145.7422
1.2,1.0,-0.3,2.031249999913347,16.710798315528937,25.51997609654762,True,185.63080689067348,388.2727198058214,,,,False,kappa=25.5200; norm=185.6308
1.2,1.0,-0.15,2.0312499999133466,13.605435216119735,9.986106270138054,True,76.89040858006928,153.39382433587647,,,,False,kappa=9.9861; norm=76.8904
1.2,1.0,0.0,2.031249999913349,5.373286282437378,8.531553111459184,True,66.64778387920947,117.78119773935241,,,,False,kappa=8.5316; norm=66.6478
1.2,1.0,0.15,2.031249999913347,6.1321893082587815,19.224545086263994,True,141.5401094665745,217.53246743562133,,,,False,kappa=19.2245; norm=141.5401
1.2,1.0,0.3,2.031249999913348,6.304312337556641,47.514722020736585,True,339.59607028776793,465.5459454823961,,,,False,kappa=47.5147; norm=339.5961
1.2,1.2,-0.3,2.0312499999133484,18.910315977990578,51.16467330651566,True,365.15177688088266,867.1458361319826,,,,False,kappa=51.1647; norm=365.1518
1.2,1.2,-0.15,2.031249999913347,16.077067770617827,20.080386626073953,True,147.556777263262,331.827980801932,,,,False,kappa=20.0804; norm=147.5568
1.2,1.2,0.0,2.0312499999133475,5.707344594252579,16.844364333020177,True,124.89834727909385,243.9922989443926,,,,False,kappa=16.8444; norm=124.8983
1.2,1.2,0.15,2.0312499999133493,6.356217212494433,38.17146734372307,True,274.1997999195099,450.69685982835506,,,,False,kappa=38.1715; norm=274.1998
1.2,1.2,0.3,2.031249999913348,6.561516984321983,97.11795457037532,True,686.8256819926272,1008.2443490742147,,,,False,kappa=97.1180; norm=686.8257
1.2,1.4,-0.3,2.031249999913349,20.40961872857615,92.4024679461691,True,653.8172756231837,1719.2135861785478,,,,False,kappa=92.4025; norm=653.8173
1.2,1.4,-0.15,2.0312499999133466,17.853213422358493,36.53605741400484,True,262.75240189803384,647.046408774544,,,,False,kappa=36.5361; norm=262.7524
1.2,1.4,0.0,2.0312499999133484,6.046118167606363,30.373607029742143,True,219.615249208195,465.27347043028846,,,,False,kappa=30.3736; norm=219.6152
1.2,1.4,0.15,2.031249999913348,6.582148733346672,69.15110862468033,True,491.0577603727623,860.6885850807191,,,,False,kappa=69.1511; norm=491.0578
1.2,1.4,0.3,2.0312499999133484,6.796325905229925,178.086600141694,True,1253.606200991858,1905.5638582792978,,,,False,kappa=178.0866; norm=1253.6062
1.4,0.6,-0.3,2.031249999913347,11.598322477618835,6.398553820981241,True,51.64284516128706,81.82554900437563,,,,False,norm=51.6428
1.4,0.6,-0.15,2.031249999913348,8.716711570733974,2.436511515185919,True,23.679308761989255,36.842363210749284,,,,False,norm=23.6793
1.4,0.6,0.0,2.0312499999133466,4.994607412045221,2.1763072999187387,True,21.651366725903173,30.87075345176075,,,,False,norm=21.6514
1.4,0.6,0.15,2.0312499999133466,5.900562426446879,4.963988292734067,True,41.395069690577444,51.92733691239347,,,,True,stable
1.4,0.6,0.3,2.031249999913347,5.989914274263855,11.90305524099042,True,90.13999324183074,101.0634957325831,,,,False,kappa=11.9031; norm=90.1400
1.4,0.8,-0.3,2.031249999913349,15.76886777665688,19.597087258118954,True,144.1682375458195,286.88027659787605,,,,False,kappa=19.5971; norm=144.1682
1.4,0.8,-0.15,2.0312499999133458,12.606236287500897,7.661223351576692,True,60.60682784002204,115.35285475744534,,,,False,kappa=7.6612; norm=60.6068
1.4,0.8,0.0,2.0312499999133484,5.274424160703364,6.601086972615521,True,53.086776582343695,90.24087021666855,,,,False,kappa=6.6011; norm=53.0868
1.4,0.8,0.15,2.031249999913347,6.066011363568517,14.847346180150595,True,110.87250048060486,165.46032363090586,,,,False,kappa=14.8473; norm=110.8725
1.4,0.8,0.3,2.031249999913349,6.220357893537963,36.229772949875766,True,260.59023624790586,343.4603758805589,,,,False,kappa=36.2298; norm=260.5902
1.4,1.0,-0.3,2.0312499999133475,18.600476736121852,45.94767921918839,True,328.6313651950914,765.545967266022,,,,False,kappa=45.9477; norm=328.6314
1.4,1.0,-0.15,2.0312499999133493,15.718403445623792,18.01961197670495,True,133.13019744657524,294.11032566741073,,,,False,kappa=18.0196; norm=133.1302
1.4,1.0,0.0,2.0312499999133475,5.649751956710973,15.151395360471975,True,113.04317451731745,217.4963206324844,,,,False,kappa=15.1514; norm=113.0432
1.4,1.0,0.15,2.0312499999133484,6.317715393512455,34.304489815008715,True,247.12784914270122,402.00496231221825,,,,False,kappa=34.3045; norm=247.1278
1.4,1.0,0.3,2.031249999913347,6.51948944397778,86.97043648756411,True,615.7930554129488,897.3196009576747,,,,False,kappa=86.9704; norm=615.7931
1.4,1.2,-0.3,2.031249999913349,20.40961872857615,92.4024679461691,True,653.8172756231837,1719.2135861785478,,,,False,kappa=92.4025; norm=653.8173
1.4,1.2,-0.15,2.0312499999133466,17.853213422358493,36.53605741400484,True,262.75240189803384,647.046408774544,,,,False,kappa=36.5361; norm=262.7524
1.4,1.2,0.0,2.0312499999133484,6.046118167606363,30.373607029742143,True,219.615249208195,465.27347043028846,,,,False,kappa=30.3736; norm=219.6152
1.4,1.2,0.15,2.031249999913348,6.582148733346672,69.15110862468033,True,491.0577603727623,860.6885850807191,,,,False,kappa=69.1511; norm=491.0578
1.4,1.2,0.3,2.0312499999133484,6.796325905229925,178.086600141694,True,1253.606200991858,1905.5638582792978,,,,False,kappa=178.0866; norm=1253.6062
1.4,1.4,-0.3,2.031249999913347,21.601282934767884,168.04193319898712,True,1183.2935323929098,3419.0392541167284,,,,False,kappa=168.0419; norm=1183.2935
1.4,1.4,-0.15,2.031249999913349,19.30406983726509,67.45923571118917,True,479.2146499783242,1279.547516027918,,,,False,kappa=67.4592; norm=479.2146
1.4,1.4,0.0,2.0312499999133475,6.397556555165265,55.99050258302082,True,398.93351808114573,915.5979404319805,,,,False,kappa=55.9905; norm=398.9335
1.4,1.4,0.15,2.0312499999133475,6.817360884673805,127.97583350699482,True,902.8308345489637,1718.8818512003072,,,,False,kappa=127.9758; norm=902.8308
1.4,1.4,0.3,2.031249999913348,7.025982240692333,330.19027186033003,True,2318.33190302231,3716.4408278780425,,,,False,kappa=330.1903; norm=2318.3319
