epoch,phase,loss,torsion,volume,topological,boundary,det_gram_h2,lr
30,phase1_neck_stability,2.4052757024765015,0.01444921176880598,2.036977093666792e-07,1.789189338684082,1.2177225947380066,1.002100646495819,9.999765255782128e-05
31,phase1_neck_stability,2.406516194343567,0.01347548607736826,2.1012965589761734e-07,1.7891890406608582,1.2211780548095703,1.0021008849143982,9.999749866852707e-05
32,phase1_neck_stability,2.405510425567627,0.012606251984834671,2.1341838873922825e-07,1.789189338684082,1.2200350761413574,1.002100646495819,9.99973398940256e-05
33,phase1_neck_stability,2.405871033668518,0.01236427528783679,2.140150172635913e-07,1.7891895174980164,1.2209979891777039,1.0021005272865295,9.999717623433253e-05
34,phase1_neck_stability,2.4039385318756104,0.011118432506918907,2.1072628442198038e-07,1.7891889810562134,1.2183798551559448,1.002100944519043,9.999700768946403e-05
35,phase1_neck_stability,2.4049285650253296,0.01124114589765668,2.1413143258541822e-07,1.7891889810562134,1.220237135887146,1.002100944519043,9.99968342594367e-05
36,phase1_neck_stability,2.403635025024414,0.009939246345311403,2.1340383682399988e-07,1.7891890406608582,1.2189518809318542,1.002100944519043,9.999665594426769e-05
37,phase1_neck_stability,2.4033944606781006,0.010170362424105406,2.0774314180016518e-07,1.7891893982887268,1.2182390093803406,1.002100646495819,9.999647274397459e-05
38,phase1_neck_stability,2.4056516885757446,0.009153289254754782,2.10275175049901e-07,1.7891895174980164,1.2237702012062073,1.0021005272865295,9.999628465857546e-05
39,phase1_neck_stability,2.403447389602661,0.009035591967403889,2.0735024008899927e-07,1.7891894578933716,1.219479262828827,1.0021004676818848,9.99960916880889e-05
40,phase1_neck_stability,2.4036988019943237,0.008475880604237318,2.1071173250675201e-07,1.789189338684082,1.2205421328544617,1.002100646495819,9.999589383253392e-05
41,phase1_neck_stability,2.402521014213562,0.008353499229997396,2.0586594473570585e-07,1.7891892194747925,1.2183093428611755,1.0021007657051086,9.999569109193008e-05
42,phase1_neck_stability,2.4025650024414062,0.007615241454914212,2.1116284187883139e-07,1.7891892194747925,1.2191354036331177,1.0021007657051086,9.999548346629737e-05
43,phase1_neck_stability,2.4017655849456787,0.007429747376590967,2.1167215891182423e-07,1.7891889810562134,1.2177226543426514,1.002100944519043,9.999527095565628e-05
44,phase1_neck_stability,2.4022055864334106,0.007208686089143157,2.0835432223975658e-07,1.7891893982887268,1.2188228368759155,1.0021005272865295,9.999505356002779e-05
45,phase1_neck_stability,2.4026029109954834,0.007162101799622178,2.0876177586615086e-07,1.789189338684082,1.2196641564369202,1.002100646495819,9.999483127943336e-05
46,phase1_neck_stability,2.402257561683655,0.006716774543747306,2.0991137716919184e-07,1.7891891598701477,1.2194191813468933,1.0021007657051086,9.99946041138949e-05
47,phase1_neck_stability,2.4017940759658813,0.0068428784143179655,2.064625732600689e-07,1.7891892194747925,1.218366026878357,1.0021007657051086,9.999437206343488e-05
48,phase1_neck_stability,2.402179718017578,0.0062263887375593185,2.093147486448288e-07,1.789189338684082,1.2197535037994385,1.002100646495819,9.999413512807617e-05
49,phase1_neck_stability,2.4030425548553467,0.006524577038362622,2.1595042198896408e-07,1.7891890406608582,1.2211814522743225,1.0021008849143982,9.999389330784216e-05
50,phase1_neck_stability,2.4021058082580566,0.005920118885114789,2.0678271539509296e-07,1.7891891598701477,1.2199124097824097,1.0021007657051086,9.999364660275672e-05
51,phase1_neck_stability,2.4024254083633423,0.006085860310122371,2.1069718059152365e-07,1.7891892790794373,1.2203855514526367,1.0021007061004639,9.99933950128442e-05
52,phase1_neck_stability,2.4018934965133667,0.005616213195025921,2.0903826225548983e-07,1.7891892194747925,1.2197914719581604,1.0021007657051086,9.999313853812943e-05
53,phase1_neck_stability,2.4023327827453613,0.006084914552047849,2.074229996651411e-07,1.7891890406608582,1.2202016711235046,1.0021008849143982,9.999287717863772e-05
54,phase1_neck_stability,2.4010123014450073,0.005086380057036877,2.0638981368392706e-07,1.7891888618469238,1.218559741973877,1.0021010637283325,9.999261093439487e-05
55,phase1_neck_stability,2.4025332927703857,0.005891315406188369,2.0964944269508123e-07,1.7891891598701477,1.2207961082458496,1.0021008253097534,9.999233980542715e-05
56,phase1_neck_stability,2.4014289379119873,0.004792093066498637,2.0393054001033306e-07,1.7891889214515686,1.219687044620514,1.0021010041236877,9.999206379176132e-05
57,phase1_neck_stability,2.401567578315735,0.006227946607396007,2.085726009681821e-07,1.7891895771026611,1.2185271978378296,1.00210040807724,9.999178289342462e-05
58,phase1_neck_stability,2.4014346599578857,0.0044490119908005,2.038286766037345e-07,1.7891896963119507,1.2200400829315186,1.0021003484725952,9.999149711044478e-05
59,phase1_neck_stability,2.401966094970703,0.006603257264941931,2.0653533283621073e-07,1.789189100265503,1.2189499139785767,1.0021008253097534,9.999120644285001e-05
60,phase1_neck_stability,2.4016443490982056,0.004683544393628836,2.1081359591335058e-07,1.7891894578933716,1.2202255129814148,1.0021005868911743,9.999091089066899e-05
61,phase1_neck_stability,2.4038448333740234,0.007695545442402363,2.090964699164033e-07,1.7891889810562134,1.2216153740882874,1.002100944519043,9.999061045393088e-05
62,phase1_neck_stability,2.402280569076538,0.006529711419716477,2.0621519070118666e-07,1.7891892194747925,1.2196521162986755,1.0021007657051086,9.999030513266536e-05
63,phase1_neck_stability,2.4027527570724487,0.006508460268378258,2.05356627702713e-07,1.7891894578933716,1.2206172347068787,1.0021005272865295,9.998999492690252e-05
64,phase1_neck_stability,2.4033480882644653,0.006886882008984685,2.0455627236515284e-07,1.7891894578933716,1.221429467201233,1.0021005272865295,9.998967983667302e-05
65,phase1_neck_stability,2.4019017219543457,0.005755217280238867,2.062442945316434e-07,1.7891893982887268,1.2196685671806335,1.0021005868911743,9.998935986200793e-05
66,phase1_neck_stability,2.402558922767639,0.0062659678515046835,2.079905243590474e-07,1.7891893982887268,1.2204723358154297,1.0021005868911743,9.998903500293886e-05
67,phase1_neck_stability,2.402217149734497,0.005241802195087075,2.0660809241235256e-07,1.7891893982887268,1.220812976360321,1.0021005272865295,9.998870525949785e-05
68,phase1_neck_stability,2.402141571044922,0.006376276956871152,2.0381412468850613e-07,1.7891897559165955,1.219526469707489,1.0021002888679504,9.998837063171743e-05
69,phase1_neck_stability,2.4012293815612793,0.004938354715704918,2.0643346942961216e-07,1.789189100265503,1.2191413640975952,1.0021008253097534,9.998803111963065e-05
70,phase1_neck_stability,2.402553081512451,0.0065230128820985556,2.0841252990067005e-07,1.7891894578933716,1.2202033996582031,1.0021005868911743,9.998768672327103e-05
71,phase1_neck_stability,2.401621699333191,0.005443442612886429,2.0529842004179955e-07,1.7891899943351746,1.219419002532959,1.0020999908447266,9.998733744267252e-05
72,phase1_neck_stability,2.401797890663147,0.006031033582985401,2.0819425117224455e-07,1.7891894578933716,1.2191848754882812,1.0021005868911743,9.998698327786962e-05
73,phase1_neck_stability,2.401585340499878,0.005913150031119585,2.1263258531689644e-07,1.7891892790794373,1.2188780307769775,1.0021007061004639,9.998662422889729e-05
74,phase1_neck_stability,2.4020079374313354,0.005488517228513956,2.062879502773285e-07,1.7891899347305298,1.2201468348503113,1.0021000504493713,9.998626029579096e-05
75,phase1_neck_stability,2.4025793075561523,0.006181540200486779,2.0855804905295372e-07,1.7891895174980164,1.2205970883369446,1.0021004676818848,9.998589147858653e-05
76,phase1_neck_stability,2.4010926485061646,0.005344353383406997,2.1082814782857895e-07,1.7891889214515686,1.2184625267982483,1.0021010041236877,9.998551777732042e-05
77,phase1_neck_stability,2.4019570350646973,0.005756525089964271,2.0854349713772535e-07,1.7891889810562134,1.2197786569595337,1.002100944519043,9.998513919202952e-05
78,phase1_neck_stability,2.401456117630005,0.005514468532055616,2.0919833332300186e-07,1.7891891598701477,1.2190184593200684,1.0021007657051086,9.998475572275118e-05
79,phase1_neck_stability,2.4010425806045532,0.005296393996104598,2.0941661205142736e-07,1.7891889810562134,1.2184098958969116,1.002100944519043,9.998436736952325e-05
80,phase1_neck_stability,2.401799440383911,0.005604127189144492,2.0732113625854254e-07,1.7891889810562134,1.2196159958839417,1.002100944519043,9.998397413238407e-05
81,phase1_neck_stability,2.4014832973480225,0.005498787155374885,2.139713615179062e-07,1.789189338684082,1.2190883159637451,1.0021005868911743,9.998357601137244e-05
82,phase1_neck_stability,2.4013243913650513,0.0054749720729887486,2.0675361156463623e-07,1.7891899347305298,1.2187930345535278,1.0021001100540161,9.998317300652765e-05
83,phase1_neck_stability,2.4018250703811646,0.005185648566111922,2.052256604656577e-07,1.789189875125885,1.220084011554718,1.0021001696586609,9.998276511788949e-05
84,phase1_neck_stability,2.401890277862549,0.005234882002696395,2.120359567925334e-07,1.7891892194747925,1.2201662063598633,1.0021007657051086,9.99823523454982e-05
85,phase1_neck_stability,2.4019858837127686,0.005156844621524215,2.0266452338546515e-07,1.7891895174980164,1.2204350233078003,1.0021005272865295,9.998193468939453e-05
86,phase1_neck_stability,2.4015742540359497,0.005044025368988514,2.0534207578748465e-07,1.7891895174980164,1.2197248339653015,1.0021004676818848,9.998151214961969e-05
87,phase1_neck_stability,2.402053475379944,0.004744054051116109,2.0691368263214827e-07,1.7891897559165955,1.2209827303886414,1.0021002888679504,9.998108472621539e-05
88,phase1_neck_stability,2.401005268096924,0.005053509725257754,2.096203388646245e-07,1.7891892194747925,1.2185777425765991,1.0021007657051086,9.99806524192238e-05
89,phase1_neck_stability,2.4008843898773193,0.0046305900905281305,2.0787410903722048e-07,1.7891893982887268,1.2187586426734924,1.0021005272865295,9.99802152286876e-05
90,phase1_neck_stability,2.400555968284607,0.004883939167484641,2.1026062313467264e-07,1.7891891598701477,1.217848777770996,1.0021007657051086,9.997977315464996e-05
91,phase1_neck_stability,2.4014428853988647,0.004591245902702212,2.047017915174365e-07,1.7891892194747925,1.2199152708053589,1.0021007061004639,9.997932619715449e-05
92,phase1_neck_stability,2.4014110565185547,0.004763786448165774,2.060260158032179e-07,1.789189338684082,1.2196785807609558,1.002100646495819,9.99788743562453e-05
93,phase1_neck_stability,2.4008501768112183,0.004358445759862661,2.0739389583468437e-07,1.7891894578933716,1.2189620733261108,1.0021005868911743,9.997841763196697e-05
94,phase1_neck_stability,2.4005026817321777,0.005315197864547372,2.0423613023012877e-07,1.7891892790794373,1.2173107862472534,1.002100646495819,9.997795602436462e-05
95,phase1_neck_stability,2.4004416465759277,0.004422700963914394,2.0889274310320616e-07,1.7891892790794373,1.2180810570716858,1.002100646495819,9.997748953348377e-05
96,phase1_neck_stability,2.401728868484497,0.005128850229084492,2.104497980326414e-07,1.7891891598701477,1.2199496626853943,1.0021007657051086,9.997701815937049e-05
97,phase1_neck_stability,2.401890754699707,0.004245106363669038,2.0825245883315802e-07,1.789189636707306,1.2211564183235168,1.0021003484725952,9.997654190207129e-05
98,phase1_neck_stability,2.4016000032424927,0.005291617009788752,2.0748120732605457e-07,1.789189100265503,1.2195292711257935,1.0021008253097534,9.997606076163317e-05
99,phase1_neck_stability,2.4015955924987793,0.00456739473156631,2.1218147594481707e-07,1.7891894578933716,1.2202439308166504,1.0021004676818848,9.997557473810362e-05
100,phase1_neck_stability,2.4022310972213745,0.005184529582038522,2.1193409338593483e-07,1.789189338684082,1.2208980917930603,1.002100646495819,9.99750838315306e-05
101,phase1_neck_stability,2.401703953742981,0.00496951281093061,2.0919833332300186e-07,1.7891893982887268,1.2200587391853333,1.0021005272865295,9.997458804196258e-05
102,phase1_neck_stability,2.401032328605652,0.004667532164603472,2.0761217456310987e-07,1.789189875125885,1.2190167307853699,1.0021000504493713,9.997408736944847e-05
103,phase1_neck_stability,2.4001576900482178,0.004640435334295034,2.1015875972807407e-07,1.7891894578933716,1.2172952890396118,1.0021004676818848,9.99735818140377e-05
104,phase1_neck_stability,2.4008431434631348,0.0048328423872590065,2.0425068214535713e-07,1.7891889810562134,1.218474566936493,1.002100944519043,9.997307137578016e-05
105,phase1_neck_stability,2.4008431434631348,0.004257577005773783,2.0954757928848267e-07,1.7891892790794373,1.219049334526062,1.0021007061004639,9.997255605472624e-05
106,phase1_neck_stability,2.40113627910614,0.004582889145240188,2.090528141707182e-07,1.7891892790794373,1.2193101644515991,1.002100646495819,9.997203585092677e-05
107,phase1_neck_stability,2.401352643966675,0.0041599152609705925,2.1020241547375917e-07,1.789189338684082,1.2201657891273499,1.0021005868911743,9.997151076443312e-05
108,phase1_neck_stability,2.4014155864715576,0.0046504647471010685,2.1370942704379559e-07,1.7891894578933716,1.2198009490966797,1.0021004676818848,9.997098079529712e-05
109,phase1_neck_stability,2.401184916496277,0.0042012822814285755,2.0590960048139095e-07,1.7891893982887268,1.2197889685630798,1.0021005272865295,9.997044594357106e-05
110,phase1_neck_stability,2.401307702064514,0.004283764865249395,2.0445440895855427e-07,1.7891892790794373,1.2199520468711853,1.002100646495819,9.996990620930771e-05
111,phase1_neck_stability,2.401754856109619,0.004127310821786523,2.099259290844202e-07,1.789189338684082,1.2210026979446411,1.002100646495819,9.99693615925604e-05
112,phase1_neck_stability,2.401461362838745,0.004274612059816718,2.125161699950695e-07,1.7891888618469238,1.2202695608139038,1.0021010637283325,9.99688120933828e-05
113,phase1_neck_stability,2.4004156589508057,0.004448121879249811,2.0537117961794138e-07,1.7891921997070312,1.2179979085922241,1.002097725868225,9.99682577118292e-05
114,phase1_neck_stability,2.402230978012085,0.00791664607822895,2.0743755158036947e-07,1.7891890406608582,1.218166470527649,1.0021008849143982,9.99676984479543e-05
115,phase1_neck_stability,2.401737332344055,0.003940492635592818,2.073356881737709e-07,1.7891892194747925,1.221155047416687,1.0021007657051086,9.99671343018133e-05
116,phase1_neck_stability,2.402677297592163,0.007306689629331231,2.0270817913115025e-07,1.7891892790794373,1.2196685671806335,1.002100646495819,9.996656527346187e-05
117,phase1_neck_stability,2.4021804332733154,0.0076760773081332445,2.0912557374686003e-07,1.7891889810562134,1.218306064605713,1.002100944519043,9.996599136295617e-05
118,phase1_neck_stability,2.4020501375198364,0.005526514491066337,2.0813604351133108e-07,1.7891894578933716,1.2201939225196838,1.0021005272865295,9.996541257035286e-05
119,phase1_neck_stability,2.402067184448242,0.005771119147539139,2.1116284187883139e-07,1.789189338684082,1.2199835777282715,1.0021005868911743,9.996482889570905e-05
120,phase1_neck_stability,2.4028232097625732,0.006094471085816622,2.1369487512856722e-07,1.7891892790794373,1.221172571182251,1.0021007061004639,9.996424033908236e-05
121,phase1_neck_stability,2.4023712873458862,0.0053664506413042545,2.0238803699612617e-07,1.7891891598701477,1.2209970355033875,1.0021007657051086,9.996364690053086e-05
122,phase1_neck_stability,2.402199387550354,0.005162408109754324,2.0767038222402334e-07,1.7891895174980164,1.2208563089370728,1.00210040807724,9.996304858011312e-05
123,phase1_neck_stability,2.4010581970214844,0.005141574423760176,2.0852894522249699e-07,1.7891889810562134,1.218595802783966,1.002100944519043,9.996244537788822e-05
124,phase1_neck_stability,2.4019389152526855,0.004898810759186745,2.074666554108262e-07,1.789189636707306,1.2205989956855774,1.00210040807724,9.996183729391568e-05
125,phase1_neck_stability,2.401501774787903,0.004459638614207506,2.1280720829963684e-07,1.789189100265503,1.220164716243744,1.0021008253097534,9.99612243282555e-05
126,phase1_neck_stability,2.4015737771987915,0.005019837757572532,2.1046434994786978e-07,1.7891892194747925,1.219748318195343,1.0021007061004639,9.996060648096817e-05
127,phase1_neck_stability,2.40095055103302,0.004560287808999419,2.0771403796970844e-07,1.7891888618469238,1.2189621329307556,1.0021010637283325,9.995998375211469e-05
128,phase1_neck_stability,2.400536298751831,0.004905299749225378,2.1174491848796606e-07,1.7891893982887268,1.217787504196167,1.0021005868911743,9.995935614175653e-05
129,phase1_neck_stability,2.4014217853546143,0.0043744121212512255,2.0839797798544168e-07,1.7891888618469238,1.2200904488563538,1.0021010637283325,9.995872364995561e-05
130,phase1_neck_stability,2.4020819664001465,0.004821374313905835,2.077285898849368e-07,1.7891892194747925,1.220963180065155,1.0021007061004639,9.995808627677437e-05
131,phase1_neck_stability,2.4006444215774536,0.004261420574039221,2.04920070245862e-07,1.7891892790794373,1.2186481952667236,1.0021007061004639,9.995744402227571e-05
132,phase1_neck_stability,2.4010021686553955,0.0046315311919897795,2.034794306382537e-07,1.7891892790794373,1.218993365764618,1.002100646495819,9.995679688652303e-05
133,phase1_neck_stability,2.402308702468872,0.00448346883058548,2.08965502679348e-07,1.789189636707306,1.2217538356781006,1.0021003484725952,9.995614486958016e-05
134,phase1_neck_stability,2.401051640510559,0.0042696138843894005,2.100132405757904e-07,1.7891892194747925,1.2194544672966003,1.0021007061004639,9.99554879715115e-05
135,phase1_neck_stability,2.401015520095825,0.004140601260587573,2.0978040993213654e-07,1.7891891598701477,1.219511330127716,1.0021007657051086,9.995482619238187e-05
136,phase1_neck_stability,2.4005249738693237,0.0040059275925159454,2.0941661205142736e-07,1.7891892790794373,1.2186647057533264,1.0021007061004639,9.995415953225656e-05
137,phase1_neck_stability,2.400757074356079,0.0036948389606550336,2.0803418010473251e-07,1.789189875125885,1.2194386720657349,1.0021002292633057,9.99534879912014e-05
138,phase1_neck_stability,2.4023470878601074,0.004190267762169242,2.08965502679348e-07,1.7891890406608582,1.222124695777893,1.0021008849143982,9.995281156928264e-05
139,phase1_neck_stability,2.4009881019592285,0.003702300484292209,2.074229996651411e-07,1.789188802242279,1.219895601272583,1.0021011233329773,9.995213026656706e-05
140,phase1_neck_stability,2.400329351425171,0.004032713361084461,2.050510374829173e-07,1.7891892790794373,1.2182465195655823,1.002100646495819,9.99514440831219e-05
141,phase1_neck_stability,2.4008021354675293,0.0036699383053928614,2.1008600015193224e-07,1.7891902327537537,1.219552993774414,1.002099871635437,9.995075301901486e-05
142,phase1_neck_stability,2.400579571723938,0.0038706178311258554,2.0510924514383078e-07,1.7891892790794373,1.218909204006195,1.002100646495819,9.995005707431416e-05
143,phase1_neck_stability,2.3995054960250854,0.00335242529399693,2.0288280211389065e-07,1.7891894578933716,1.2172788977622986,1.0021005272865295,9.994935624908851e-05
144,phase1_neck_stability,2.401331663131714,0.00404022540897131,2.075103111565113e-07,1.7891891598701477,1.22024405002594,1.0021007657051086,9.994865054340707e-05
145,phase1_neck_stability,2.400802731513977,0.0034051166148856282,2.0283914636820555e-07,1.7891895771026611,1.219820499420166,1.0021004676818848,9.994793995733946e-05
146,phase1_neck_stability,2.401520252227783,0.004033187637105584,2.144515747204423e-07,1.7891890406608582,1.2206283807754517,1.0021008849143982,9.994722449095584e-05
147,phase1_neck_stability,2.4005324840545654,0.0035228495253250003,2.062442945316434e-07,1.789189100265503,1.2191631197929382,1.0021008253097534,9.994650414432681e-05
148,phase1_neck_stability,2.400288701057434,0.0033718455815687776,2.11861333809793e-07,1.789189338684082,1.2188259363174438,1.0021005868911743,9.994577891752346e-05
149,phase1_neck_stability,2.3995898962020874,0.003522365936078131,2.070300979539752e-07,1.789188802242279,1.2172788977622986,1.0021011233329773,9.99450488106174e-05
150,phase1_neck_stability,2.4003134965896606,0.0033157424768432975,2.1034793462604284e-07,1.7891890406608582,1.2189322710037231,1.0021008849143982,9.994431382368066e-05
151,phase1_neck_stability,2.401249051094055,0.003451072727330029,2.064625732600689e-07,1.7891892194747925,1.2206676602363586,1.0021007061004639,9.994357395678577e-05
152,phase1_neck_stability,2.40013325214386,0.0031096843304112554,2.1059531718492508e-07,1.7891890406608582,1.2187778949737549,1.0021008849143982,9.99428292100058e-05
153,phase1_neck_stability,2.4003427028656006,0.0035571305779740214,2.0436709746718407e-07,1.7891891598701477,1.2187490463256836,1.0021007657051086,9.99420795834142e-05
154,phase1_neck_stability,2.400463819503784,0.003178672632202506,2.0784500520676374e-07,1.789189100265503,1.2193700075149536,1.0021008253097534,9.994132507708499e-05
155,phase1_neck_stability,2.401671528816223,0.0033277225447818637,2.077722456306219e-07,1.7891889810562134,1.2216366529464722,1.002100944519043,9.994056569109261e-05
156,phase1_neck_stability,2.4006690979003906,0.003275328199379146,2.077285898849368e-07,1.7891888618469238,1.2196842432022095,1.0021010637283325,9.993980142551202e-05
157,phase1_neck_stability,2.400596022605896,0.003175884485244751,2.101442078128457e-07,1.7891892790794373,1.2196367383003235,1.002100646495819,9.993903228041866e-05
158,phase1_neck_stability,2.4016164541244507,0.00321696896571666,2.0669540390372276e-07,1.7891897559165955,1.221635639667511,1.0021002888679504,9.993825825588843e-05
159,phase1_neck_stability,2.4006670713424683,0.0033795664785429835,2.0473089534789324e-07,1.7891891598701477,1.2195755243301392,1.0021007657051086,9.993747935199774e-05
160,phase1_neck_stability,2.4001013040542603,0.003050466300919652,2.0886363927274942e-07,1.789191484451294,1.2187684774398804,1.0020984411239624,9.993669556882343e-05
161,phase1_neck_stability,2.402264356613159,0.005947578931227326,2.101442078128457e-07,1.7891891598701477,1.220202088356018,1.0021007657051086,9.99359069064429e-05
162,phase1_neck_stability,2.400439977645874,0.0033768571447581053,2.061133272945881e-07,1.7891893982887268,1.2191232442855835,1.0021005868911743,9.993511336493396e-05
163,phase1_neck_stability,2.4016613960266113,0.004002905450761318,2.1074083633720875e-07,1.7891892790794373,1.2209404110908508,1.002100646495819,9.993431494437494e-05
164,phase1_neck_stability,2.401440739631653,0.004390239482745528,2.0969309844076633e-07,1.7891897559165955,1.220111072063446,1.0021002292633057,9.993351164484464e-05
165,phase1_neck_stability,2.4010472297668457,0.003308126935735345,2.0839797798544168e-07,1.7891890406608582,1.2204076051712036,1.0021008849143982,9.993270346642234e-05
166,phase1_neck_stability,2.4008084535598755,0.004044278291985393,2.048327587544918e-07,1.7891894578933716,1.2191928625106812,1.0021005272865295,9.993189040918779e-05
167,phase1_neck_stability,2.40040385723114,0.003542743274010718,2.0573497749865055e-07,1.789190649986267,1.2188829183578491,1.002099335193634,9.993107247322125e-05
168,phase1_neck_stability,2.400561213493347,0.0033434558426961303,2.0950392354279757e-07,1.789189338684082,1.2193995714187622,1.002100646495819,9.993024965860346e-05
169,phase1_neck_stability,2.4009549617767334,0.0035347556695342064,2.0627339836210012e-07,1.789189100265503,1.21999591588974,1.0021008849143982,9.99294219654156e-05
170,phase1_neck_stability,2.400656819343567,0.003113709157332778,2.0753941498696804e-07,1.7891895174980164,1.219819962978363,1.0021005272865295,9.992858939373938e-05
171,phase1_neck_stability,2.400341272354126,0.0033401240361854434,2.0788866095244884e-07,1.7891889810562134,1.218963623046875,1.002100944519043,9.992775194365697e-05
172,phase1_neck_stability,2.400435447692871,0.003146528615616262,2.0743755158036947e-07,1.7891894578933716,1.219344437122345,1.0021004676818848,9.992690961525102e-05
173,phase1_neck_stability,2.3993399143218994,0.003083498915657401,2.0572042558342218e-07,1.7891890406608582,1.2172173857688904,1.0021008849143982,9.992606240860466e-05
174,phase1_neck_stability,2.400926351547241,0.003008097526617348,2.0836887415498495e-07,1.7891889214515686,1.2204660177230835,1.0021010041236877,9.992521032380151e-05
175,phase1_neck_stability,2.400652050971985,0.0030191567493602633,2.1127925720065832e-07,1.7891947031021118,1.2198947072029114,1.002095341682434,9.992435336092566e-05
