epoch,phase,loss,torsion,volume,topological,boundary,det_gram_h2,lr
0,phase1_neck_stability,5.767794609069824,6.7379419803619385,2.415908966213465e-07,1.789189338684082,1.2192680835723877,1.0021005868911743,9.999999755727293e-05
1,phase1_neck_stability,3.9422112703323364,3.0862680673599243,2.444867277517915e-07,1.7891907691955566,1.2197720408439636,1.0020992755889893,9.999999022909196e-05
2,phase1_neck_stability,3.2520482540130615,1.7070614099502563,2.458400558680296e-07,1.7891888618469238,1.2186563611030579,1.0021010637283325,9.999997801545782e-05
3,phase1_neck_stability,2.9223350286483765,1.0454179644584656,2.4744076654314995e-07,1.789189338684082,1.220872402191162,1.002100646495819,9.999996091637173e-05
4,phase1_neck_stability,2.7460787296295166,0.6944617629051208,2.476299414411187e-07,1.7891890406608582,1.2193168997764587,1.002100944519043,9.999993893183533e-05
5,phase1_neck_stability,2.640981674194336,0.48331406712532043,2.448796294629574e-07,1.7891892194747925,1.2202694416046143,1.0021007657051086,9.999991206185084e-05
6,phase1_neck_stability,2.5726577043533325,0.34690728783607483,2.4323526304215193e-07,1.7891892194747925,1.220028579235077,1.0021007657051086,9.999988030642087e-05
7,phase1_neck_stability,2.5269205570220947,0.2546059489250183,2.424203557893634e-07,1.7891891598701477,1.220855951309204,1.0021008253097534,9.99998436655486e-05
8,phase1_neck_stability,2.496234178543091,0.19532716274261475,2.445158315822482e-07,1.7891892194747925,1.2187618613243103,1.0021007061004639,9.99998021392376e-05
9,phase1_neck_stability,2.4764517545700073,0.15483499318361282,2.448796294629574e-07,1.7891894578933716,1.2196886539459229,1.0021005272865295,9.999975572749201e-05
10,phase1_neck_stability,2.46111524105072,0.12588194012641907,2.4748442228883505e-07,1.789188802242279,1.2179699540138245,1.0021011233329773,9.999970443031635e-05
11,phase1_neck_stability,2.450969099998474,0.10281725972890854,2.4060136638581753e-07,1.789188802242279,1.2207422852516174,1.0021011233329773,9.999964824771575e-05
12,phase1_neck_stability,2.441768527030945,0.08464310690760612,2.4419568944722414e-07,1.7891892790794373,1.2205145955085754,1.002100646495819,9.999958717969574e-05
13,phase1_neck_stability,2.436366319656372,0.07364103570580482,2.452579792588949e-07,1.789189338684082,1.2207120060920715,1.0021005868911743,9.999952122626232e-05
14,phase1_neck_stability,2.4319854974746704,0.06470714136958122,2.4604378268122673e-07,1.7891888618469238,1.2208850383758545,1.0021010637283325,9.999945038742202e-05
15,phase1_neck_stability,2.4279603958129883,0.05675128474831581,2.5257759261876345e-07,1.7891889810562134,1.2207906246185303,1.002100944519043,9.999937466318183e-05
16,phase1_neck_stability,2.424455404281616,0.05027049779891968,2.446176949888468e-07,1.7891892790794373,1.2202608585357666,1.002100646495819,9.999929405354921e-05
17,phase1_neck_stability,2.4213485717773438,0.04588093236088753,2.4445762392133474e-07,1.7891889214515686,1.2184374928474426,1.0021010041236877,9.999920855853213e-05
18,phase1_neck_stability,2.4199448823928833,0.041735418140888214,2.439046511426568e-07,1.7891893982887268,1.2197746634483337,1.0021005868911743,9.999911817813903e-05
19,phase1_neck_stability,2.4170154333114624,0.03798413649201393,2.459710231050849e-07,1.7891895771026611,1.217666506767273,1.00210040807724,9.999902291237881e-05
20,phase1_neck_stability,2.4163029193878174,0.034807752817869186,2.4601467885077e-07,1.7891888618469238,1.2194191813468933,1.0021010637283325,9.99989227612609e-05
21,phase1_neck_stability,2.415230870246887,0.0313604511320591,2.4269684217870235e-07,1.7891889810562134,1.220722258090973,1.002100944519043,9.999881772479516e-05
22,phase1_neck_stability,2.4138240814208984,0.028665333054959774,2.453598426654935e-07,1.789189100265503,1.2206035256385803,1.0021008849143982,9.999870780299197e-05
23,phase1_neck_stability,2.4124226570129395,0.025935588404536247,2.459710231050849e-07,1.789188802242279,1.220531165599823,1.0021011233329773,9.999859299586219e-05
24,phase1_neck_stability,2.411030411720276,0.023530353792011738,2.4844484869390726e-07,1.7891888618469238,1.2201517820358276,1.0021010637283325,9.999847330341712e-05
25,phase1_neck_stability,2.4111369848251343,0.021674695424735546,2.456945367157459e-07,1.7891889810562134,1.2222204804420471,1.002100944519043,9.99983487256686e-05
26,phase1_neck_stability,2.408461570739746,0.019459018483757973,2.418964868411422e-07,1.7891897559165955,1.219083845615387,1.0021001696586609,9.99982192626289e-05
27,phase1_neck_stability,2.407433271408081,0.01831377763301134,2.451706677675247e-07,1.789189338684082,1.2181730270385742,1.0021005868911743,9.999808491431083e-05
28,phase1_neck_stability,2.4069626331329346,0.017088091000914574,2.452579792588949e-07,1.789189100265503,1.2184580564498901,1.0021008253097534,9.999794568072761e-05
29,phase1_neck_stability,2.406388998031616,0.015886555425822735,2.494925865903497e-07,1.789189100265503,1.2185124158859253,1.0021008253097534,9.999780156189303e-05
30,phase1_neck_stability,2.405566930770874,0.015032544266432524,2.4423934519290924e-07,1.7891890406608582,1.2177225351333618,1.0021008849143982,9.999765255782128e-05
31,phase1_neck_stability,2.4066375494003296,0.0137100201100111,2.53392499871552e-07,1.789193034172058,1.2211780548095703,1.002096951007843,9.999749866852707e-05
32,phase1_neck_stability,2.408989906311035,0.019564594142138958,2.4981272872537374e-07,1.7891894578933716,1.2200350761413574,1.0021004676818848,9.99973398940256e-05
33,phase1_neck_stability,2.407244086265564,0.015109342522919178,2.461456460878253e-07,1.7891899347305298,1.2209979891777039,1.0021000504493713,9.999717623433253e-05
34,phase1_neck_stability,2.406525135040283,0.016291732899844646,2.4757173378020525e-07,1.7891889214515686,1.2183798551559448,1.0021010041236877,9.999700768946403e-05
35,phase1_neck_stability,2.406172513961792,0.013729420490562916,2.469751052558422e-07,1.7891887426376343,1.220237135887146,1.002101182937622,9.99968342594367e-05
36,phase1_neck_stability,2.40566086769104,0.013990501873195171,2.4418113753199577e-07,1.7891892790794373,1.2189518809318542,1.0021007657051086,9.999665594426769e-05
37,phase1_neck_stability,2.404241919517517,0.011865053325891495,2.426677383482456e-07,1.7891892790794373,1.2182390689849854,1.0021007061004639,9.999647274397459e-05
