N,k,seed,H_star,ratio,alpha_s1,sigma_factor,mix_mode,lambda1,product,elapsed,cluster
5000,91,8435,33,1.893922924732843,1.9958833021525915,1.8449153944610313,standard,0.19210422877261438,6.339439549496275,2.0476179122924805,1
5000,66,8196,30,2.450134325890285,1.2361231688881766,1.5843441449326634,standard,0.119143259067033,3.5742977720109903,2.0180060863494873,1
5000,85,4290,124,1.6432253789397997,0.9199686404904263,1.6542393997879055,standard,0.19951820143416732,24.740256977836747,2.0312650203704834,2
5000,34,9334,150,0.8990138546766395,1.6043707755477323,1.294760034771675,standard,0.043523709842026914,6.528556476304037,1.9521825313568115,3
5000,76,9766,128,0.8087254305484046,1.2217101527822263,1.2988841488273788,standard,0.05241850076102285,6.709568097410925,1.9861438274383545,3
5000,24,10,123,1.5978439597779546,0.8025956934953538,1.52685732181975,standard,0.13208566761341745,16.246537116450344,1.9719369411468506,0
5000,27,1343,145,2.020455719779373,1.3934581109117663,1.2073642828252376,standard,0.10814018973415192,15.680327511452028,1.9791078567504883,0
5000,52,9311,188,2.1612388155754583,1.9475403659997688,0.6864458352283171,standard,0.12104700564178557,22.756837060655688,2.0123114585876465,0
5000,78,5257,64,1.2584571699276008,1.8896741353845667,1.5823948261269156,standard,0.15427151401958394,9.873376897253372,2.0167508125305176,3
5000,23,5469,53,2.0905346237197806,0.8024409800716168,0.7454839142985568,standard,0.08613768686700855,4.565297403951453,1.980947494506836,1
5000,33,2899,143,1.5461308495382386,1.0382457261852538,1.8158008112196624,standard,0.1618696551558914,23.147360687292473,1.9892082214355469,0
5000,51,9511,151,2.2993348905843463,1.4361523162727563,1.3096715928719496,standard,0.1134362016182331,17.1288664443532,2.0258774757385254,0
5000,55,9185,69,2.299149146549137,1.075836832059817,1.315329291670983,standard,0.11899806961477516,8.210866803419487,1.9921228885650635,1
5000,92,4019,122,1.3630562862728852,0.9992236788687264,1.5958237052139521,standard,0.26772261227104033,32.66215869706692,2.0387251377105713,2
5000,75,7668,164,1.740145511857027,1.3001916379644822,1.8408388745764364,standard,0.18164530583598745,29.789830157101942,2.0138580799102783,2
5000,83,1121,150,2.057143878101502,0.7146919783227044,0.806816889754195,standard,0.14433175256349015,21.649762884523522,2.0216434001922607,2
5000,77,4613,179,1.184163497431815,1.7318859570080192,0.6659476054328108,standard,0.12779801325057014,22.875844371852054,2.0145151615142822,2
5000,87,6360,132,1.5045766949250603,1.309790955669255,1.2295362229934117,standard,0.2365673959827452,31.226896269722367,2.063087224960327,2
5000,52,3757,152,1.7822952657705946,1.54092266670065,1.3140866650213943,standard,0.16560593184020153,25.172101639710633,2.0089070796966553,0
5000,40,2117,170,2.4181495891280553,1.013786385767815,0.8410264745449805,standard,0.09450524180076823,16.0658911061306,1.993410587310791,0
5000,53,346,191,0.8067028062321604,1.379344748025196,1.258833018326699,standard,0.041191136124069196,7.867506999697216,1.9822864532470703,3
5000,68,7791,153,1.6859258105176431,0.6533189963377994,1.8781257833911198,standard,0.17562040094029835,26.86992134386565,2.0070574283599854,2
5000,83,3877,150,0.8050780858285227,1.3644325402502198,1.4100725695742837,standard,0.047829655749861255,7.174448362479188,2.0109589099884033,3
5000,53,7197,47,2.180879263960846,1.8660292973835695,0.6842161727686007,standard,0.12170123305275253,5.719957953479369,2.0288007259368896,1
5000,38,3418,172,0.7493253624065337,1.8812628239260585,1.8048445430931923,standard,0.022663664637012682,3.898150317566181,1.9644854068756104,3
5000,61,5032,133,1.2586113967710977,1.6163744777649334,0.8083697125634562,standard,0.15428950483409046,20.52050414293403,1.9991271495819092,2
5000,83,7971,97,1.5747912058758458,1.8797834246191407,1.0195189915489418,standard,0.23313581756540158,22.614174303843953,2.038952589035034,2
5000,47,8610,186,1.6741364482731345,0.5492700053651576,1.8691241943186934,standard,0.1538604800585939,28.618049290898465,2.0026984214782715,0
5000,39,1991,58,0.56775832049319,0.9672097566991361,1.6707435613191315,standard,0.01625573187377291,0.9428324486788289,1.9894332885742188,3
5000,42,2714,32,1.8270747440334212,0.7670539503046272,1.9416054762041828,standard,0.13419224089730464,4.294151708713748,1.9965665340423584,1
5000,31,3702,176,1.5701394378673172,0.7766943071282841,0.9493938676497156,standard,0.14628120500074718,25.745492080131502,1.9784023761749268,0
5000,44,9182,157,0.9198111861911715,1.8470814341610706,0.8077094607230108,standard,0.044628453612746075,7.006667217201134,1.9685025215148926,3
5000,35,4525,94,2.173129626584666,1.3811804063511115,0.9410670188314574,standard,0.10291810734666611,9.674302090586615,1.990602970123291,1
5000,77,6646,104,1.301526121750652,1.3394604969623267,0.7328603688960688,standard,0.20438252782075744,21.255782893358774,2.0162906646728516,2
5000,34,8039,158,1.0446037094405989,1.8461456147283264,1.2898676999889407,standard,0.06248126794300266,9.87204033499442,1.979140043258667,0
5000,84,55,56,1.931944457694795,1.488385912865227,0.5406439887552252,standard,0.15283832318106805,8.55894609813981,2.041139841079712,1
5000,37,8520,47,2.099832170746379,0.7678169930815004,1.479119161777812,standard,0.11310701617539817,5.3160297602437145,1.9826064109802246,1
5000,39,7971,71,1.9445338637113183,1.7835447021594286,1.7453297968504873,standard,0.13843052300836617,9.828567133593998,1.9847896099090576,1
5000,51,8357,53,1.312784616547044,0.9859850916601994,0.630387522425524,standard,0.21874756702223494,11.593621052178452,2.001189947128296,1
5000,70,2199,174,0.745553779325417,1.8146661138129407,1.46438834542138,standard,0.027809989017524052,4.838938089049185,1.9971280097961426,3
5000,76,6853,88,1.018846866862585,1.0695386122509003,1.3854424137722117,standard,0.12117136830089596,10.663080410478845,2.0645790100097656,3
5000,41,805,99,1.6040943617039605,1.154189793702975,0.9416986393128766,standard,0.1636408006594045,16.200439265281044,1.9965765476226807,0
5000,95,1388,53,2.2369359517958256,1.2311467973742705,1.841828340341137,standard,0.15208022739900123,8.060252052147066,2.0470845699310303,1
5000,83,2769,112,1.5249153117638432,1.6125304163429983,1.5482687797413566,standard,0.245399548667727,27.484749450785426,2.026352882385254,2
5000,52,7369,53,2.1698604735985985,1.9766032710553283,1.2885352734540287,standard,0.1287483437368277,6.823662218051868,2.006692409515381,1
5000,33,8997,33,2.328597613120998,0.6766266243352117,1.3647747132713803,standard,0.0941418655467854,3.106681563043918,1.9948606491088867,1
5000,41,7185,98,1.4949297879597812,1.5803038724484437,0.6598680951930116,standard,0.18495471075372122,18.12556165386468,2.033008337020874,0
5000,31,2075,183,2.2477801551250307,1.3961196532554625,1.40077529065048,standard,0.09955482873480331,18.218533658469006,1.977980613708496,0
5000,73,8647,127,2.1762139263565916,1.1065722523235364,1.6563670655964058,standard,0.13740739686205175,17.450739401480572,2.0349669456481934,2
5000,53,4226,58,1.9760672328527409,0.6241980018876897,1.4047281641995824,standard,0.1350957255144557,7.835552079838431,2.0012106895446777,1
5000,39,8341,172,1.374386792714487,1.873270515937871,1.5822992916828584,standard,0.1617024965527423,27.812829407071675,1.9835782051086426,0
5000,68,1334,110,1.8273423307252963,1.9052446089871369,1.5988581458153754,standard,0.17834218901526785,19.617640791679463,2.01118803024292,2
5000,37,7716,121,0.8240277557831692,1.762294490465065,1.7696117739718358,standard,0.0314768702875256,3.8087013047905973,1.9687526226043701,3
5000,96,6123,86,2.041824407491644,0.6598973797006578,0.6127066726037131,standard,0.14611198654974467,12.565630843278042,2.045815944671631,1
5000,78,1241,149,1.6965721165363092,1.1895222691416967,0.6139001155544331,standard,0.17744222185589945,26.438891056529016,2.025094985961914,2
5000,26,4204,148,1.0442902744599254,1.3853460003036306,1.0414608454100402,standard,0.07345327504666481,10.871084706906391,1.963235855102539,0
5000,27,4091,193,2.080027117583712,1.5358403486684609,1.281951001120354,standard,0.10521914555940232,20.307295092964647,1.987837791442871,0
5000,26,8408,158,1.7778987706685236,1.6385537683082747,1.586154993909708,standard,0.12956521405723528,20.471303821043175,2.001067638397217,0
5000,70,5320,72,1.478849927286281,0.8318141627294033,1.9815020119949704,standard,0.21221572471249942,15.279532179299958,2.0223073959350586,1
5000,95,8239,37,1.676527513939862,1.9990302493487522,1.3337098721557694,standard,0.2277916107263318,8.428289596874277,2.043834924697876,1
5000,57,391,35,1.8948405344936798,0.9460235110588262,1.8865942930647956,standard,0.14805942245646617,5.182079785976316,2.014492988586426,1
5000,97,1501,110,2.2240853019786266,1.7668240978026055,0.9786507098648835,standard,0.15148171156788426,16.662988272467267,2.0418314933776855,2
5000,86,5393,140,1.2293944989146117,1.3410157910052711,1.2215928257661297,standard,0.18923884524179313,26.49343833385104,2.0305094718933105,2
5000,90,2984,104,1.3089708993637015,1.3586416391501985,1.7059654691013464,standard,0.23432848366397457,24.370162301053355,2.062399387359619,2
5000,63,921,155,1.5403362197574637,1.1402255849822964,1.8149980667936743,standard,0.20907342128814888,32.40638029966308,2.0096755027770996,2
5000,53,8931,177,0.5425388217007743,1.812052509026299,1.293405701040818,standard,0.00937106550971177,1.6586785952189833,2.0039021968841553,3
5000,95,3811,41,0.5189708672569961,0.5790257539658429,0.6328151159204272,standard,0.024411320945825474,1.0008641587788445,2.045400857925415,3
5000,23,272,178,2.46816693839859,1.6524101207967772,1.1266501732510006,standard,0.08096453531457565,14.411687285994466,1.9884209632873535,0
5000,53,3761,48,1.209244315281553,0.9308584874811225,0.9444621806839851,standard,0.201342083483545,9.66442000721016,2.0034780502319336,3
5000,38,7833,77,2.320678204115069,0.5676510158304848,0.6642013980186727,standard,0.09464884652117496,7.287961182130472,2.0261549949645996,1
5000,51,9156,67,2.3999223679004507,1.679517521623328,0.6341165034683893,standard,0.10566395122271988,7.079484731922232,2.0002851486206055,1
5000,53,9656,180,1.701596892884396,1.8555859507629058,1.9837773647200385,standard,0.18460917543635652,33.22965157854417,2.0006089210510254,2
5000,79,5691,98,2.175651470566491,0.8458537937075286,1.7459637766259368,standard,0.14362842512198157,14.075585661954193,2.0464491844177246,1
5000,29,7275,60,0.9409724181403507,0.7796573932163817,1.66937671035013,standard,0.08775927601236325,5.2655565607417945,1.9826467037200928,3
5000,48,1797,137,0.932648046073107,1.2773905500145883,1.3959111086455116,standard,0.06811207162406284,9.331353812496609,1.9821062088012695,3
5000,62,7658,117,1.4823726817372531,1.9945036637100864,1.846154222069306,standard,0.223396618738037,26.13740439235033,2.014704942703247,2
5000,57,4877,68,1.5739488457868271,1.3894099022625548,1.3701293117567168,standard,0.19870287433975084,13.511795455103057,2.0139212608337402,1
5000,27,1641,96,1.0459187497126299,1.2150152424955527,0.5665649952998552,standard,0.07348357962693303,7.0544236441855706,1.9806067943572998,3
5000,88,9753,123,0.6739735198228203,1.1126798196060481,1.059032775518471,standard,0.03239907888122932,3.985086702391207,2.0179827213287354,3
5000,40,3973,38,1.5652050388015242,1.9431829588880747,0.6642032900816808,standard,0.17106910949846107,6.500626160941521,1.9925506114959717,1
5000,91,5069,174,1.4902930540279486,1.220879865989972,1.3886116769892765,standard,0.24544895196015545,42.70811764106705,2.0566670894622803,2
5000,85,1592,142,1.5875578159947985,1.7967393204610227,1.6008648784305526,standard,0.2314386099717557,32.86428261598931,2.04335618019104,2
5000,61,2384,141,2.201163458188484,1.8009413014397035,1.5625444650725522,standard,0.13481774342356892,19.009301822723216,2.017197847366333,0
5000,86,9909,145,1.7372227564303686,1.629074959336462,0.7379076579396106,standard,0.192755979665095,27.949617051438775,2.0304832458496094,2
5000,90,9018,109,2.2581429604562633,0.5077177561320722,1.7299203761121502,standard,0.14460207136931308,15.761625779255125,2.060089111328125,2
